training_seed,saved_episode,test_seed,step,selected_agent,selected_cpu,selected_bandwidth,selection_probability,reward,success,latency_ms,energy_mJ
42,10,950082,22,uav_U1,0.9977302551269531,0.986713171005249,0.9964979887008667,0.9922436086400237,1,734.5903515260394,10202.792800869129
42,10,950082,23,uav_U1,0.9968565702438354,0.9800000190734863,0.9978057742118835,-7.040934931154199,0,3500.990317406137,106600.93451327596
42,10,950082,24,uav_U1,0.9975916147232056,0.9829385280609131,0.9975312948226929,-4.2813182182029434,0,1522.9486590493489,34698.736571474314
42,10,950082,25,uav_U1,0.9974374771118164,0.9800000190734863,0.9974408149719238,-7.500092121082319,0,3295.1725243363744,39226.13340861688
42,10,950082,26,uav_U1,0.9983339309692383,0.9879547357559204,0.9968817234039307,1.2278587902587792,1,495.1301356980855,17551.788275564642
42,10,950082,27,uav_U1,0.9976524710655212,0.9800000190734863,0.9982890486717224,-5.509625335126975,0,3515.135066087847,55447.707872271094
42,10,950082,28,uav_U1,0.997138261795044,0.9854820370674133,0.9952504634857178,0.6189241897035507,1,782.3138643801664,14743.391103717571
42,10,950082,29,uav_U1,0.9977462291717529,0.9877646565437317,0.9934485554695129,0.9447715393539977,1,782.1878073766907,24104.350315035637
42,10,950082,30,uav_U1,0.9977370500564575,0.987851619720459,0.9941514134407043,-4.045850608708074,0,539.469785663273,9336.533265405767
42,10,950082,31,uav_U1,0.998204231262207,0.987313985824585,0.9965008497238159,1.2737557439463032,1,297.6165270827928,6301.554917992979
42,10,950082,32,uav_U1,0.9978654384613037,0.9879286289215088,0.9962820410728455,1.347876727641767,1,297.5256938724214,7016.333466080956
42,10,950082,33,uav_U1,0.9979134798049927,0.9885796308517456,0.9956319332122803,1.4057064574355471,1,74.60774596932704,1332.9209107184968
42,10,950082,34,uav_U1,0.9974282383918762,0.9890127182006836,0.9927944540977478,1.1332957062924267,1,691.4313684308685,14219.115242802915
42,10,950082,35,uav_U1,0.9977421760559082,0.9800000190734863,0.9977214336395264,-4.374458327108298,0,2307.3453885916197,69623.58258487866
42,10,950082,36,uav_U1,0.9979218244552612,0.9803625345230103,0.9971359372138977,-4.937969589467873,0,1194.5601139454188,26138.849938668125
42,10,950082,37,uav_U1,0.9977444410324097,0.9885450601577759,0.9948123693466187,0.9696512216529767,1,443.2949507836312,11917.254073074606
42,10,950082,38,uav_U1,0.9976200461387634,0.9887492060661316,0.9967178106307983,0.8975905739830148,1,992.6180295200046,7307.325478638935
42,10,950082,39,uav_U1,0.9978841543197632,0.9885615706443787,0.9948141574859619,1.2310320775322618,1,276.9424700160984,7042.9499244435865
42,10,950082,40,uav_U1,0.9978130459785461,0.9886422157287598,0.9954819679260254,0.8038094255318877,1,1202.1627569558302,29769.20752674117
42,10,950082,41,uav_U1,0.9976500272750854,0.9843438863754272,0.9965797066688538,1.1682520679692787,1,657.0099398917971,8093.5742120918785
42,10,950082,42,uav_U1,0.9972020387649536,0.9881113767623901,0.990077793598175,-3.756465910320252,0,550.2917990844613,8008.302006452758
42,10,950082,43,uav_U1,0.998000979423523,0.9888548851013184,0.9967578053474426,1.177062892329221,1,528.8198446487207,5096.271396261796
42,10,950082,44,uav_U1,0.9977519512176514,0.9864087104797363,0.994652509689331,-4.1203984429642055,0,426.14069424063985,14459.61253328967
42,10,950082,45,uav_U1,0.99769526720047,0.9875780344009399,0.9950898885726929,1.382782795405666,1,213.8709601896481,4440.961717282248
42,10,950082,46,uav_U1,0.9979766011238098,0.9800000190734863,0.9976261854171753,-3.749610540321015,0,1984.23577143452,42535.70487091757
42,10,950082,47,uav_U1,0.9971486330032349,0.9882939457893372,0.9948530793190002,1.1068545566646926,1,235.8323491780775,6552.793475681445
42,10,950082,48,uav_U1,0.9981151819229126,0.9868601560592651,0.9961118102073669,1.0056323216710619,1,648.4900445577199,18822.032958591823
42,10,950082,49,uav_U1,0.9975584149360657,0.9816018342971802,0.9966800212860107,-4.394468426676763,0,3709.1899974927505,145773.11547536336
42,10,950082,50,uav_U1,0.9976229667663574,0.9861316680908203,0.993228018283844,0.8721319604563194,1,551.8154483658395,14832.52603209308
42,10,950082,51,uav_U1,0.997606635093689,0.9864277839660645,0.9970448017120361,1.0694013452082636,1,651.7861484189085,4657.895957249381
42,10,950082,52,uav_U1,0.9979554414749146,0.9800000190734863,0.9984045624732971,-4.488037018060554,0,3850.6494427554726,54762.23418119457
42,10,950082,53,uav_U1,0.997482419013977,0.9897351264953613,0.9935303926467896,1.2859228633871465,1,327.18371574837846,6956.2168541591145
42,10,950082,54,uav_U1,0.9968141317367554,0.9800000190734863,0.9984089732170105,-4.032314225107692,0,3041.4608812036736,34324.146890041266
42,10,950082,55,uav_U1,0.9973688125610352,0.9800000190734863,0.9959220886230469,-7.500091458340961,0,8802.105973389454,384625.25945305795
42,10,950082,56,uav_U1,0.9965542554855347,0.9859689474105835,0.9943875670433044,-7.500274662139894,0,2174.831788411423,47707.21506709824
42,10,950082,57,uav_U1,0.994629979133606,0.9800000190734863,0.9987925291061401,-7.500275286574624,0,13412.39523657075,126510.98253355885
42,10,950082,58,uav_U1,0.9977609515190125,0.9888699054718018,0.993100106716156,1.1214285627797715,1,325.8709863481602,6915.6832785816805
42,10,950082,59,uav_U1,0.997509777545929,0.988473653793335,0.9940935969352722,-5.930540017484111,0,2802.6764228350225,101144.11122053128
42,10,950082,60,uav_U1,0.9972014427185059,0.9800000190734863,0.997215747833252,-4.364512588975779,0,2406.9675672725907,68132.6820999687
42,10,950082,61,uav_U1,0.9975953698158264,0.9883250594139099,0.9961374402046204,0.9099832176482159,1,1178.0780027884769,6484.208513257104
42,10,950082,62,uav_U1,0.998112678527832,0.9888318181037903,0.996965765953064,1.3464515432052968,1,94.68273377786379,1926.4278236696264
42,10,950082,63,uav_U1,0.9973797798156738,0.9803116321563721,0.9975519776344299,-4.787293772788263,0,2984.798427715462,44552.17066879578
42,10,950082,64,uav_U1,0.9979867935180664,0.98572838306427,0.9963405132293701,1.2697666226685171,1,306.08847613420505,10136.465767464342
42,10,950082,65,uav_U1,0.9977472424507141,0.9869133234024048,0.9960726499557495,0.874048701810334,1,943.7936613453503,4121.731409283195
42,10,950082,66,uav_U1,0.998206377029419,0.9887148141860962,0.9956619143486023,1.238967984430479,1,495.78671302615936,18979.538330657066
42,10,950082,67,uav_U1,0.9976938962936401,0.986879289150238,0.9938686490058899,0.5480324728978982,1,1661.9750108612661,33260.39217371618
42,10,950082,68,uav_U1,0.9976693391799927,0.9862989187240601,0.9929895401000977,0.8919517617670356,1,828.0368824459762,23823.282820149616
42,10,950082,69,uav_U1,0.9980226755142212,0.9800000190734863,0.998471200466156,-4.238005654133136,0,2526.926432352295,38751.980892806
42,10,950082,70,uav_U1,0.9982618093490601,0.9868469834327698,0.9959357976913452,-5.366964530314804,0,1751.6593441714697,75097.54987812173
42,10,950082,71,uav_U1,0.9971187710762024,0.988524317741394,0.9949668049812317,1.0021540718053001,1,621.1970457217401,8568.62092576546
42,10,950082,72,uav_U1,0.9973429441452026,0.9833712577819824,0.99691241979599,0.7858259466026463,1,1065.4110301995938,29315.738853953226
42,10,950082,73,uav_U1,0.9976149797439575,0.9800000190734863,0.9969256520271301,-5.833937831563656,0,3447.197019305915,113525.87482414968
42,10,950082,74,uav_U1,0.9976491928100586,0.9815757870674133,0.9973656535148621,-3.7723983774365655,0,1622.1907325030593,26078.194071900307
42,10,950082,75,uav_U1,0.9966145157814026,0.9800000190734863,0.9969924688339233,-5.227749099276968,0,3305.9201862082505,29047.46972520988
42,10,950082,76,uav_U1,0.9977858662605286,0.9889919757843018,0.995015025138855,-3.6543102715032214,0,1026.1002028854768,19018.817822561938
42,10,950082,77,uav_U1,0.9978655576705933,0.9800000190734863,0.9967509508132935,0.5049921105449182,1,1403.8265818164389,31594.705496944942
42,10,950082,78,uav_U1,0.9975855350494385,0.9883506894111633,0.9933326244354248,0.8979741219330761,1,1118.9947425724383,11828.428054209677
42,10,950082,79,uav_U1,0.9982281923294067,0.9875192642211914,0.9959839582443237,1.0212421696491463,1,636.1473842711451,27176.848164189727
42,10,950082,80,uav_U1,0.9981487989425659,0.9859539270401001,0.9962994456291199,0.8984195813681157,1,378.33622438606506,6593.032068050991
42,10,950082,81,uav_U1,0.9976300001144409,0.9800000190734863,0.9967051148414612,-4.300833032120507,0,3061.260438584861,94541.46837782173
42,10,950082,82,uav_U1,0.99771648645401,0.9890066385269165,0.9961036443710327,1.4908358297965005,1,91.59566378347566,1011.393465160791
42,10,950082,83,uav_U1,0.9981187582015991,0.9896109104156494,0.9960024952888489,0.7619792120212372,1,796.2255469013278,28955.149175367234
42,10,950082,84,uav_U1,0.9983782768249512,0.9869474768638611,0.9955032467842102,-4.3781054703684905,0,625.3785863969165,21976.503965558306
42,10,950082,85,uav_U1,0.9977047443389893,0.9836768507957458,0.9959354400634766,1.31543265917479,1,271.54804412836165,6106.699747316115
42,10,950082,86,uav_U1,0.9982686638832092,0.9881401062011719,0.9955949187278748,1.310705242555347,1,187.31105119283046,6848.0918416246395
42,10,950082,87,uav_U1,0.9978402853012085,0.9863697290420532,0.9962847232818604,0.6291776585023399,1,432.7528712036373,4784.206553405191
42,10,950082,88,uav_U1,0.9977508783340454,0.9812597036361694,0.9962731599807739,-3.61073813332219,0,2172.4245776152707,71261.7277798654
42,10,950082,89,uav_U1,0.9980048537254333,0.9858130216598511,0.995347797870636,-3.8269608624868363,0,1962.4394633304955,52551.359667352255
42,10,950082,90,uav_U1,0.9970024824142456,0.987389087677002,0.9906181693077087,0.6679452914488917,1,1147.2771550501998,27828.76305145797
42,10,950082,91,uav_U1,0.9978108406066895,0.9818271398544312,0.9975408911705017,-3.8870832243572986,0,1879.3727041686116,21160.917304449278
42,10,950082,92,uav_U1,0.9977765083312988,0.98747718334198,0.9931039214134216,0.5299669651127157,1,604.2734092115967,13107.32956900266
42,10,950082,93,uav_U1,0.997063398361206,0.9800000190734863,0.9969612956047058,-5.006922708355392,0,3604.8232845379334,109720.8766032142
42,10,950082,94,uav_U1,0.9976893663406372,0.9879769086837769,0.9932783246040344,-7.056419795408618,0,1034.2864861365244,27829.28002801827
42,10,950082,95,uav_U1,0.9980742335319519,0.9871400594711304,0.9965189099311829,1.4208580495324854,1,122.68583771860077,2852.4321380502656
42,10,950082,96,uav_U1,0.998138427734375,0.9809147715568542,0.9978792667388916,0.7325380967024289,1,1489.464998475632,26054.77976627378
42,10,950082,97,uav_U1,0.9980736970901489,0.9817173480987549,0.9974217414855957,0.7293813364834463,1,1299.8787381848588,27996.74490216679
42,10,950082,98,uav_U1,0.997825026512146,0.9884032011032104,0.9959497451782227,1.2624002138343686,1,394.2623249800137,3433.20782926493
42,10,950082,99,uav_U1,0.9979736804962158,0.9800000190734863,0.9973950386047363,-3.546966148829055,0,1465.6239175151095,27674.972663593733
42,10,950083,0,uav_U1,0.9975974559783936,0.9824140071868896,0.9975461363792419,1.1743091200387665,1,593.5673799541461,15427.642440696045
42,10,950083,1,uav_U1,0.9968073964118958,0.9860016107559204,0.9952250719070435,-4.752703784601777,0,2554.462347948329,63259.41132738178
42,10,950083,2,uav_U1,0.9971835613250732,0.9840264320373535,0.9983929395675659,1.2053935767227864,1,470.3394986657908,5946.315420056
42,10,950083,3,uav_U1,0.9973589181900024,0.9852639436721802,0.9969183206558228,0.9600778201845721,1,997.0665683116546,16563.598374997255
42,10,950083,4,uav_U1,0.997106671333313,0.9857214093208313,0.9965888261795044,-4.495611333825513,0,1247.1998924285022,38602.233985418374
42,10,950083,5,uav_U1,0.996038019657135,0.9800000190734863,0.9978757500648499,-7.500091308472605,0,3602.755168492791,115520.19301698514
42,10,950083,6,uav_U1,0.9974417686462402,0.9836477041244507,0.9961454272270203,0.5341040095731018,1,719.5242665338789,20923.597668255414
42,10,950083,7,uav_U1,0.9935466051101685,0.9800000190734863,0.9986165761947632,-7.500272630452548,0,8602.048327286675,245524.29646192273
42,10,950083,8,uav_U1,0.9959354996681213,0.982027530670166,0.9978142976760864,-5.1685794791511235,0,1785.2185355668687,43536.845060090156
42,10,950083,9,uav_U1,0.9971271753311157,0.9817602634429932,0.9981874227523804,-4.593834296331249,0,1813.180579982507,17240.28884390304
42,10,950083,10,uav_U1,0.9955187439918518,0.9800000190734863,0.9988415241241455,-7.500091485380844,0,3696.534832916518,61772.72898887205
42,10,950083,11,uav_U1,0.9967082142829895,0.9848145842552185,0.9967082738876343,1.20307855112978,1,354.4149672686868,9668.9414945147
42,10,950083,12,uav_U1,0.9977174997329712,0.9852956533432007,0.9985247254371643,-5.054071437771652,0,510.7959450226712,11351.52857830158
42,10,950083,13,uav_U1,0.9973622560501099,0.9873760938644409,0.9971507787704468,-4.566770857297795,0,2310.5473086434345,45874.02244607914
42,10,950083,14,uav_U1,0.9978851079940796,0.9850560426712036,0.9980053901672363,1.3541220871028286,1,107.00685235210746,1590.2695492590146
42,10,950083,15,uav_U1,0.9975981712341309,0.9859979152679443,0.997140109539032,-4.847631980119333,0,1791.1733371364708,61435.21381005692
42,10,950083,16,uav_U1,0.9949191212654114,0.9800000190734863,0.9990339875221252,-7.500091642645077,0,3587.0908683288035,39652.78693016977
42,10,950083,17,uav_U1,0.99732506275177,0.9833974242210388,0.9982424974441528,-4.10456872315225,0,1131.156261330179,24285.06395961594
42,10,950083,18,uav_U1,0.9967125058174133,0.9834372401237488,0.997170627117157,-3.9187740292195303,0,1401.6582953460015,34227.41206800092
42,10,950083,19,uav_U1,0.9970407485961914,0.9800000190734863,0.9986947178840637,-5.52559247801047,0,1316.0928935170534,32522.59546935225
42,10,950083,20,uav_U1,0.9974769353866577,0.9828681945800781,0.9980528354644775,0.7591262916070649,1,1396.3728230679558,14661.343222254909
42,10,950083,21,uav_U1,0.9973500967025757,0.9834977388381958,0.9984109997749329,1.267230344377694,1,290.14951680173476,7415.42446672049
42,10,950083,22,uav_U1,0.9972642660140991,0.9821580648422241,0.9978905916213989,0.8810176321171146,1,595.9917379837376,13240.463972691417
42,10,950083,23,uav_U1,0.9976946711540222,0.9845914244651794,0.9984501600265503,0.8135805825328166,1,778.295557645701,16120.853466954533
42,10,950083,24,uav_U1,0.9968899488449097,0.9854727983474731,0.9981082081794739,1.0383797638904828,1,427.37500956480534,4261.704122051489
42,10,950083,25,uav_U1,0.9969521760940552,0.9800000190734863,0.998349130153656,-7.500091396429307,0,5690.4041988803265,236193.38314971735
42,10,950083,26,uav_U1,0.9978586435317993,0.982680082321167,0.9981702566146851,1.250292199278482,1,125.30730599052595,3903.23375787083
42,10,950083,27,uav_U1,0.9974586963653564,0.9823022484779358,0.9984354376792908,-4.1939517466267295,0,84.69735805217985,1796.4714044506272
42,10,950083,28,uav_U1,0.997368574142456,0.9843142628669739,0.9975564479827881,1.1752349620832958,1,543.8278400958458,12766.551266347338
42,10,950083,29,uav_U1,0.9969865083694458,0.9800000190734863,0.9988118410110474,-6.528390600301747,0,1776.4798684383861,45798.963903586795
42,10,950083,30,uav_U1,0.9973785877227783,0.9848775863647461,0.99798583984375,-3.8349190050498843,0,2072.987025171027,61698.928731183485
42,10,950083,31,uav_U1,0.9965969920158386,0.984032154083252,0.9974484443664551,-7.500091988327332,0,2478.5753433275654,24131.825215572917
42,10,950083,32,uav_U1,0.9963709115982056,0.9800000190734863,0.998634934425354,-7.500275569281798,0,2344.0045059110917,28728.788837870376
42,10,950083,33,uav_U1,0.9979522228240967,0.9858589768409729,0.9988521337509155,1.4225933131360327,1,148.05780939155326,2801.9189698522932
42,10,950083,34,uav_U1,0.9963077306747437,0.9800000190734863,0.9988138675689697,-5.6219387287330775,0,2697.2753864869296,21963.39569503792
42,10,950083,35,uav_U1,0.9973379373550415,0.9839887619018555,0.9973714351654053,1.2574562518467418,1,227.90493876335466,5277.831138582164
42,10,950083,36,uav_U1,0.9974731206893921,0.9854913949966431,0.9966446161270142,0.7488171911997963,1,199.79019215738973,3539.2213549951766
42,10,950083,37,uav_U1,0.9966152906417847,0.9851260781288147,0.9978200197219849,1.2490478466739654,1,468.60709068236,6424.806776778124
42,10,950083,38,uav_U1,0.9972947835922241,0.9800000190734863,0.9989393353462219,0.6315863835143751,1,1278.1699285191069,29839.3069189271
42,10,950083,39,uav_U1,0.9967394471168518,0.9800000190734863,0.9983436465263367,0.5761431315576948,1,1049.3972385381467,17095.148673484327
42,10,950083,40,uav_U1,0.9969443678855896,0.9800000190734863,0.9988607168197632,-6.459805584471136,0,4921.924276393634,87702.62326746123
42,10,950083,41,uav_U1,0.9976123571395874,0.9874074459075928,0.9967336654663086,-3.6964702176961133,0,1156.8981943811584,46364.11920652233
42,10,950083,42,uav_U1,0.996469259262085,0.9800000190734863,0.9983582496643066,-7.500091298141177,0,5156.542506848606,212824.34562802914
42,10,950083,43,uav_U1,0.9970660209655762,0.9800000190734863,0.9983357787132263,-7.500092030242186,0,3179.3657870579605,36073.61093407198
42,10,950083,44,uav_U1,0.9969522953033447,0.9800000190734863,0.9981576800346375,-7.5000913932203455,0,4704.5754249017045,194326.6357459248
42,10,950083,45,uav_U1,0.9971868395805359,0.9800000190734863,0.9986298680305481,0.5757790479163831,1,1008.2249223371227,18249.429246612646
42,10,950083,46,uav_U1,0.9977388381958008,0.9804892539978027,0.9979912638664246,1.3036327213719225,1,115.80244920582768,2127.549640371077
42,10,950083,47,uav_U1,0.9969613552093506,0.9800000190734863,0.9987952709197998,-5.362951527686147,0,5573.9879313968895,91314.0230048696
42,10,950083,48,uav_U1,0.9977387189865112,0.9845069646835327,0.9981452226638794,1.3303926483864268,1,290.38026982666554,6876.858544088387
42,10,950083,49,uav_U1,0.9955850839614868,0.9800000190734863,0.9984049201011658,-4.631220325307526,0,2220.636384773689,48755.948849489105
42,10,950083,50,uav_U1,0.9966253042221069,0.9800000190734863,0.9985173344612122,-7.5000914646534875,0,2114.706910311493,60048.04506410054
42,10,950083,51,uav_U1,0.9973939657211304,0.9886497855186462,0.9980122447013855,1.3653362299016507,1,240.34603987637502,7556.715360580192
42,10,950083,52,uav_U1,0.9969409704208374,0.9867047667503357,0.9983305931091309,-6.405099587601333,0,921.5815340087273,3879.1142386029596
42,10,950083,53,uav_U1,0.9975137710571289,0.9851418733596802,0.9981352090835571,1.3191319519297495,1,343.11352334396724,7046.92157910865
42,10,950083,54,uav_U1,0.9968258738517761,0.9846634864807129,0.9976524710655212,-4.716091880018225,0,751.2240894619121,16960.645695535346
42,10,950083,55,uav_U1,0.9972972869873047,0.9872204065322876,0.9977908134460449,1.497041949738108,1,29.534689711195163,736.7084359839209
42,10,950083,56,uav_U1,0.9972399473190308,0.9800000190734863,0.9988700747489929,-3.8112631596933504,0,1684.8554727560706,44793.74352244336
42,10,950083,57,uav_U1,0.9974008202552795,0.9840084314346313,0.9970729351043701,1.2250013885008424,1,461.01896038848025,11469.015460201621
42,10,950083,58,uav_U1,0.9979348182678223,0.9857821464538574,0.9986268281936646,1.1818106963578867,1,465.3767325925387,10960.589526748307
42,10,950083,59,uav_U1,0.9976906776428223,0.985761284828186,0.9980399012565613,1.0393156454408359,1,704.7069284662729,22134.83101241356
42,10,950083,60,uav_U1,0.9975524544715881,0.9811745882034302,0.9981479644775391,1.232689443474291,1,492.2169498401492,9663.00079691608
42,10,950083,61,uav_U1,0.9977303743362427,0.9800000190734863,0.9985891580581665,-3.86709571218784,0,1833.1523014455008,39312.246235630424
42,10,950083,62,uav_U1,0.9955495595932007,0.9800000190734863,0.9990286827087402,-5.799283374775031,0,2890.0917166735426,29794.998962426205
42,10,950083,63,uav_U1,0.9972264766693115,0.9822407960891724,0.9964993000030518,-5.144075728550032,0,1255.8924655399535,36279.5885164144
42,10,950083,64,uav_U1,0.9972537755966187,0.9800000190734863,0.9986534118652344,0.6645931089387931,1,1531.1325172793745,29028.223785200928
42,10,950083,65,uav_U1,0.996708333492279,0.9856964945793152,0.9976392984390259,-3.584096961495998,0,1479.6657253684132,8607.924702627806
42,10,950083,66,uav_U1,0.9974596500396729,0.9865601062774658,0.9967549443244934,-5.073068229398487,0,733.2982624253827,11136.60501018151
42,10,950083,67,uav_U1,0.9972494840621948,0.9800000190734863,0.9987408518791199,-4.378126193743785,0,3036.781782046927,62504.25888858718
42,10,950083,68,uav_U1,0.9976645708084106,0.9862491488456726,0.9970732927322388,-3.5119140696415903,0,1976.089398565994,77239.48569048906
42,10,950083,69,uav_U1,0.9961603879928589,0.9800000190734863,0.9986570477485657,-5.0094215293469215,0,1899.5628521333365,43292.21266063872
42,10,950083,70,uav_U1,0.998005211353302,0.9847862124443054,0.9979546070098877,0.7562275907476701,1,470.7499319467944,17303.616596472133
42,10,950083,71,uav_U1,0.9975705146789551,0.9850413799285889,0.9974760413169861,0.8308419502512712,1,839.0093310997257,25567.300481943825
42,10,950083,72,uav_U1,0.9970077276229858,0.9800000190734863,0.9986386895179749,-4.464748912991856,0,3750.531042358995,111126.88434993847
42,10,950083,73,uav_U1,0.9975317716598511,0.9872292876243591,0.9975624680519104,0.5473298081447973,1,1664.154466636173,33759.09315146341
42,10,950083,74,uav_U1,0.9971957206726074,0.9800000190734863,0.9988744258880615,-4.304861117142811,0,2860.558732500373,29116.33065940779
42,10,950083,75,uav_U1,0.9972824454307556,0.9800000190734863,0.9984767436981201,0.8177186139958388,1,1049.8899408479554,23932.21063992647
42,10,950083,76,uav_U1,0.9960354566574097,0.9800000190734863,0.9990636706352234,-7.500092022525629,0,4005.3296275426833,36823.727055182986
42,10,950083,77,uav_U1,0.9976238012313843,0.9836674332618713,0.9977166652679443,1.1543850350675853,1,337.2308371690696,12222.504327246737
42,10,950083,78,uav_U1,0.9979524612426758,0.9819786548614502,0.9976741075515747,0.6762078321740952,1,650.7233968178977,21220.757866205684
42,10,950083,79,uav_U1,0.997550368309021,0.9800000190734863,0.9986633062362671,0.9096533331762036,1,1171.6556546985432,17481.485099049853
42,10,950083,80,uav_U1,0.9977339506149292,0.9856952428817749,0.997103750705719,-3.5956486904652794,0,898.3568258624729,32115.640359720644
42,10,950083,81,uav_U1,0.9978542327880859,0.9825907945632935,0.9983397126197815,1.0456604408705792,1,653.6619990906141,7910.375424464203
42,10,950083,82,uav_U1,0.9964758157730103,0.9800000190734863,0.9989913105964661,-4.322715260340763,0,1826.2687685700614,28429.977725662142
42,10,950083,83,uav_U1,0.998100757598877,0.9830000400543213,0.9980792999267578,0.8167051558203,1,708.4817116442562,25230.78626224292
42,10,950083,84,uav_U1,0.9972933530807495,0.987949013710022,0.9969038963317871,0.7292597907967238,1,793.7676564795129,10144.122629323489
42,10,950083,85,uav_U1,0.997918963432312,0.9864870309829712,0.9984336495399475,1.1487652167598577,1,70.57965213211774,827.2831397992297
42,10,950083,86,uav_U1,0.996067464351654,0.9858624935150146,0.997778058052063,1.4984177962287297,1,15.776249732868706,238.47742959833093
42,10,950083,87,uav_U1,0.9976500868797302,0.9871652722358704,0.9965914487838745,-6.0607915177006575,0,769.1111737330873,21893.74508685412
42,10,950083,88,uav_U1,0.996925413608551,0.9800000190734863,0.9972877502441406,-7.500004568335641,0,423.67464089169977,19434.991725467655
42,10,950083,89,uav_U1,0.9976729154586792,0.982892632484436,0.9978852868080139,0.7794573751141594,1,311.95523571436274,7619.476105173516
42,10,950083,90,uav_U1,0.9974777698516846,0.9838106632232666,0.9972206354141235,-4.5605838182138925,0,2303.630379409286,83112.90101671105
42,10,950083,91,uav_U1,0.9975053071975708,0.9855499267578125,0.9973673820495605,0.7449546077965288,1,461.2765549049519,7148.306132260274
42,10,950083,92,uav_U1,0.9973024129867554,0.9800000190734863,0.9986598491668701,-4.139899282282274,0,1233.1352823443967,25210.238893828217
42,10,950083,93,uav_U1,0.9969462752342224,0.9800000190734863,0.9988064169883728,-4.3336285224745,0,3648.73748399962,37747.289193816076
42,10,950083,94,uav_U1,0.9956279993057251,0.9800000190734863,0.9987154006958008,-4.365239112346389,0,1701.0145489108422,28095.476464502437
42,10,950083,95,uav_U1,0.996758222579956,0.9855112433433533,0.9969576001167297,-4.161210016209235,0,2581.3783885065504,104610.34218478457
42,10,950083,96,uav_U1,0.9974724054336548,0.9823987483978271,0.9971530437469482,1.132794209838175,1,595.8260181925893,12125.03104486913
42,10,950083,97,uav_U1,0.9974031448364258,0.9877091646194458,0.9977504014968872,-3.805405776647059,0,1122.5700954688675,21358.192285903275
42,10,950083,98,uav_U1,0.9978617429733276,0.9852583408355713,0.9984118342399597,-5.246381153829075,0,2153.0909851826987,68725.76571758493
42,10,950083,99,uav_U1,0.9981140494346619,0.9834891557693481,0.9975298047065735,1.1293710229880063,1,163.40696619082104,6067.421353249874
42,10,950084,0,uav_U1,0.9972048997879028,0.9800000190734863,0.998496413230896,0.5915918200283203,1,1792.1085492741297,41943.42761823749
42,10,950084,1,uav_U1,0.9975776076316833,0.9819377660751343,0.9968361854553223,0.7765779481290267,1,1220.258333094286,30768.500298640807
42,10,950084,2,uav_U1,0.9976168870925903,0.9822556972503662,0.9976958632469177,-3.66058522358263,0,756.6418467769424,24690.835311194398
42,10,950084,3,uav_U1,0.9972169399261475,0.9843456745147705,0.9981043338775635,-5.97075022792221,0,1547.9135148822745,15526.072770474368
42,10,950084,4,uav_U1,0.997489333152771,0.9816864728927612,0.9981856942176819,0.9201037171513515,1,411.0813216927995,6525.596802465456
42,10,950084,5,uav_U1,0.9976037740707397,0.9840238094329834,0.9981337189674377,0.9056866459159929,1,330.3871808046066,6187.409107784821
42,10,950084,6,uav_U1,0.9953410625457764,0.9800000190734863,0.997918963432312,-7.50009108552484,0,8334.795207050887,363608.59697629337
42,10,950084,7,uav_U1,0.9973938465118408,0.9800000190734863,0.9985597729682922,-4.006091661295971,0,1674.672047480651,43350.886688632185
42,10,950084,8,uav_U1,0.998031735420227,0.9805938601493835,0.9981978535652161,1.2929126505923954,1,95.83894003113805,2257.1315238498
42,10,950084,9,uav_U1,0.9975630640983582,0.9800000190734863,0.9985937476158142,0.6299205087735609,1,1453.7493962102901,26879.22178442025
42,10,950084,10,uav_U1,0.9975202083587646,0.9800000190734863,0.998770534992218,-6.611858984937568,0,3046.81964779349,95515.39364522151
42,10,950084,11,uav_U1,0.9969055652618408,0.9854265451431274,0.9979043006896973,0.8561525456375081,1,1263.6925666497048,21165.793217707378
42,10,950084,12,uav_U1,0.9965903162956238,0.9800000190734863,0.9987119436264038,-4.494081940567712,0,2578.2295001956163,44470.174744286756
42,10,950084,13,uav_U1,0.9981571435928345,0.982088565826416,0.9978499412536621,0.7452049329334716,1,676.2141968896617,19937.21345732505
42,10,950084,14,uav_U1,0.9978352785110474,0.9800000190734863,0.997946560382843,1.0744760454814948,1,761.098403946835,24867.68699082752
42,10,950084,15,uav_U1,0.9968450665473938,0.981600821018219,0.9972552061080933,1.1012041861474737,1,718.4648567317198,15635.815615636764
42,10,950084,16,uav_U1,0.9978582859039307,0.9808847308158875,0.9976970553398132,1.325604273295982,1,287.25227920778786,3789.3387232175005
42,10,950084,17,uav_U1,0.9978591203689575,0.9819722771644592,0.9981335997581482,0.7688734625769766,1,632.345074216524,14419.208778317205
42,10,950084,18,uav_U1,0.9976028203964233,0.9852457046508789,0.9967688322067261,0.8609826084111585,1,596.1177445016742,17813.016638715486
42,10,950084,19,uav_U1,0.9979344010353088,0.9823251962661743,0.9980676770210266,1.3327404413482946,1,265.2951049607721,5096.215559416904
42,10,950084,20,uav_U1,0.9978460073471069,0.9826200008392334,0.9982609152793884,0.879354367749223,1,964.3405418528786,16417.53652900096
42,10,950084,21,uav_U1,0.9977551102638245,0.983792245388031,0.9974431395530701,0.8188676923162213,1,1239.4942028755338,52957.215025138554
42,10,950084,22,uav_U1,0.9962794780731201,0.9800000190734863,0.9988634586334229,-4.1317859577357785,0,2906.0473954384356,42288.38606371428
