training_seed,saved_episode,test_seed,step,selected_agent,selected_cpu,selected_bandwidth,selection_probability,reward,success,latency_ms,energy_mJ
42,10,950000,43,uav_U1,0.9974607229232788,0.9800000190734863,0.9987061023712158,0.9096374837414245,1,1171.687148455663,17478.359232526116
42,10,950000,44,uav_U1,0.9976602792739868,0.9855636954307556,0.9971440434455872,-3.595747924145673,0,898.4382085498354,32110.906662829988
42,10,950000,45,uav_U1,0.9978042840957642,0.9826987981796265,0.9984398484230042,1.0456927981217117,1,653.6154502925662,7909.582974402486
42,10,950000,46,uav_U1,0.9964038133621216,0.9800000190734863,0.9990848898887634,-4.322756476044996,0,1826.3100799206968,28425.890556525545
42,10,950000,47,uav_U1,0.9980723857879639,0.9832671880722046,0.998214840888977,0.8167440465847662,1,708.4413873442483,25229.346683741605
42,10,950000,48,uav_U1,0.9973033666610718,0.9878373146057129,0.997157096862793,0.7291969414391484,1,793.8323893589514,10144.332329245824
42,10,950000,49,uav_U1,0.9979195594787598,0.9864212274551392,0.9985723495483398,1.1487473246502398,1,70.58324841471128,827.2845427374741
42,10,950000,50,uav_U1,0.9961296319961548,0.9859455823898315,0.9980182647705078,1.4984179181050836,1,15.77502529393569,238.50698874282716
42,10,950000,51,uav_U1,0.9976769685745239,0.9871646165847778,0.9968129992485046,-6.060737621101244,0,769.0995310027236,21894.922935283754
42,10,950000,52,uav_U1,0.9968990087509155,0.9800000190734863,0.9973869919776917,-7.500004568093699,0,423.6850297413014,19433.96243439479
42,10,950000,53,uav_U1,0.9976832866668701,0.9831574559211731,0.9980734586715698,0.7795599047239992,1,311.9108395988281,7619.6285055834915
42,10,950000,54,uav_U1,0.9974031448364258,0.9837932586669922,0.9973547458648682,-4.560705766965679,0,2303.766733409481,83100.47770249497
42,10,950000,55,uav_U1,0.9973738193511963,0.9852203130722046,0.9973713159561157,0.7447495909396875,1,461.40183483401563,7146.444671136945
42,10,950000,56,uav_U1,0.9973441958427429,0.9800000190734863,0.9987882971763611,-4.139871067533479,0,1233.114059092897,25212.344222098967
42,10,950000,57,uav_U1,0.9969803094863892,0.9800000190734863,0.9989517331123352,-4.333615564688596,0,3648.711685593449,37749.845603065754
42,10,950000,58,uav_U1,0.9956876039505005,0.9800000190734863,0.9988941550254822,-4.365201944156307,0,1700.980641572334,28098.82322014929
42,10,950000,59,uav_U1,0.9967532157897949,0.9854869246482849,0.9972102642059326,-4.161224300126664,0,2581.4005871381078,104609.29305636193
42,10,950000,60,uav_U1,0.9973912239074707,0.9825623035430908,0.9972366094589233,1.132818158921577,1,595.787173081324,12123.057311505028
42,10,950000,61,uav_U1,0.997381329536438,0.987697958946228,0.9979439973831177,-3.8054258357299515,0,1122.5873497172001,21357.261554481443
42,10,950000,62,uav_U1,0.9979003667831421,0.9853790402412415,0.9986178278923035,-5.246192424345721,0,2152.943015724002,68731.06918766027
42,10,950000,63,uav_U1,0.9981170892715454,0.9840190410614014,0.997677206993103,1.1294224985962829,1,163.3842652190146,6067.455667930834
42,10,950000,64,uav_U1,0.9972875118255615,0.9846077561378479,0.9986992478370667,1.3422089155524433,1,290.6392933462166,3419.8702225675734
42,10,950000,65,uav_U1,0.9973645210266113,0.9864838123321533,0.996749758720398,1.315210762996314,1,261.16234792244103,5887.310405389716
42,10,950000,66,uav_U1,0.9980646371841431,0.9841043949127197,0.9977641105651855,1.2708204297520844,1,353.48239973382573,8159.751008038401
42,10,950000,67,uav_U1,0.9971981644630432,0.9843069911003113,0.9971644282341003,-3.935519590618702,0,2074.193667460983,83645.30334653599
42,10,950000,68,uav_U1,0.9981274604797363,0.984857439994812,0.9982795119285583,1.2759841375937764,1,11.20056350938091,254.5107864484476
42,10,950000,69,uav_U1,0.9974700212478638,0.9859095811843872,0.9981735348701477,-3.6587918145405425,0,727.6633767042308,7468.2821571332315
42,10,950000,70,uav_U1,0.9964373111724854,0.9800000190734863,0.9989480376243591,-7.500091697118847,0,2004.5023567791711,32533.506800939474
42,10,950000,71,uav_U1,0.9948107004165649,0.9800000190734863,0.9988105297088623,-6.668817812827669,0,5898.748147548587,137527.27958803554
42,10,950000,72,uav_U1,0.9978865385055542,0.986564040184021,0.9976807832717896,-4.032532984493659,0,980.7624957255741,38197.6105873296
42,10,950000,73,uav_U1,0.997825026512146,0.9883784055709839,0.9973630309104919,0.9587236946314002,1,577.9852875459642,21617.568221851026
42,10,950000,74,uav_U1,0.996508002281189,0.9800000190734863,0.9989069700241089,-6.428391377198483,0,4380.054151806374,69207.3137516549
42,10,950000,75,uav_U1,0.9976058006286621,0.987966001033783,0.9962466359138489,-7.500091569733888,0,2184.7284845610616,72919.84389103869
42,10,950000,76,uav_U1,0.9973700046539307,0.9836863279342651,0.9984839558601379,1.2955511184581499,1,218.45760631631975,3516.0700669167363
42,10,950000,77,uav_U1,0.9971294403076172,0.9872713088989258,0.9970288276672363,0.7433243173862754,1,767.9327060043289,14276.768331620759
42,10,950000,78,uav_U1,0.9973770976066589,0.9822149872779846,0.9983500242233276,1.3274722858021761,1,343.14765963815734,7882.658582297019
42,10,950000,79,uav_U1,0.9962600469589233,0.9800000190734863,0.9988962411880493,-4.720850657914482,0,2513.8991767456387,42523.120103042624
42,10,950000,80,uav_U1,0.9959651231765747,0.9800000190734863,0.9989475607872009,-3.5872861296739202,0,1881.9335945586538,27690.15832062119
42,10,950000,81,uav_U1,0.996570348739624,0.9800000190734863,0.9986861348152161,-4.4656870548968906,0,3084.019384572861,69127.80232058243
42,10,950000,82,uav_U1,0.9975582361221313,0.9848203659057617,0.9980461001396179,1.134197261105632,1,446.89833291281224,5829.103443456004
42,10,950000,83,uav_U1,0.9978611469268799,0.9872937202453613,0.9977889060974121,-5.306434208821777,0,954.1565075138672,42619.37822285899
42,10,950000,84,uav_U1,0.9977391958236694,0.985222578048706,0.9985200762748718,1.2476697812551565,1,437.1294117800425,12053.109746733497
42,10,950000,85,uav_U1,0.9967394471168518,0.9819802641868591,0.9981619715690613,1.4996247883256917,1,3.706197544569028,53.71509150432626
42,10,950000,86,uav_U1,0.9974205493927002,0.981536865234375,0.9981371164321899,-3.736962353380905,0,270.87465481250746,5224.777174390424
42,10,950000,87,uav_U1,0.9971176385879517,0.9800000190734863,0.9984866380691528,-5.39740836598796,0,2477.2059024393093,76154.0047998345
42,10,950000,88,uav_U1,0.9980887174606323,0.9849474430084229,0.9975283741950989,-4.4041403417965,0,689.2656164807428,22166.63500721359
42,10,950000,89,uav_U1,0.9978440999984741,0.9835411906242371,0.9980111122131348,1.2911445186403454,1,299.7846694924145,6770.58921378501
42,10,950000,90,uav_U1,0.9973199367523193,0.9867496490478516,0.9960076808929443,-7.5000917534169425,0,2218.3011708248378,35992.220733077425
42,10,950000,91,uav_U1,0.9978821277618408,0.9846674203872681,0.9974766373634338,0.5159447531492636,1,535.276215336521,17676.869282021733
42,10,950000,92,uav_U1,0.9976896643638611,0.9875433444976807,0.9962598085403442,0.6741728953967718,1,867.0223298705992,32715.027580345195
42,10,950000,93,uav_U1,0.9958201050758362,0.9800000190734863,0.998737633228302,-7.500091638747813,0,3021.947289496801,41720.4859437068
42,10,950000,94,uav_U1,0.9962961673736572,0.9800000190734863,0.99896639585495,-7.50009222002798,0,5546.018570358615,41481.74603241476
42,10,950000,95,uav_U1,0.9970822334289551,0.9836012125015259,0.9979705214500427,0.8015820249117445,1,1032.1253538737315,9600.631441060685
42,10,950000,96,uav_U1,0.9974664449691772,0.9831784963607788,0.9974353909492493,-4.4408723843568625,0,3297.386733588438,134480.16922519365
42,10,950000,97,uav_U1,0.9968947172164917,0.9800000190734863,0.9988422989845276,-4.561414409563147,0,2366.3986745686875,64904.0518395483
42,10,950000,98,uav_U1,0.9965610504150391,0.9825943112373352,0.9967509508132935,-3.8719439687620927,0,1753.2272081204028,27055.779016952023
42,10,950000,99,uav_U1,0.9974401593208313,0.984103798866272,0.9983378052711487,-4.104975205885408,0,1126.6280405457612,14822.25198728596
42,10,950001,0,uav_U1,0.9976980686187744,0.985041618347168,0.9974684119224548,1.2711274335853993,1,311.3704565027455,5662.95853049086
42,10,950001,1,uav_U1,0.9970109462738037,0.9800000190734863,0.9981786012649536,-3.8176916146760527,0,866.9807346355383,18478.791239604863
42,10,950001,2,uav_U1,0.9977917671203613,0.9800000190734863,0.9981471300125122,-7.500091869937441,0,1516.774191604823,29847.97087040706
42,10,950001,3,uav_U1,0.9973149299621582,0.9829482436180115,0.9967246651649475,0.6217669225453846,1,466.2931311906163,13523.094310726088
42,10,950001,4,uav_U1,0.9971769452095032,0.9837582111358643,0.9970243573188782,-4.104422407759649,0,1373.3072119008177,41283.34424006916
42,10,950001,5,uav_U1,0.9974527955055237,0.9858797788619995,0.9974126815795898,-3.783495827627545,0,256.68083299190283,6749.082832158957
42,10,950001,6,uav_U1,0.9974914193153381,0.987554669380188,0.9971460700035095,-5.396369324688219,0,1749.351588191689,27990.622763157462
42,10,950001,7,uav_U1,0.9980452060699463,0.9852916598320007,0.9976907968521118,0.9556798854699813,1,890.9019494484128,27513.779470310514
42,10,950001,8,uav_U1,0.9976927042007446,0.9840988516807556,0.9976140260696411,0.9782715983611328,1,618.6612593208704,21468.26914059305
42,10,950001,9,uav_U1,0.9977471232414246,0.9879074096679688,0.9980389475822449,0.8622338170708594,1,494.1975404250926,7482.715550309141
42,10,950001,10,uav_U1,0.9977304935455322,0.981055736541748,0.997879147529602,-3.596888786032479,0,1435.7072389818577,27857.00212929256
42,10,950001,11,uav_U1,0.9974223971366882,0.9800000190734863,0.9984586238861084,0.6462888751951943,1,1473.3470582775337,30442.23955360853
42,10,950001,12,uav_U1,0.9967606067657471,0.9800000190734863,0.9988123178482056,-6.561954863142395,0,2424.932128824276,27144.85340851943
42,10,950001,13,uav_U1,0.9967268705368042,0.9800000190734863,0.9988641738891602,-6.306045864956354,0,4890.650296106948,37549.38846105517
42,10,950001,14,uav_U1,0.9970036745071411,0.9883464574813843,0.9958157539367676,-4.944751779386976,0,1298.1144089295237,16760.351087290084
42,10,950001,15,uav_U1,0.9978991746902466,0.9870800971984863,0.9973269701004028,1.1917361741520058,1,506.32566735310104,4652.009181606227
42,10,950001,16,uav_U1,0.9978675842285156,0.9800644516944885,0.9982156753540039,-3.7476843463002973,0,1780.314804442009,59809.115236001344
42,10,950001,17,uav_U1,0.9973258376121521,0.9862328767776489,0.9972283244132996,-3.598783545278188,0,394.4303782540337,8346.434315923934
42,10,950001,18,uav_U1,0.9968268871307373,0.9876309633255005,0.995903730392456,-4.428535693483634,0,2533.975484671694,41693.651935926435
42,10,950001,19,uav_U1,0.9973273277282715,0.9800000190734863,0.9984630942344666,-3.921209900147158,0,2707.2302467121995,60980.757706832235
42,10,950001,20,uav_U1,0.9968631267547607,0.9800000190734863,0.9988495111465454,-6.428937206803534,0,6294.010564982201,113799.79485807792
42,10,950001,21,uav_U1,0.9971853494644165,0.9800000190734863,0.9983687996864319,-7.50009154120854,0,2985.449674810567,85565.10740725037
42,10,950001,22,uav_U1,0.9976718425750732,0.9856386184692383,0.9964092373847961,0.7164316694221424,1,443.44769516488884,7808.301671782786
42,10,950001,23,uav_U1,0.9979358911514282,0.9858099818229675,0.9975371360778809,1.3445134243477308,1,267.74524729130053,6356.065077665273
42,10,950001,24,uav_U1,0.9980334043502808,0.9873164892196655,0.9971029162406921,1.1520981761463533,1,508.15066268926535,16434.164159140935
42,10,950001,25,uav_U1,0.9979361295700073,0.9800000190734863,0.9985730648040771,-7.0475528797507625,0,2910.3751849556566,89333.23587819621
42,10,950001,26,uav_U1,0.9974119663238525,0.9864141941070557,0.9966598749160767,-3.73632424046862,0,2153.517370558793,66681.87273307193
42,10,950001,27,uav_U1,0.9980413317680359,0.9887314438819885,0.9981185793876648,1.3659598084490365,1,215.92431541405605,2721.814673871337
42,10,950001,28,uav_U1,0.9972279071807861,0.9880765676498413,0.997178316116333,-4.719630801674276,0,1808.9245415244095,61528.587905546345
42,10,950001,29,uav_U1,0.9970236420631409,0.9878289699554443,0.9968452453613281,0.5783055876820395,1,1298.5383838155133,29107.074511492632
42,10,950001,30,uav_U1,0.9980051517486572,0.9833111763000488,0.9979469180107117,-5.352006329082621,0,1180.692636955899,29959.178721836262
42,10,950001,31,uav_U1,0.9977442026138306,0.9879323244094849,0.9967928528785706,0.8927228687958737,1,730.4438278906566,11937.047870066932
42,10,950001,32,uav_U1,0.9974715709686279,0.9878025054931641,0.9973506927490234,0.832568680976373,1,1015.0216032038612,6280.255245392509
42,10,950001,33,uav_U1,0.9974972009658813,0.9808151721954346,0.9980416297912598,0.9325028316749442,1,780.7498631752197,17699.0057341556
42,10,950001,34,uav_U1,0.9970260858535767,0.9865442514419556,0.9948755502700806,-6.109280943732111,0,1281.2621240795197,17457.238015593386
42,10,950001,35,uav_U1,0.9968211650848389,0.9800000190734863,0.9981541037559509,-7.500093020233816,0,5969.935273248324,35193.02399580555
42,10,950001,36,uav_U1,0.9973700046539307,0.9800000190734863,0.997999370098114,-4.071882119657749,0,2024.4661978671754,54436.8742031171
42,10,950001,37,uav_U1,0.9977575540542603,0.989098310470581,0.9971135854721069,0.7286502190671136,1,487.43516953959016,15356.34732813553
42,10,950001,38,uav_U1,0.9970645904541016,0.9800000190734863,0.9985859394073486,-7.066082094163862,0,2735.028142897537,41530.191028255416
42,10,950001,39,uav_U1,0.9965808987617493,0.9800000190734863,0.9985831379890442,-5.911245732105963,0,4141.140258569748,33180.30900051397
42,10,950001,40,uav_U1,0.9977466464042664,0.9868781566619873,0.9971362948417664,1.4965415877520576,1,34.5383437070763,1379.9769570754092
42,10,950001,41,uav_U1,0.9972932934761047,0.9882652759552002,0.9974318146705627,0.5024984627752795,1,1484.1461110591997,46219.6381819655
42,10,950001,42,uav_U1,0.9967595338821411,0.9816833734512329,0.997974693775177,-3.6438853792924104,0,1927.2918508253545,19468.159466881723
42,10,950001,43,uav_U1,0.9974216818809509,0.9890285730361938,0.995937705039978,1.2936112432154667,1,404.9612098071662,9409.772200613643
42,10,950001,44,uav_U1,0.9966511726379395,0.9800000190734863,0.998281717300415,-7.008843584108992,0,7060.705975574755,270253.8430835911
42,10,950001,45,uav_U1,0.9975478649139404,0.988061785697937,0.9972784519195557,-3.527274914183665,0,1702.042349133645,28748.49207073975
42,10,950001,46,uav_U1,0.9975351691246033,0.984500527381897,0.9961476922035217,1.3742861800239312,1,246.59598146412358,5016.514469551955
42,10,950001,47,uav_U1,0.9973373413085938,0.9879286289215088,0.9952307343482971,1.0678993918802127,1,434.1688228542223,7248.544360158413
42,10,950001,48,uav_U1,0.9969589114189148,0.9852685928344727,0.9974201917648315,-7.5000920060425535,0,1307.4088580534342,15571.533448952852
42,10,950001,49,uav_U1,0.9977467060089111,0.9881241321563721,0.9959548711776733,-5.908700596347716,0,722.6249822370091,8071.728044504747
42,10,950001,50,uav_U1,0.997817873954773,0.9862586259841919,0.9976394176483154,0.5025838458861029,1,943.468217666722,9148.643319462288
42,10,950001,51,uav_U1,0.9974383115768433,0.9856784343719482,0.9976843595504761,-3.834597548384576,0,922.1427258096022,5459.649382771159
42,10,950001,52,uav_U1,0.9978747367858887,0.9864009022712708,0.9968737363815308,1.371373523228844,1,230.077199433201,5834.1768307106795
42,10,950001,53,uav_U1,0.9975829124450684,0.9886776208877563,0.9963301420211792,-4.034878258487982,0,1456.5124413261583,32237.272349687762
42,10,950001,54,uav_U1,0.9974765777587891,0.9891357421875,0.9974195957183838,-3.511092274422727,0,575.2589219379702,4857.68833950206
42,10,950001,55,uav_U1,0.9976070523262024,0.9800000190734863,0.9981169700622559,-4.054644890029291,0,1203.224123209207,25995.560598148702
42,10,950001,56,uav_U1,0.9972470998764038,0.9800000190734863,0.9985402822494507,-7.498817178417258,0,7013.211466271485,88241.22336286413
42,10,950001,57,uav_U1,0.9965713024139404,0.9800000190734863,0.9982088804244995,-4.74128465018881,0,1703.306603902855,25799.85965167638
42,10,950001,58,uav_U1,0.9979574680328369,0.9879903197288513,0.9964048862457275,1.1390415862592405,1,493.30446850208125,8394.09413180745
42,10,950001,59,uav_U1,0.9981156587600708,0.9872190952301025,0.9975159168243408,1.2826949484723151,1,395.762687293521,11209.990570103977
42,10,950001,60,uav_U1,0.9969691634178162,0.9800000190734863,0.9981493949890137,-4.913251723716294,0,2654.476232811333,75594.40725812566
42,10,950001,61,uav_U1,0.9979730844497681,0.986649215221405,0.9973089694976807,1.3279727090627444,1,93.53289181815914,2019.084098180835
42,10,950001,62,uav_U1,0.9973808526992798,0.9800000190734863,0.9986704587936401,-7.500092141972606,0,3292.2825783012345,37814.53793386347
42,10,950001,63,uav_U1,0.9975160956382751,0.9887812733650208,0.9971531629562378,0.7068316124245397,1,1125.3750043331545,11599.040382838537
42,10,950001,64,uav_U1,0.997869074344635,0.985088586807251,0.9969682097434998,0.7947045073932839,1,377.9891632702757,6874.4554510913595
42,10,950001,65,uav_U1,0.9972752332687378,0.9853566884994507,0.9953631162643433,0.5375903666206625,1,773.7037080670027,22746.148788356095
42,10,950001,66,uav_U1,0.9972816705703735,0.9862163066864014,0.9981018900871277,-6.012944726186426,0,2437.9191015184633,14295.266971634108
42,10,950001,67,uav_U1,0.9974185228347778,0.9834243059158325,0.9981492757797241,0.864069176365523,1,1165.4928900242746,21320.121950999986
42,10,950001,68,uav_U1,0.9962856769561768,0.9800000190734863,0.9983799457550049,-3.5204293710661054,0,1784.5706983997131,27689.401720092672
42,10,950001,69,uav_U1,0.9974665641784668,0.9877413511276245,0.9963212013244629,-4.203097289305899,0,1493.5354664026074,16283.393450416388
42,10,950001,70,uav_U1,0.9973857402801514,0.9800000190734863,0.998541533946991,-4.083663634804104,0,2140.98927008357,44358.47787280929
42,10,950001,71,uav_U1,0.9971115589141846,0.9872242212295532,0.9934763312339783,-7.50009143301053,0,4853.644292329498,190497.6511351698
42,10,950001,72,uav_U1,0.996225118637085,0.9800000190734863,0.9980543851852417,-5.8593615780549975,0,3150.9953719326886,72336.74600384626
42,10,950001,73,uav_U1,0.9979175329208374,0.9873653650283813,0.9959600567817688,0.9184870475150195,1,29.075418254334036,729.1509139470502
42,10,950001,74,uav_U1,0.9979177713394165,0.9883595705032349,0.997087299823761,1.3106311367068495,1,178.8668956360292,4489.191994292346
42,10,950001,75,uav_U1,0.9972801208496094,0.9850759506225586,0.997455894947052,1.045460568330281,1,411.729445116298,6097.662283107285
42,10,950001,76,uav_U1,0.9977207779884338,0.9800000190734863,0.998245358467102,-4.552584878465165,0,1898.556097302511,38513.71719295288
42,10,950001,77,uav_U1,0.9975001811981201,0.9804807901382446,0.9985302686691284,-7.486433249659756,0,1181.7629004686255,18499.322498872058
42,10,950001,78,uav_U1,0.9978559017181396,0.9866191148757935,0.9972731471061707,1.157374425951516,1,353.83735011521213,7302.702435648041
42,10,950001,79,uav_U1,0.9976280927658081,0.9886069893836975,0.9971519708633423,1.2647425741561278,1,451.98816821681226,7711.017584165462
42,10,950001,80,uav_U1,0.9976511001586914,0.9888846278190613,0.995063066482544,0.7400809711356116,1,398.9093105941484,8886.60818725206
42,10,950001,81,uav_U1,0.9968011379241943,0.9804394841194153,0.9982606768608093,-7.500091602935296,0,1672.2811966741838,36328.25109339058
42,10,950001,82,uav_U1,0.9976325631141663,0.9869499206542969,0.9973350167274475,-4.042450799955075,0,421.06403199570826,9635.523489485362
42,10,950001,83,uav_U1,0.9978097677230835,0.9800000190734863,0.9977999925613403,-4.035040498933804,0,1398.338222232281,28176.94684139891
42,10,950001,84,uav_U1,0.9975522756576538,0.9868355989456177,0.99619460105896,0.725097087853857,1,623.7230344105539,16186.666810645254
42,10,950001,85,uav_U1,0.9970241785049438,0.9833569526672363,0.9976122379302979,-5.375245549118185,0,1247.8167840790427,24822.666388701615
42,10,950001,86,uav_U1,0.9981492757797241,0.9847119450569153,0.9957096576690674,-3.5047546431175274,0,1209.614273945517,48234.53501569529
42,10,950001,87,uav_U1,0.9979785680770874,0.9897840619087219,0.9953967928886414,-3.5299749624376524,0,2027.8404165495037,91119.80729735289
42,10,950001,88,uav_U1,0.9980825185775757,0.9872403740882874,0.9975334405899048,1.3955495691725137,1,138.79699418867017,3332.5706033240294
42,10,950001,89,uav_U1,0.9980143904685974,0.9842404723167419,0.9978286623954773,0.9652972640497044,1,443.72711575376235,11564.90536818156
42,10,950001,90,uav_U1,0.9979522228240967,0.9859296083450317,0.9974721074104309,1.2540098899734908,1,318.19231179252415,5599.170873964121
42,10,950001,91,uav_U1,0.9969761371612549,0.9800000190734863,0.9979571104049683,0.5023644109760375,1,1933.2402538450092,46366.72079520045
42,10,950001,92,uav_U1,0.9975329637527466,0.9800000190734863,0.9988453984260559,-7.062973734125047,0,7601.758415567405,36523.41894242326
42,10,950001,93,uav_U1,0.9976128339767456,0.985932469367981,0.9977524876594543,1.353120962396904,1,233.39147399070882,3540.958745869984
42,10,950001,94,uav_U1,0.9976907968521118,0.9859904050827026,0.9958539009094238,-5.094260255311275,0,2064.9582863642395,79623.46021249908
42,10,950001,95,uav_U1,0.9976862668991089,0.9854637384414673,0.9961657524108887,0.9939289098370472,1,917.340823855911,30785.228716109716
42,10,950001,96,uav_U1,0.997922420501709,0.9863382577896118,0.9945664405822754,-4.272605713643887,0,1263.8025481495883,45612.78690698436
42,10,950001,97,uav_U1,0.9969819784164429,0.9800000190734863,0.9982872009277344,-5.71152842200624,0,3455.505650456194,45515.95741924408
42,10,950001,98,uav_U1,0.996889591217041,0.9800000190734863,0.9976966977119446,-4.776285981992459,0,3655.5685142221773,148695.47662930712
42,10,950001,99,uav_U1,0.9980283379554749,0.9870931506156921,0.9976202249526978,0.801398943197088,1,278.7051593219107,4912.972122197772
