training_seed,saved_episode,test_seed,method,reward,success_rate,mean_latency_ms,mean_energy_mJ
44,10,950042,CA-MADDPG-V2.2 Seed 44,-214.82149980681146,0.5,1705.3234329808536,37974.34587553667
44,10,950043,CA-MADDPG-V2.2 Seed 44,-169.5978899226871,0.55,1642.9799288108652,35350.20649295597
44,10,950044,CA-MADDPG-V2.2 Seed 44,-180.1443668744787,0.54,1453.1894421390473,32097.890312943957
44,10,950045,CA-MADDPG-V2.2 Seed 44,-220.35449307039505,0.48,1633.6064994160288,40510.0238940067
44,10,950046,CA-MADDPG-V2.2 Seed 44,-224.96641481011312,0.48,1669.0173959163947,37854.11990997457
44,10,950047,CA-MADDPG-V2.2 Seed 44,-248.22407038334197,0.44,1553.7648922544508,28121.27854635539
44,10,950048,CA-MADDPG-V2.2 Seed 44,-260.61881458866503,0.45,2056.326481819202,48532.635791431174
44,10,950049,CA-MADDPG-V2.2 Seed 44,-243.1403397828544,0.43,1896.9101930476475,39984.770863134756
44,10,950050,CA-MADDPG-V2.2 Seed 44,-263.29761397371374,0.44,2151.179617440598,49777.373366854845
44,10,950051,CA-MADDPG-V2.2 Seed 44,-265.6697844766557,0.44,2047.3513768221892,43637.38338862658
44,10,950052,CA-MADDPG-V2.2 Seed 44,-202.16353321598382,0.55,1557.1490080542394,32902.68446842779
44,10,950053,CA-MADDPG-V2.2 Seed 44,-267.10245602559655,0.45,1967.5767450962364,51422.22411034049
44,10,950054,CA-MADDPG-V2.2 Seed 44,-228.0316385634034,0.49,1820.8343911452941,36412.44932885229
44,10,950055,CA-MADDPG-V2.2 Seed 44,-242.49854632635837,0.46,1752.9388684911514,43073.29198409734
44,10,950056,CA-MADDPG-V2.2 Seed 44,-227.82663631090847,0.48,1730.218204312709,38638.70690898018
44,10,950057,CA-MADDPG-V2.2 Seed 44,-179.651434507483,0.58,1606.2216269531327,35912.39853678244
44,10,950058,CA-MADDPG-V2.2 Seed 44,-276.8589747412035,0.44,2068.291639479712,53160.669990075585
44,10,950059,CA-MADDPG-V2.2 Seed 44,-198.68154685820724,0.52,1827.1584308692275,38084.073799575024
44,10,950060,CA-MADDPG-V2.2 Seed 44,-202.4005989470262,0.53,1679.5622296728884,35981.86458338555
44,10,950061,CA-MADDPG-V2.2 Seed 44,-217.8911496583185,0.5,1764.0081063215098,41886.81135510863
44,10,950062,CA-MADDPG-V2.2 Seed 44,-197.90223372930686,0.52,1556.8506941987673,35174.00301115787
44,10,950063,CA-MADDPG-V2.2 Seed 44,-281.2157665219038,0.41,2180.6356894044407,57226.037043135686
44,10,950064,CA-MADDPG-V2.2 Seed 44,-239.11387324012372,0.47,1722.7268852781917,38505.326754849
44,10,950065,CA-MADDPG-V2.2 Seed 44,-227.47978409958858,0.47,1608.1377058602613,34691.573455305464
44,10,950066,CA-MADDPG-V2.2 Seed 44,-197.7904201430907,0.51,1646.760624664059,38861.374588178034
44,10,950067,CA-MADDPG-V2.2 Seed 44,-252.37660447434848,0.45,1905.9151084048883,40854.63661887308
44,10,950068,CA-MADDPG-V2.2 Seed 44,-266.9530570722889,0.41,2348.6037991110334,54562.35796844248
44,10,950069,CA-MADDPG-V2.2 Seed 44,-167.7097273250762,0.56,1532.3559614203941,35666.68373708297
44,10,950070,CA-MADDPG-V2.2 Seed 44,-216.98261133151945,0.49,1718.6195981614928,36769.762408079885
44,10,950071,CA-MADDPG-V2.2 Seed 44,-137.5506996278537,0.6,1314.7499704592308,28312.001959155135
44,10,950072,CA-MADDPG-V2.2 Seed 44,-220.49020189035497,0.5,1818.6147824488098,42473.512297635
44,10,950073,CA-MADDPG-V2.2 Seed 44,-226.38224310157983,0.47,1853.4243269254187,36294.05746563777
44,10,950074,CA-MADDPG-V2.2 Seed 44,-153.9005571651837,0.61,1517.0490555681906,33312.49969432353
44,10,950075,CA-MADDPG-V2.2 Seed 44,-183.12746964391866,0.56,1527.2784498227927,35080.483272043326
44,10,950076,CA-MADDPG-V2.2 Seed 44,-210.88066813592982,0.49,1483.0683486378093,32191.666802862856
44,10,950077,CA-MADDPG-V2.2 Seed 44,-196.92677138345934,0.52,1633.5494632408327,37876.54830442238
44,10,950078,CA-MADDPG-V2.2 Seed 44,-248.96650174973752,0.45,1806.4538165080878,41796.51773409981
44,10,950079,CA-MADDPG-V2.2 Seed 44,-196.7897536495961,0.49,1370.5289298112627,28330.233880425392
44,10,950080,CA-MADDPG-V2.2 Seed 44,-284.1585972194112,0.42,1970.3932529596952,51539.39871134921
44,10,950081,CA-MADDPG-V2.2 Seed 44,-232.53502753129231,0.47,1706.3890711212616,40561.89593565999
44,10,950082,CA-MADDPG-V2.2 Seed 44,-148.259462337545,0.59,1522.0557122448374,33363.402817726856
44,10,950083,CA-MADDPG-V2.2 Seed 44,-243.5937364408887,0.46,1570.487141897615,34962.31289559368
44,10,950084,CA-MADDPG-V2.2 Seed 44,-184.99745846722107,0.52,1712.4487471282953,40322.86452898655
44,10,950085,CA-MADDPG-V2.2 Seed 44,-192.35442185066702,0.5,1518.5737552910527,34109.44472802215
44,10,950086,CA-MADDPG-V2.2 Seed 44,-185.86037873009715,0.51,1471.000207828586,34448.36373320341
44,10,950087,CA-MADDPG-V2.2 Seed 44,-201.4582992269011,0.52,1615.9069698041012,36666.38400264825
44,10,950088,CA-MADDPG-V2.2 Seed 44,-258.0069661079342,0.44,1732.833921795793,39117.94199515145
44,10,950089,CA-MADDPG-V2.2 Seed 44,-144.375380515638,0.61,1448.227891144267,34388.90447265061
44,10,950090,CA-MADDPG-V2.2 Seed 44,-240.0783082502888,0.44,2113.5192688746306,48829.12530207691
44,10,950091,CA-MADDPG-V2.2 Seed 44,-257.89324467559845,0.42,1730.5425735669303,40484.527583624746
44,10,950092,CA-MADDPG-V2.2 Seed 44,-211.31555206735413,0.5,1624.9218427965511,39609.896566871335
44,10,950093,CA-MADDPG-V2.2 Seed 44,-226.86838872201474,0.5,1772.0305163384835,40606.397455398466
44,10,950094,CA-MADDPG-V2.2 Seed 44,-197.76930275004986,0.5,1516.3077446020463,34882.50081330885
44,10,950095,CA-MADDPG-V2.2 Seed 44,-256.37324782243326,0.41,1537.3848953129047,34274.280194253966
44,10,950096,CA-MADDPG-V2.2 Seed 44,-272.0116879726954,0.41,1664.597715828885,29393.57279912223
44,10,950097,CA-MADDPG-V2.2 Seed 44,-257.15535124135573,0.42,2270.8836533689,52526.044656686514
44,10,950098,CA-MADDPG-V2.2 Seed 44,-195.17973146946943,0.54,1598.877719818398,34337.7377122005
44,10,950099,CA-MADDPG-V2.2 Seed 44,-227.7755529702032,0.48,1851.962733206113,39168.672030205096
