training_seed,dominant_agent,dominant_agent_share_percent,unique_agents_selected,mean_selected_cpu,mean_selected_bandwidth,minimum_selected_cpu,minimum_selected_bandwidth
42,uav_U1,100.0,1,0.9973878399133682,0.983641793191433,0.9800000190734863,0.9800000190734863
43,uav_U3,51.85,3,0.9944207558870316,0.9800000190734863,0.9800000190734863,0.9800000190734863
44,uav_U1,100.0,1,0.9800000190734863,0.9800765308439732,0.9800000190734863,0.9800000190734863
