method,mean_selection_entropy_normalised,mean_selection_gap,mean_selected_cpu,mean_selected_bandwidth,unique_agents_selected,largest_agent_share_percent
CA-MADDPG-V2 Seed 42 best,0.010239929544074435,0.995758434009552,0.997387772333622,0.9799408837020397,1,100.0
