method,saved_episode,test_seed,step,selected_agent,selected_cpu_fraction,selected_bandwidth_fraction,selection_entropy_normalised,selection_gap,reward,success,latency_ms,energy_mJ
CA-MADDPG-V2 Seed 42 best,10,950005,18,uav_U1,0.9973337054252625,0.9890914559364319,0.013002120655508868,0.9943246841430664,-4.064546490206545,0,1722.463051939819,8274.46159830988
CA-MADDPG-V2 Seed 42 best,10,950005,19,uav_U1,0.9971119165420532,0.9888383150100708,0.02018345775926696,0.9900963306427002,0.9056279931906768,1,799.9015466585797,24612.615163411996
CA-MADDPG-V2 Seed 42 best,10,950005,20,uav_U1,0.9979782104492188,0.9879153966903687,0.013157772174091075,0.9942862391471863,1.346289716437914,1,113.06329472591129,3594.371121531075
CA-MADDPG-V2 Seed 42 best,10,950005,21,uav_U1,0.997512936592102,0.9799187183380127,0.00845787127408507,0.9967790246009827,-7.500091525928006,0,3380.2291193514466,129546.37611312726
CA-MADDPG-V2 Seed 42 best,10,950005,22,uav_U1,0.9976257085800171,0.9891324043273926,0.015035369630547607,0.9929444193840027,1.4426827757116043,1,97.79809511751628,1614.7732988670998
CA-MADDPG-V2 Seed 42 best,10,950005,23,uav_U1,0.9978134036064148,0.9893757104873657,0.011960244405891626,0.9949856996536255,0.8418067508113414,1,1239.2054750655448,48118.58706705049
CA-MADDPG-V2 Seed 42 best,10,950005,24,uav_U1,0.99754798412323,0.9843882322311401,0.010429688801613731,0.9955446720123291,0.7637225998877886,1,1465.745709983412,32695.629686124645
CA-MADDPG-V2 Seed 42 best,10,950005,25,uav_U1,0.9976428747177124,0.9882078170776367,0.0152133696380931,0.9929863214492798,0.8267465785469634,1,1296.5097286613757,46445.199241559174
CA-MADDPG-V2 Seed 42 best,10,950005,26,uav_U1,0.9961534738540649,0.9825671911239624,0.009081040368224894,0.9966039061546326,-6.514013132530531,0,5555.2677936630635,159002.65259335077
CA-MADDPG-V2 Seed 42 best,10,950005,27,uav_U1,0.9981118440628052,0.9871636629104614,0.012740833353824638,0.9943530559539795,-7.500275281435427,0,1577.762580782087,39533.62879784723
CA-MADDPG-V2 Seed 42 best,10,950005,28,uav_U1,0.9978727102279663,0.9882231950759888,0.020471963347705006,0.9895386695861816,1.25175263091622,1,444.44685644865524,13066.589745498586
CA-MADDPG-V2 Seed 42 best,10,950005,29,uav_U1,0.9976285696029663,0.9849683046340942,0.01242918328289741,0.9947878122329712,-3.6633382696694285,0,1523.8531760587114,53951.28713337925
CA-MADDPG-V2 Seed 42 best,10,950005,30,uav_U1,0.9974311590194702,0.9740427732467651,0.007247870513837084,0.9972006678581238,-7.500274724115356,0,4578.402339008908,146500.07524645707
CA-MADDPG-V2 Seed 42 best,10,950005,31,uav_U1,0.9979937076568604,0.9833474159240723,0.0072981523894290745,0.9973198771476746,0.6256619755491024,1,1589.3798060658098,45923.55924903351
CA-MADDPG-V2 Seed 42 best,10,950005,32,uav_U1,0.9974483251571655,0.9869802594184875,0.012041272340357782,0.994857132434845,1.2593237473472507,1,422.947575612007,9034.396971292459
CA-MADDPG-V2 Seed 42 best,10,950005,33,uav_U1,0.9978920221328735,0.9812765121459961,0.00901022849294422,0.9963021874427795,-4.635338103749888,0,1671.8978227614716,33925.95154478065
CA-MADDPG-V2 Seed 42 best,10,950005,34,uav_U1,0.9976138472557068,0.9872870445251465,0.014342619053558903,0.9933833479881287,0.9629782769140685,1,821.5029230420797,18176.26269402347
CA-MADDPG-V2 Seed 42 best,10,950005,35,uav_U1,0.9974665641784668,0.9826115369796753,0.007017152113931316,0.9974216222763062,-7.500091779487942,0,1454.8374279554348,28866.350160440623
CA-MADDPG-V2 Seed 42 best,10,950005,36,uav_U1,0.9977490901947021,0.9885310530662537,0.008853308561914248,0.996509850025177,0.5500989622672852,1,1017.2448044786821,6979.157914669716
CA-MADDPG-V2 Seed 42 best,10,950005,37,uav_U1,0.9969066977500916,0.979422926902771,0.012536919065179538,0.9943785667419434,-7.337890874825016,0,7038.9982625955345,287819.94663908106
CA-MADDPG-V2 Seed 42 best,10,950005,38,uav_U1,0.9979376792907715,0.9852821230888367,0.010432413299779595,0.9958163499832153,1.4249377093804751,1,128.19921279782685,2251.6405420313877
CA-MADDPG-V2 Seed 42 best,10,950005,39,uav_U1,0.9976961016654968,0.9866033792495728,0.013357579492074625,0.9940454959869385,0.575311308566308,1,917.2000043610279,15948.296299777356
CA-MADDPG-V2 Seed 42 best,10,950005,40,uav_U1,0.9980560541152954,0.9879348874092102,0.009418459920616427,0.9963176846504211,1.0550512160657533,1,511.5854783348126,10386.001957370925
CA-MADDPG-V2 Seed 42 best,10,950005,41,uav_U1,0.9971780776977539,0.9894353151321411,0.015889480391069976,0.9930503964424133,-3.7458216399836903,0,453.44568941668444,8313.7995038621
CA-MADDPG-V2 Seed 42 best,10,950005,42,uav_U1,0.9977357983589172,0.9883036613464355,0.015487204353984792,0.9926853179931641,1.083673359538071,1,618.9410486792023,11202.623662518768
CA-MADDPG-V2 Seed 42 best,10,950005,43,uav_U1,0.9973947405815125,0.979231595993042,0.007191253856434854,0.9972944259643555,-6.73199693384155,0,3673.293703723931,71589.4882508743
CA-MADDPG-V2 Seed 42 best,10,950005,44,uav_U1,0.9970866441726685,0.9869083166122437,0.017579235509463175,0.9916324019432068,-7.5002742507913895,0,5363.708326242242,219629.42036774376
CA-MADDPG-V2 Seed 42 best,10,950005,45,uav_U1,0.9974501132965088,0.9886985421180725,0.01644501753935015,0.99184650182724,-3.7698195467721334,0,2020.136186217114,19189.495945306244
CA-MADDPG-V2 Seed 42 best,10,950005,46,uav_U1,0.9973889589309692,0.9781835079193115,0.00789627761815411,0.9968695640563965,-5.690847305838501,0,2383.494445569979,53155.97836020436
CA-MADDPG-V2 Seed 42 best,10,950005,47,uav_U1,0.9979645013809204,0.9770907759666443,0.007362582564581924,0.9971212148666382,-3.7025975704949903,0,2252.2929534361224,34719.81823565324
CA-MADDPG-V2 Seed 42 best,10,950005,48,uav_U1,0.9973758459091187,0.9879144430160522,0.01579179807173481,0.9930515885353088,0.7052246696797109,1,1193.6151152370815,44784.44297104744
CA-MADDPG-V2 Seed 42 best,10,950005,49,uav_U1,0.9965048432350159,0.9745534658432007,0.006971813649352271,0.9973021149635315,-7.029733405718975,0,3922.669486225668,42904.831577401885
CA-MADDPG-V2 Seed 42 best,10,950005,50,uav_U1,0.997774064540863,0.986939549446106,0.018657606120795034,0.9909294843673706,1.0649685385891563,1,374.4830956282594,8676.096645498497
CA-MADDPG-V2 Seed 42 best,10,950005,51,uav_U1,0.9968641996383667,0.9826468229293823,0.009055402743411725,0.9964296817779541,-7.078993859310379,0,1359.9339722495442,28952.019295988168
CA-MADDPG-V2 Seed 42 best,10,950005,52,uav_U1,0.9979926347732544,0.9885368347167969,0.00974626283577643,0.996247410774231,1.1146785273738258,1,263.49709766346945,5473.301755706122
CA-MADDPG-V2 Seed 42 best,10,950005,53,uav_U1,0.9965924024581909,0.9636704921722412,0.004614025413503347,0.998511791229248,-7.500275379638748,0,8589.266826892765,122738.70753995248
CA-MADDPG-V2 Seed 42 best,10,950005,54,uav_U1,0.9976736307144165,0.9801949858665466,0.00900727749255554,0.996382474899292,-4.926211513070785,0,1530.881599670072,37624.98470282544
CA-MADDPG-V2 Seed 42 best,10,950005,55,uav_U1,0.9975075721740723,0.9872990846633911,0.016748485217478175,0.9918952584266663,-6.072723351027909,0,2079.271585343893,40148.10716903687
CA-MADDPG-V2 Seed 42 best,10,950005,56,uav_U1,0.9982404708862305,0.9863355755805969,0.00963567797910589,0.996069073677063,1.0768955638322684,1,518.6131182570767,7914.376083559794
CA-MADDPG-V2 Seed 42 best,10,950005,57,uav_U1,0.9977115392684937,0.9894117116928101,0.012560493901892067,0.9944856762886047,-4.3857850755331995,0,1380.326567602596,7253.051376374686
CA-MADDPG-V2 Seed 42 best,10,950005,58,uav_U1,0.9974678754806519,0.9882395267486572,0.017507562116799297,0.9913772344589233,1.0129921766457255,1,913.9413033602053,15032.519739659314
CA-MADDPG-V2 Seed 42 best,10,950005,59,uav_U1,0.9979289770126343,0.986196756362915,0.014917955731859184,0.9932777881622314,1.1497499343525723,1,392.1774766196892,14959.501781251762
CA-MADDPG-V2 Seed 42 best,10,950005,60,uav_U1,0.9969493746757507,0.9662885665893555,0.009683381774040335,0.995827317237854,-7.500091462602142,0,11032.102300490627,364165.0703040554
CA-MADDPG-V2 Seed 42 best,10,950005,61,uav_U1,0.9978946447372437,0.985336184501648,0.012721532937631239,0.9944259524345398,-5.747145687679257,0,1269.5980676526665,25163.253626944483
CA-MADDPG-V2 Seed 42 best,10,950005,62,uav_U1,0.9978591203689575,0.9780148267745972,0.006283185008350552,0.99779212474823,-7.500092116229219,0,4453.681917521408,58883.25293934113
CA-MADDPG-V2 Seed 42 best,10,950005,63,uav_U1,0.9980446100234985,0.9763936400413513,0.008708807424186638,0.9966496825218201,-3.571841699622175,0,1806.9703219921175,44279.05200607055
CA-MADDPG-V2 Seed 42 best,10,950005,64,uav_U1,0.9971718192100525,0.9893498420715332,0.012172393668209085,0.9951373338699341,1.138952444645667,1,486.20679446822373,4052.350988305465
CA-MADDPG-V2 Seed 42 best,10,950005,65,uav_U1,0.9977391958236694,0.9884471893310547,0.011871203146356868,0.9949290752410889,1.2415536665913636,1,228.90165847253064,2168.8288749276403
CA-MADDPG-V2 Seed 42 best,10,950005,66,uav_U1,0.9977551698684692,0.9872256517410278,0.012426696612065502,0.9945985078811646,0.9491894020653675,1,820.5709318159235,16491.490836770176
CA-MADDPG-V2 Seed 42 best,10,950005,67,uav_U1,0.9977551102638245,0.9818949103355408,0.0120011280571098,0.994655191898346,-3.6926517648780433,0,2013.0415658873137,68768.91191318957
CA-MADDPG-V2 Seed 42 best,10,950005,68,uav_U1,0.9982091188430786,0.9867641925811768,0.013812849768870013,0.9937521815299988,1.3938535446376903,1,117.61467325605528,3332.3951766330106
CA-MADDPG-V2 Seed 42 best,10,950005,69,uav_U1,0.9972736239433289,0.9714009761810303,0.006469903329133161,0.9976846575737,-4.567983944980746,0,3312.763268286125,60571.3496390845
CA-MADDPG-V2 Seed 42 best,10,950005,70,uav_U1,0.9976943731307983,0.9879692792892456,0.017116525443584815,0.9916402101516724,-6.945545602011217,0,1324.7451053112713,14055.963842194004
CA-MADDPG-V2 Seed 42 best,10,950005,71,uav_U1,0.9975365400314331,0.9868710041046143,0.012919057436783414,0.9946603178977966,-6.890351944325761,0,1966.836661648434,74300.34778533845
CA-MADDPG-V2 Seed 42 best,10,950005,72,uav_U1,0.997217059135437,0.9889686107635498,0.015276765992386098,0.9935576319694519,-4.699979267124246,0,1885.3037478526205,49423.8901687025
CA-MADDPG-V2 Seed 42 best,10,950005,73,uav_U1,0.998022198677063,0.9875014424324036,0.010337720000849083,0.9959368109703064,1.071777811094294,1,706.8434618787682,19835.01306802621
CA-MADDPG-V2 Seed 42 best,10,950005,74,uav_U1,0.9979289770126343,0.9860866069793701,0.01313515592714296,0.9941515922546387,1.1502064431676486,1,483.98733179344845,12120.884681695543
CA-MADDPG-V2 Seed 42 best,10,950005,75,uav_U1,0.997792661190033,0.9811051487922668,0.00834389373769136,0.9966678619384766,0.5612720184674165,1,1257.7722613595881,18559.052511746897
CA-MADDPG-V2 Seed 42 best,10,950005,76,uav_U1,0.9977774620056152,0.9902111291885376,0.011915934908553371,0.9953194856643677,-4.593967885278913,0,956.9013024184845,13861.303641101988
CA-MADDPG-V2 Seed 42 best,10,950005,77,uav_U1,0.9978605508804321,0.9888949990272522,0.012816986636881201,0.9945309162139893,-6.009045063641917,0,1277.258827763834,11231.35468629264
CA-MADDPG-V2 Seed 42 best,10,950005,78,uav_U1,0.9975826740264893,0.9812530875205994,0.008551918232744047,0.99686598777771,-4.057328682870635,0,1100.9664585182716,20720.16162896497
CA-MADDPG-V2 Seed 42 best,10,950005,79,uav_U1,0.9977153539657593,0.9876863360404968,0.017000420404169662,0.9915876984596252,-4.215146171959906,0,833.5164597675464,19039.992908614462
CA-MADDPG-V2 Seed 42 best,10,950005,80,uav_U1,0.9977052211761475,0.9879622459411621,0.011787249288533844,0.9951326251029968,-4.194542205794286,0,1411.4770168471753,19958.129567999677
CA-MADDPG-V2 Seed 42 best,10,950005,81,uav_U1,0.9976317882537842,0.9884308576583862,0.01663014751329527,0.9924288988113403,-7.500091554843646,0,2805.6157587360326,99027.01495651544
CA-MADDPG-V2 Seed 42 best,10,950005,82,uav_U1,0.9977988004684448,0.987323522567749,0.012320281823104295,0.9949027299880981,1.436284842869165,1,78.12958644293597,1946.5201021916741
CA-MADDPG-V2 Seed 42 best,10,950005,83,uav_U1,0.9979722499847412,0.9855204820632935,0.015217600376040686,0.9929715394973755,1.22308987205941,1,503.80951066319847,14229.68259600926
CA-MADDPG-V2 Seed 42 best,10,950005,84,uav_U1,0.9972525835037231,0.9768772125244141,0.007583046076349726,0.9971630573272705,-7.074813837652515,0,3929.6864155756616,106786.31930008242
CA-MADDPG-V2 Seed 42 best,10,950005,85,uav_U1,0.9976238012313843,0.9868813753128052,0.014314269064627521,0.9934793710708618,0.824080746010017,1,636.6295680995577,15366.997708571791
CA-MADDPG-V2 Seed 42 best,10,950005,86,uav_U1,0.9975351691246033,0.9741966724395752,0.010441632749184691,0.995823860168457,-4.303830338595816,0,3021.2624547471282,104250.3194243079
CA-MADDPG-V2 Seed 42 best,10,950005,87,uav_U1,0.9978516101837158,0.9773229956626892,0.008510856615493662,0.9967847466468811,-5.278513651590894,0,2039.3616538811461,48101.98532281536
CA-MADDPG-V2 Seed 42 best,10,950005,88,uav_U1,0.997037947177887,0.9821801781654358,0.008334417855412576,0.9968746304512024,-7.500091624688799,0,2631.340083402367,55334.711276662114
CA-MADDPG-V2 Seed 42 best,10,950005,89,uav_U1,0.9977967739105225,0.9883430004119873,0.015297516831742027,0.9928460717201233,0.9363159168162649,1,1096.7504563907835,20039.11325210597
CA-MADDPG-V2 Seed 42 best,10,950005,90,uav_U1,0.9976515173912048,0.988182544708252,0.0114398369434336,0.9954550266265869,1.184582905440175,1,556.8644100831041,10369.234234552756
CA-MADDPG-V2 Seed 42 best,10,950005,91,uav_U1,0.9981310367584229,0.9816029071807861,0.01096770114934008,0.9954171776771545,-4.322688283880473,0,1704.127800722239,50972.65172814523
CA-MADDPG-V2 Seed 42 best,10,950005,92,uav_U1,0.9976214170455933,0.9799866080284119,0.009610864660596467,0.9961419701576233,-6.027494228967502,0,2790.175487118152,88355.98788676754
CA-MADDPG-V2 Seed 42 best,10,950005,93,uav_U1,0.9974173903465271,0.9880589246749878,0.023175909672595335,0.9879745841026306,0.9464132026427305,1,27.67910980410919,380.5974145399669
CA-MADDPG-V2 Seed 42 best,10,950005,94,uav_U1,0.9977705478668213,0.9840285778045654,0.006488641534452072,0.9977210164070129,0.844769281940849,1,1291.933574480534,18734.753233914733
CA-MADDPG-V2 Seed 42 best,10,950005,95,uav_U1,0.9976608753204346,0.9771398305892944,0.007603096376687947,0.9972144961357117,-5.196315562723711,0,3941.879288878542,98917.39664384595
CA-MADDPG-V2 Seed 42 best,10,950005,96,uav_U1,0.9978377819061279,0.9868611097335815,0.01554941318948103,0.9927663207054138,-3.6288552048176363,0,555.3515891668424,12000.10203206226
CA-MADDPG-V2 Seed 42 best,10,950005,97,uav_U1,0.997368335723877,0.9886425733566284,0.010673640593887486,0.9958837628364563,1.3301957268748408,1,222.83255199115226,4195.272190645818
CA-MADDPG-V2 Seed 42 best,10,950005,98,uav_U1,0.9970026016235352,0.9868306517601013,0.015788356855821035,0.9927781224250793,1.004040153736222,1,816.6932288143361,5204.369803237937
CA-MADDPG-V2 Seed 42 best,10,950005,99,uav_U1,0.9971859455108643,0.9730672240257263,0.009699160889605466,0.9960257411003113,-7.500091455451734,0,6886.949384242487,257827.21341390008
CA-MADDPG-V2 Seed 42 best,10,950006,0,uav_U1,0.9976681470870972,0.9899064302444458,0.028756301561653107,0.9845470786094666,-3.8761367355987897,0,1559.0592181523323,60613.197541081114
CA-MADDPG-V2 Seed 42 best,10,950006,1,uav_U1,0.9981249570846558,0.9877147078514099,0.011164892366650114,0.9954260587692261,0.9801507247033285,1,721.9428250337718,10402.236388870135
CA-MADDPG-V2 Seed 42 best,10,950006,2,uav_U1,0.9973305463790894,0.9807020425796509,0.008679452736109768,0.9967032670974731,0.6705024846372107,1,1609.8765163638623,29255.6040821865
CA-MADDPG-V2 Seed 42 best,10,950006,3,uav_U1,0.9977244138717651,0.9795849919319153,0.007833644090990093,0.9969073534011841,-4.754764203281007,0,2344.8588366977865,26047.320393196587
CA-MADDPG-V2 Seed 42 best,10,950006,4,uav_U1,0.997814416885376,0.9838873147964478,0.014139910889250295,0.9937839508056641,-7.500275307465373,0,952.3142982118608,22434.141454838267
CA-MADDPG-V2 Seed 42 best,10,950006,5,uav_U1,0.9970622062683105,0.9875482320785522,0.01530612391620901,0.9934396743774414,1.0872958469011464,1,813.2593728444467,19472.230399720465
CA-MADDPG-V2 Seed 42 best,10,950006,6,uav_U1,0.9975293874740601,0.9739150404930115,0.00947112249635751,0.9961734414100647,-4.362808245789244,0,3194.558522051848,56090.876818796474
CA-MADDPG-V2 Seed 42 best,10,950006,7,uav_U1,0.9971358776092529,0.9869018793106079,0.01844686036332252,0.9912257194519043,0.9542587092300527,1,927.0584240556474,14476.580535177716
CA-MADDPG-V2 Seed 42 best,10,950006,8,uav_U1,0.997799813747406,0.9808186292648315,0.008994834431157877,0.9966769218444824,-7.500091624174639,0,2270.6577652559,74964.01613820028
CA-MADDPG-V2 Seed 42 best,10,950006,9,uav_U1,0.9976731538772583,0.9862626791000366,0.016553494307475488,0.992810070514679,1.061449943512301,1,369.6205206182458,14369.991685292782
CA-MADDPG-V2 Seed 42 best,10,950006,10,uav_U1,0.9975457787513733,0.9863998889923096,0.011544037673166788,0.9953374266624451,0.9671580440061398,1,646.7583721765685,8437.721057656234
CA-MADDPG-V2 Seed 42 best,10,950006,11,uav_U1,0.9981100559234619,0.9874742031097412,0.011835285556373922,0.9952369928359985,1.297223007195909,1,250.51872488042648,4890.376048670373
CA-MADDPG-V2 Seed 42 best,10,950006,12,uav_U1,0.9974625706672668,0.9874487519264221,0.018918421812493903,0.9914911985397339,1.438661821094508,1,113.55117264419512,3333.8375373194567
CA-MADDPG-V2 Seed 42 best,10,950006,13,uav_U1,0.9981667399406433,0.9870697259902954,0.011241986442867873,0.995290219783783,1.3514063459981778,1,190.23087106230423,4404.367212939144
CA-MADDPG-V2 Seed 42 best,10,950006,14,uav_U1,0.9977731704711914,0.9863043427467346,0.013427739364528195,0.9942318201065063,1.1505488407372553,1,600.8981547227469,14184.79132673248
CA-MADDPG-V2 Seed 42 best,10,950006,15,uav_U1,0.9976799488067627,0.979573130607605,0.00893573919228884,0.9965073466300964,-7.500091593409575,0,3598.9775097195143,113547.92421581228
CA-MADDPG-V2 Seed 42 best,10,950006,16,uav_U1,0.9968593716621399,0.9847474098205566,0.01226287402579523,0.9951117634773254,-4.119145764830831,0,3131.2507207036488,72056.09249319903
CA-MADDPG-V2 Seed 42 best,10,950006,17,uav_U1,0.9976171255111694,0.9860352277755737,0.017225804676728126,0.9920952320098877,0.5259194715344284,1,924.3155696474178,38850.640462683674
CA-MADDPG-V2 Seed 42 best,10,950006,18,uav_U1,0.9977996349334717,0.9798121452331543,0.007404999959423161,0.9973034262657166,0.5514420331817558,1,1822.003356511461,34939.4209582701
CA-MADDPG-V2 Seed 42 best,10,950006,19,uav_U1,0.9967794418334961,0.9696879982948303,0.010710601711968403,0.9956340789794922,-7.500091376630499,0,6651.494389953094,269741.47211757035
CA-MADDPG-V2 Seed 42 best,10,950006,20,uav_U1,0.9974760413169861,0.9711534976959229,0.008864124851990191,0.9964821338653564,-6.224900878315536,0,5356.275866457681,201044.1470551688
CA-MADDPG-V2 Seed 42 best,10,950006,21,uav_U1,0.9979424476623535,0.9882380962371826,0.018253055354243576,0.9916882514953613,-4.746273619348224,0,2030.5485794082304,89390.27913637155
CA-MADDPG-V2 Seed 42 best,10,950006,22,uav_U1,0.9972717761993408,0.9809943437576294,0.007426419789272904,0.9973756074905396,-3.875837124762758,0,1652.2703051770532,36733.19921051243
CA-MADDPG-V2 Seed 42 best,10,950006,23,uav_U1,0.9982906579971313,0.9866514205932617,0.014733811042583315,0.9934777021408081,1.3436168825662622,1,268.50851830220387,7312.725245982467
CA-MADDPG-V2 Seed 42 best,10,950006,24,uav_U1,0.9974145889282227,0.9868074655532837,0.014703407972789413,0.9936765432357788,-4.305389757201293,0,1826.961699845682,45618.25408510451
CA-MADDPG-V2 Seed 42 best,10,950006,25,uav_U1,0.997707188129425,0.9892704486846924,0.01612563160857727,0.9928640723228455,-4.6243229025283865,0,947.4070967150016,21098.672238828967
CA-MADDPG-V2 Seed 42 best,10,950006,26,uav_U1,0.9976017475128174,0.9809176325798035,0.007814325069256962,0.9971837997436523,-4.459853647553441,0,2322.3178045104632,47390.16359549539
CA-MADDPG-V2 Seed 42 best,10,950006,27,uav_U1,0.997001051902771,0.9755572080612183,0.013033771914337786,0.9942119121551514,-5.753948400351063,0,5411.163926982306,141959.71077678568
CA-MADDPG-V2 Seed 42 best,10,950006,28,uav_U1,0.9970737099647522,0.9750778675079346,0.010453512790771356,0.9958775639533997,-7.500091562615756,0,3621.918153449964,100891.97568787899
CA-MADDPG-V2 Seed 42 best,10,950006,29,uav_U1,0.997904896736145,0.9875301718711853,0.019167208618288255,0.9908140301704407,1.0264614218679036,1,547.304599965818,15250.353473630877
CA-MADDPG-V2 Seed 42 best,10,950006,30,uav_U1,0.9977227449417114,0.9877136945724487,0.014699995878590002,0.9937708973884583,1.1418026985910041,1,309.045035369703,6288.003877812938
CA-MADDPG-V2 Seed 42 best,10,950006,31,uav_U1,0.9978759288787842,0.9877727031707764,0.016768994993754106,0.9925307035446167,-3.698841977103153,0,873.8889146575027,21713.857450947075
CA-MADDPG-V2 Seed 42 best,10,950006,32,uav_U1,0.9970608949661255,0.9871260523796082,0.0248648251148911,0.9874178767204285,1.0176275363984666,1,153.84755960280413,2849.6022183111463
CA-MADDPG-V2 Seed 42 best,10,950006,33,uav_U1,0.9975204467773438,0.9778417348861694,0.008877695570882872,0.9964072108268738,-7.500091617729059,0,6704.568988530485,178162.44157250403
CA-MADDPG-V2 Seed 42 best,10,950006,34,uav_U1,0.9975192546844482,0.9873629808425903,0.02253239258948159,0.9892151355743408,1.0703457607945768,1,658.519567291659,21640.2582007309
CA-MADDPG-V2 Seed 42 best,10,950006,35,uav_U1,0.9972729682922363,0.9767869710922241,0.009109411389505537,0.9964093565940857,-5.663813018468431,0,4049.5634853692895,112199.757936616
CA-MADDPG-V2 Seed 42 best,10,950006,36,uav_U1,0.997774600982666,0.9856164455413818,0.011777144053650239,0.9950309991836548,1.0222602640119052,1,508.2172265118956,7872.82356842282
CA-MADDPG-V2 Seed 42 best,10,950006,37,uav_U1,0.9981687068939209,0.981061577796936,0.009656271075842356,0.9962412118911743,-4.003008965484661,0,2705.2511777532122,101853.52027720434
CA-MADDPG-V2 Seed 42 best,10,950006,38,uav_U1,0.9978518486022949,0.9801963567733765,0.009411335616772374,0.9964951872825623,-3.6384279085637683,0,1675.630966187247,51811.35600757292
CA-MADDPG-V2 Seed 42 best,10,950006,39,uav_U1,0.9982249736785889,0.9872956275939941,0.014445431648240836,0.9935786724090576,1.2605718833244817,1,359.0045074490618,9489.053076778453
CA-MADDPG-V2 Seed 42 best,10,950006,40,uav_U1,0.9978691339492798,0.9880422353744507,0.013161467396069005,0.9945641756057739,0.863220357884718,1,852.5245855600499,11223.085218995333
CA-MADDPG-V2 Seed 42 best,10,950006,41,uav_U1,0.998324990272522,0.9877234697341919,0.01178823052852054,0.9950703978538513,1.3315943065999527,1,156.8685474500471,4059.5362010638623
CA-MADDPG-V2 Seed 42 best,10,950006,42,uav_U1,0.9974650144577026,0.9879421591758728,0.02241287060224796,0.9887187480926514,1.2916530271216695,1,408.1801854119842,7848.510451345357
CA-MADDPG-V2 Seed 42 best,10,950006,43,uav_U1,0.9978026151657104,0.9789155721664429,0.010331348007959382,0.9959333539009094,-4.564708931581277,0,2153.3958428147143,71114.98630165702
CA-MADDPG-V2 Seed 42 best,10,950006,44,uav_U1,0.9976895451545715,0.9870076775550842,0.01550074595116311,0.9932546019554138,-4.195604002197561,0,825.7144053240169,14653.980524459144
CA-MADDPG-V2 Seed 42 best,10,950006,45,uav_U1,0.997322142124176,0.9871786832809448,0.014362014115323979,0.9939063191413879,1.290144399422397,1,381.55950314298906,3643.6768609142296
CA-MADDPG-V2 Seed 42 best,10,950006,46,uav_U1,0.9973915815353394,0.9881042242050171,0.018140551700171186,0.9914935231208801,-4.247807754505001,0,3006.0717837644024,79106.94784848299
CA-MADDPG-V2 Seed 42 best,10,950006,47,uav_U1,0.9979132413864136,0.980457067489624,0.008553993963828848,0.9968739748001099,-3.939850302939522,0,2158.1981064163115,58149.80761467509
CA-MADDPG-V2 Seed 42 best,10,950006,48,uav_U1,0.9977321624755859,0.9849787950515747,0.01110778468478628,0.9956108927726746,1.28604315139322,1,269.4699126075556,5155.070993192974
CA-MADDPG-V2 Seed 42 best,10,950006,49,uav_U1,0.9976624846458435,0.9886113405227661,0.02186992212393726,0.9888738393783569,0.8231542178773781,1,749.843316067495,12681.129240354048
CA-MADDPG-V2 Seed 42 best,10,950006,50,uav_U1,0.99757981300354,0.9870449304580688,0.01922702461958775,0.9907269477844238,0.7394442735160651,1,1251.7239923629577,41486.87637529714
CA-MADDPG-V2 Seed 42 best,10,950006,51,uav_U1,0.9972930550575256,0.9788506031036377,0.009905102373144762,0.9960973262786865,-7.500091860217475,0,1649.8451054242225,27593.705579432426
CA-MADDPG-V2 Seed 42 best,10,950006,52,uav_U1,0.9979045391082764,0.98872971534729,0.015742215117287506,0.9929282069206238,0.7147682596420426,1,792.9910734264944,9856.451874575978
CA-MADDPG-V2 Seed 42 best,10,950006,53,uav_U1,0.9966799020767212,0.9700477123260498,0.014591684133512715,0.9932405352592468,-7.5000914494697986,0,11255.443074444027,312020.4088806915
CA-MADDPG-V2 Seed 42 best,10,950006,54,uav_U1,0.9972290396690369,0.9881539344787598,0.018135956940794076,0.9918081164360046,-4.041732225918494,0,1205.5629064046702,24765.72793049077
CA-MADDPG-V2 Seed 42 best,10,950006,55,uav_U1,0.9977226257324219,0.9875544309616089,0.018991891044210105,0.9910036325454712,1.2491122264496655,1,388.2321626271478,7862.922126789338
CA-MADDPG-V2 Seed 42 best,10,950006,56,uav_U1,0.9977370500564575,0.9875451326370239,0.02043573431716569,0.9898830056190491,0.6912270167999082,1,1445.9222534954765,45516.94629116183
CA-MADDPG-V2 Seed 42 best,10,950006,57,uav_U1,0.9967033267021179,0.97730553150177,0.010194899024252857,0.9960576891899109,-4.676872528253172,0,2616.490816519935,72719.0679511379
CA-MADDPG-V2 Seed 42 best,10,950006,58,uav_U1,0.9979054927825928,0.9792484641075134,0.009241818117471318,0.9963268637657166,-7.500091751312731,0,2809.640159336615,68202.90033857364
CA-MADDPG-V2 Seed 42 best,10,950006,59,uav_U1,0.9980490803718567,0.9876432418823242,0.020206402434438157,0.9901272058486938,1.2792370889059268,1,241.4141722616417,5296.673562440983
CA-MADDPG-V2 Seed 42 best,10,950006,60,uav_U1,0.9975734949111938,0.974277138710022,0.006967586956087235,0.9974788427352905,-7.500092375235683,0,3886.622922473636,36967.54956434103
CA-MADDPG-V2 Seed 42 best,10,950006,61,uav_U1,0.9976840019226074,0.9890066385269165,0.017921884836392215,0.9919046759605408,0.9922535009271503,1,869.6128070637149,26651.20554153756
CA-MADDPG-V2 Seed 42 best,10,950006,62,uav_U1,0.9978418946266174,0.9869306087493896,0.01682778040993979,0.9925269484519958,1.2849681357004767,1,287.16009768893576,7942.377714293914
