method,saved_episode,test_seed,step,selected_agent,selected_cpu_fraction,selected_bandwidth_fraction,selection_entropy_normalised,selection_gap,reward,success,latency_ms,energy_mJ
CA-MADDPG-V2 Seed 42 best,10,950000,34,uav_U1,0.9979128837585449,0.9845625162124634,0.007516459276461071,0.9970926642417908,0.7561326466027558,1,470.8100422994036,17300.42190005844
CA-MADDPG-V2 Seed 42 best,10,950000,35,uav_U1,0.9974991083145142,0.9850244522094727,0.00910532302438372,0.9961901307106018,0.830808152149239,1,839.0517303364736,25563.646283512084
CA-MADDPG-V2 Seed 42 best,10,950000,36,uav_U1,0.9969980120658875,0.9701335430145264,0.005078492893949803,0.9981746077537537,-4.472808972889117,0,3765.9176978497453,111126.15453845484
CA-MADDPG-V2 Seed 42 best,10,950000,37,uav_U1,0.9975076913833618,0.987098217010498,0.008587106970931433,0.9965426921844482,0.5472454734869654,1,1664.301806920297,33757.485413302544
CA-MADDPG-V2 Seed 42 best,10,950000,38,uav_U1,0.9971523284912109,0.9631596803665161,0.004338656549520336,0.9984874725341797,-4.330010894159871,0,2900.421119405382,29118.256703100596
CA-MADDPG-V2 Seed 42 best,10,950000,39,uav_U1,0.9971681833267212,0.9747055768966675,0.006033654789903459,0.9977695941925049,0.8156753091156246,1,1053.0346169705883,23927.137656716666
CA-MADDPG-V2 Seed 42 best,10,950000,40,uav_U1,0.99598228931427,0.9606941938400269,0.0035574160032284755,0.9988980889320374,-7.500092029633288,0,4071.017967860045,36826.571255516654
CA-MADDPG-V2 Seed 42 best,10,950000,41,uav_U1,0.9975312948226929,0.9837583303451538,0.008393284165249268,0.9967358708381653,1.154370323122373,1,337.2452125923103,12220.23885288303
CA-MADDPG-V2 Seed 42 best,10,950000,42,uav_U1,0.9979414343833923,0.9822853803634644,0.008398074687261814,0.9966844916343689,0.6762905251551989,1,650.6580709928747,21220.280195665175
CA-MADDPG-V2 Seed 42 best,10,950000,43,uav_U1,0.9974607229232788,0.9782586097717285,0.005248578671149174,0.998115062713623,0.9089010164156262,1,1173.1490344474867,17478.517291639553
CA-MADDPG-V2 Seed 42 best,10,950000,44,uav_U1,0.9976602792739868,0.9855636954307556,0.010407465697809504,0.9955913424491882,-3.595747924145673,0,898.4382085498354,32110.906662829988
CA-MADDPG-V2 Seed 42 best,10,950000,45,uav_U1,0.9978042840957642,0.9826987981796265,0.006143641033556559,0.997663140296936,1.0456927981217117,1,653.6154502925662,7909.582974402486
CA-MADDPG-V2 Seed 42 best,10,950000,46,uav_U1,0.9964038133621216,0.9666091203689575,0.0038707369325172206,0.998751163482666,-4.34010212350775,0,1843.6904121023656,28427.924402997443
CA-MADDPG-V2 Seed 42 best,10,950000,47,uav_U1,0.9980723857879639,0.9832671880722046,0.006980815494836162,0.9973987340927124,0.8167440465847662,1,708.4413873442483,25229.346683741605
CA-MADDPG-V2 Seed 42 best,10,950000,48,uav_U1,0.9973033666610718,0.9878373146057129,0.010328314496046676,0.9955796599388123,0.7291969414391484,1,793.8323893589514,10144.332329245824
CA-MADDPG-V2 Seed 42 best,10,950000,49,uav_U1,0.9979195594787598,0.9864212274551392,0.005774056952120478,0.9979830384254456,1.1487473246502398,1,70.58324841471128,827.2845427374741
CA-MADDPG-V2 Seed 42 best,10,950000,50,uav_U1,0.9961296319961548,0.9859455823898315,0.0076485141170449765,0.9970458745956421,1.4984179181050836,1,15.77502529393569,238.50698874282716
CA-MADDPG-V2 Seed 42 best,10,950000,51,uav_U1,0.9976769685745239,0.9871646165847778,0.011445493027511905,0.9950779676437378,-6.060737621101244,0,769.0995310027236,21894.922935283754
CA-MADDPG-V2 Seed 42 best,10,950000,52,uav_U1,0.9968990087509155,0.9679014682769775,0.009722133068618003,0.996123731136322,-7.500004568105736,0,424.0781485877313,19434.013645986917
CA-MADDPG-V2 Seed 42 best,10,950000,53,uav_U1,0.9976832866668701,0.9831574559211731,0.007469110604654539,0.9972046613693237,0.7795599047239992,1,311.9108395988281,7619.6285055834915
CA-MADDPG-V2 Seed 42 best,10,950000,54,uav_U1,0.9974031448364258,0.9837932586669922,0.009624319701568209,0.9958446621894836,-4.560705766965679,0,2303.766733409481,83100.47770249497
CA-MADDPG-V2 Seed 42 best,10,950000,55,uav_U1,0.9973738193511963,0.9852203130722046,0.009650835022494787,0.9959070682525635,0.7447495909396875,1,461.40183483401563,7146.444671136945
CA-MADDPG-V2 Seed 42 best,10,950000,56,uav_U1,0.9973441958427429,0.9771034717559814,0.0049595444427018055,0.9982721209526062,-4.142735136605353,0,1235.2678383451746,25212.596321960445
CA-MADDPG-V2 Seed 42 best,10,950000,57,uav_U1,0.9969803094863892,0.9672712087631226,0.0043639079071499534,0.9985445737838745,-4.35274654171819,0,3686.7823103182786,37753.874997986626
CA-MADDPG-V2 Seed 42 best,10,950000,58,uav_U1,0.9956876039505005,0.9655585885047913,0.004562515976757348,0.9984679818153381,-4.3838090378030845,0,1717.9503045562922,28100.98345824715
CA-MADDPG-V2 Seed 42 best,10,950000,59,uav_U1,0.9967532157897949,0.9854869246482849,0.01024079403715082,0.9957691431045532,-4.161224300126664,0,2581.4005871381078,104609.29305636193
CA-MADDPG-V2 Seed 42 best,10,950000,60,uav_U1,0.9973912239074707,0.9825623035430908,0.009978755233448747,0.9956279993057251,1.132818158921577,1,595.787173081324,12123.057311505028
CA-MADDPG-V2 Seed 42 best,10,950000,61,uav_U1,0.997381329536438,0.987697958946228,0.007915125029901878,0.996996283531189,-3.8054258357299515,0,1122.5873497172001,21357.261554481443
CA-MADDPG-V2 Seed 42 best,10,950000,62,uav_U1,0.9979003667831421,0.9853790402412415,0.005638787802313868,0.9980893731117249,-5.246192424345721,0,2152.943015724002,68731.06918766027
CA-MADDPG-V2 Seed 42 best,10,950000,63,uav_U1,0.9981170892715454,0.9840190410614014,0.008761771733245969,0.9965474605560303,1.1294224985962829,1,163.3842652190146,6067.455667930834
CA-MADDPG-V2 Seed 42 best,10,950000,64,uav_U1,0.9972875118255615,0.9846077561378479,0.005281435245378072,0.9981265068054199,1.3422089155524433,1,290.6392933462166,3419.8702225675734
CA-MADDPG-V2 Seed 42 best,10,950000,65,uav_U1,0.9973645210266113,0.9864838123321533,0.011610326784419743,0.994933009147644,1.315210762996314,1,261.16234792244103,5887.310405389716
CA-MADDPG-V2 Seed 42 best,10,950000,66,uav_U1,0.9980646371841431,0.9841043949127197,0.008495703616787314,0.996688723564148,1.2708204297520844,1,353.48239973382573,8159.751008038401
CA-MADDPG-V2 Seed 42 best,10,950000,67,uav_U1,0.9971981644630432,0.9843069911003113,0.010359210208175202,0.9956871271133423,-3.935519590618702,0,2074.193667460983,83645.30334653599
CA-MADDPG-V2 Seed 42 best,10,950000,68,uav_U1,0.9981274604797363,0.984857439994812,0.006800700118316876,0.9975417852401733,1.2759841375937764,1,11.20056350938091,254.5107864484476
CA-MADDPG-V2 Seed 42 best,10,950000,69,uav_U1,0.9974700212478638,0.9859095811843872,0.007152307608158263,0.9973596334457397,-3.6587918145405425,0,727.6633767042308,7468.2821571332315
CA-MADDPG-V2 Seed 42 best,10,950000,70,uav_U1,0.9964373111724854,0.9635370969772339,0.0043865156602647115,0.9985859394073486,-7.500091704621167,0,2027.5679662242703,32536.168572269442
CA-MADDPG-V2 Seed 42 best,10,950000,71,uav_U1,0.9948107004165649,0.9463716745376587,0.004838984589925779,0.9982893466949463,-6.746979591483238,0,6009.347051953977,137540.48509722154
CA-MADDPG-V2 Seed 42 best,10,950000,72,uav_U1,0.9978865385055542,0.986564040184021,0.00878920357923844,0.9965848326683044,-4.032532984493659,0,980.7624957255741,38197.6105873296
CA-MADDPG-V2 Seed 42 best,10,950000,73,uav_U1,0.997825026512146,0.9883784055709839,0.00985022412030264,0.9961156845092773,0.9587236946314002,1,577.9852875459642,21617.568221851026
CA-MADDPG-V2 Seed 42 best,10,950000,74,uav_U1,0.996508002281189,0.9700551629066467,0.0045417424871791396,0.9984800219535828,-6.455861640818268,0,4410.683490958577,69210.55219168347
CA-MADDPG-V2 Seed 42 best,10,950000,75,uav_U1,0.9976058006286621,0.987966001033783,0.013135829771255837,0.9940839409828186,-7.500091569733888,0,2184.7284845610616,72919.84389103869
CA-MADDPG-V2 Seed 42 best,10,950000,76,uav_U1,0.9973700046539307,0.9836863279342651,0.0060708270404135,0.9978564381599426,1.2955511184581499,1,218.45760631631975,3516.0700669167363
CA-MADDPG-V2 Seed 42 best,10,950000,77,uav_U1,0.9971294403076172,0.9872713088989258,0.010719013842736463,0.9953551292419434,0.7433243173862754,1,767.9327060043289,14276.768331620759
CA-MADDPG-V2 Seed 42 best,10,950000,78,uav_U1,0.9973770976066589,0.9822149872779846,0.006551898751665342,0.9976826310157776,1.3274722858021761,1,343.14765963815734,7882.658582297019
CA-MADDPG-V2 Seed 42 best,10,950000,79,uav_U1,0.9962600469589233,0.9583186507225037,0.004574089431406704,0.9985021948814392,-4.7539872499759905,0,2551.409787631671,42527.76204113977
CA-MADDPG-V2 Seed 42 best,10,950000,80,uav_U1,0.9959651231765747,0.9712989330291748,0.0043916677768972515,0.9985694289207458,-3.5941404920197098,0,1893.7984879144221,27691.53061418672
CA-MADDPG-V2 Seed 42 best,10,950000,81,uav_U1,0.996570348739624,0.9732972383499146,0.005309889587119252,0.9981133937835693,-4.473108602779075,0,3095.6637905659786,69129.07027995103
CA-MADDPG-V2 Seed 42 best,10,950000,82,uav_U1,0.9975582361221313,0.9848203659057617,0.0075671140717841956,0.9971411228179932,1.134197261105632,1,446.89833291281224,5829.103443456004
CA-MADDPG-V2 Seed 42 best,10,950000,83,uav_U1,0.9978611469268799,0.9872937202453613,0.008543963960040677,0.99688321352005,-5.306434208821777,0,954.1565075138672,42619.37822285899
CA-MADDPG-V2 Seed 42 best,10,950000,84,uav_U1,0.9977391958236694,0.985222578048706,0.005972803349871092,0.9979296326637268,1.2476697812551565,1,437.1294117800425,12053.109746733497
CA-MADDPG-V2 Seed 42 best,10,950000,85,uav_U1,0.9967394471168518,0.9819802641868591,0.007125403997706858,0.9972460269927979,1.4996247883256917,1,3.706197544569028,53.71509150432626
CA-MADDPG-V2 Seed 42 best,10,950000,86,uav_U1,0.9974205493927002,0.981536865234375,0.007171742307812331,0.9971951842308044,-3.736962353380905,0,270.87465481250746,5224.777174390424
CA-MADDPG-V2 Seed 42 best,10,950000,87,uav_U1,0.9971176385879517,0.9613853693008423,0.006030507622411091,0.9978383183479309,-5.4187681016238365,0,2495.4684741176748,76156.23374670783
CA-MADDPG-V2 Seed 42 best,10,950000,88,uav_U1,0.9980887174606323,0.9849474430084229,0.009173348922323764,0.9962056279182434,-4.4041403417965,0,689.2656164807428,22166.63500721359
CA-MADDPG-V2 Seed 42 best,10,950000,89,uav_U1,0.9978440999984741,0.9835411906242371,0.007614033198303888,0.9969974160194397,1.2911445186403454,1,299.7846694924145,6770.58921378501
CA-MADDPG-V2 Seed 42 best,10,950000,90,uav_U1,0.9973199367523193,0.9867496490478516,0.013652813005466799,0.9935094714164734,-7.5000917534169425,0,2218.3011708248378,35992.220733077425
CA-MADDPG-V2 Seed 42 best,10,950000,91,uav_U1,0.9978821277618408,0.9846674203872681,0.00931585279580805,0.9960982203483582,0.5159447531492636,1,535.276215336521,17676.869282021733
CA-MADDPG-V2 Seed 42 best,10,950000,92,uav_U1,0.9976896643638611,0.9875433444976807,0.012958523022299462,0.9939868450164795,0.6741728953967718,1,867.0223298705992,32715.027580345195
CA-MADDPG-V2 Seed 42 best,10,950000,93,uav_U1,0.9958201050758362,0.9687099456787109,0.005126983379640277,0.9981869459152222,-7.500091644502233,0,3047.3725816233236,41723.105765807515
CA-MADDPG-V2 Seed 42 best,10,950000,94,uav_U1,0.9962961673736572,0.9697725772857666,0.004311188705853168,0.998572826385498,-7.500092230446112,0,5595.7554516457285,41486.43224136963
CA-MADDPG-V2 Seed 42 best,10,950000,95,uav_U1,0.9970822334289551,0.9836012125015259,0.00774927767554694,0.9969470500946045,0.8015820249117445,1,1032.1253538737315,9600.631441060685
CA-MADDPG-V2 Seed 42 best,10,950000,96,uav_U1,0.9974664449691772,0.9831784963607788,0.009476786669800914,0.9960702061653137,-4.4408723843568625,0,3297.386733588438,134480.16922519365
CA-MADDPG-V2 Seed 42 best,10,950000,97,uav_U1,0.9968947172164917,0.9677543640136719,0.004784726791386869,0.9983986616134644,-4.573084161391695,0,2379.7955470461143,64905.6713874621
CA-MADDPG-V2 Seed 42 best,10,950000,98,uav_U1,0.9965610504150391,0.9825943112373352,0.011491717277569459,0.994836688041687,-3.8719439687620927,0,1753.2272081204028,27055.779016952023
CA-MADDPG-V2 Seed 42 best,10,950000,99,uav_U1,0.9974401593208313,0.984103798866272,0.0065965164538139285,0.9976245164871216,-4.104975205885408,0,1126.6280405457612,14822.25198728596
CA-MADDPG-V2 Seed 42 best,10,950001,0,uav_U1,0.9976980686187744,0.985041618347168,0.009500828262879743,0.9962894916534424,1.2711274335853993,1,311.3704565027455,5662.95853049086
CA-MADDPG-V2 Seed 42 best,10,950001,1,uav_U1,0.9970109462738037,0.9760614633560181,0.007111795258798206,0.9973601698875427,-3.820730230143983,0,868.9801426817871,18479.0765151449
CA-MADDPG-V2 Seed 42 best,10,950001,2,uav_U1,0.9977917671203613,0.9785599112510681,0.007149558841897097,0.9972231388092041,-7.500091870472609,0,1518.1255013993962,29848.14474343833
CA-MADDPG-V2 Seed 42 best,10,950001,3,uav_U1,0.9973149299621582,0.9829482436180115,0.011747057278031768,0.9950001239776611,0.6217669225453846,1,466.2931311906163,13523.094310726088
CA-MADDPG-V2 Seed 42 best,10,950001,4,uav_U1,0.9971769452095032,0.9837582111358643,0.01079620984495449,0.9954519271850586,-4.104422407759649,0,1373.3072119008177,41283.34424006916
CA-MADDPG-V2 Seed 42 best,10,950001,5,uav_U1,0.9974527955055237,0.9858797788619995,0.00968211174371955,0.9961920976638794,-3.783495827627545,0,256.68083299190283,6749.082832158957
CA-MADDPG-V2 Seed 42 best,10,950001,6,uav_U1,0.9974914193153381,0.987554669380188,0.010397582111529654,0.995596706867218,-5.396369324688219,0,1749.351588191689,27990.622763157462
CA-MADDPG-V2 Seed 42 best,10,950001,7,uav_U1,0.9980452060699463,0.9852916598320007,0.008673051621505702,0.9964892268180847,0.9556798854699813,1,890.9019494484128,27513.779470310514
CA-MADDPG-V2 Seed 42 best,10,950001,8,uav_U1,0.9976927042007446,0.9840988516807556,0.008925820821739056,0.9963945150375366,0.9782715983611328,1,618.6612593208704,21468.26914059305
CA-MADDPG-V2 Seed 42 best,10,950001,9,uav_U1,0.9977471232414246,0.9879074096679688,0.007596566641178784,0.9971303939819336,0.8622338170708594,1,494.1975404250926,7482.715550309141
CA-MADDPG-V2 Seed 42 best,10,950001,10,uav_U1,0.9977304935455322,0.981055736541748,0.0079960858226377,0.9967434406280518,-3.596888786032479,0,1435.7072389818577,27857.00212929256
CA-MADDPG-V2 Seed 42 best,10,950001,11,uav_U1,0.9974223971366882,0.9765545725822449,0.006115555162395709,0.9977363348007202,0.6445272736739165,1,1476.3875806679218,30442.592406231935
CA-MADDPG-V2 Seed 42 best,10,950001,12,uav_U1,0.9967606067657471,0.9781785011291504,0.0048878160423552405,0.9983392357826233,-6.567821418819306,0,2428.4344618034993,27145.228963684793
CA-MADDPG-V2 Seed 42 best,10,950001,13,uav_U1,0.9967268705368042,0.9741121530532837,0.004659972602806208,0.9983565807342529,-6.3255222243864395,0,4915.677410082902,37551.886167029974
CA-MADDPG-V2 Seed 42 best,10,950001,14,uav_U1,0.9970036745071411,0.9883464574813843,0.014218772491742524,0.9932048916816711,-4.944751779386976,0,1298.1144089295237,16760.351087290084
CA-MADDPG-V2 Seed 42 best,10,950001,15,uav_U1,0.9978991746902466,0.9870800971984863,0.009760670803957016,0.9958069324493408,1.1917361741520058,1,506.32566735310104,4652.009181606227
CA-MADDPG-V2 Seed 42 best,10,950001,16,uav_U1,0.9978675842285156,0.9800644516944885,0.006990374697575481,0.9974245429039001,-3.7476843463002973,0,1780.314804442009,59809.115236001344
CA-MADDPG-V2 Seed 42 best,10,950001,17,uav_U1,0.9973258376121521,0.9862328767776489,0.010247538949771658,0.995865523815155,-3.598783545278188,0,394.4303782540337,8346.434315923934
CA-MADDPG-V2 Seed 42 best,10,950001,18,uav_U1,0.9968268871307373,0.9876309633255005,0.014040063855814224,0.9934456944465637,-4.428535693483634,0,2533.975484671694,41693.651935926435
CA-MADDPG-V2 Seed 42 best,10,950001,19,uav_U1,0.9973273277282715,0.9752180576324463,0.006071991908987979,0.9977236986160278,-3.9250219849452166,0,2714.4922660173374,60981.53830128734
CA-MADDPG-V2 Seed 42 best,10,950001,20,uav_U1,0.9968631267547607,0.9769318699836731,0.00473505566285997,0.9983694553375244,-6.436787909797872,0,6306.587389546072,113801.06046393377
CA-MADDPG-V2 Seed 42 best,10,950001,21,uav_U1,0.9971853494644165,0.9788134098052979,0.006443607230000808,0.9976392984390259,-7.5000915413856735,0,2986.980038363779,85565.27297728318
CA-MADDPG-V2 Seed 42 best,10,950001,22,uav_U1,0.9976718425750732,0.9856386184692383,0.012533962402235288,0.9942553639411926,0.7164316694221424,1,443.44769516488884,7808.301671782786
CA-MADDPG-V2 Seed 42 best,10,950001,23,uav_U1,0.9979358911514282,0.9858099818229675,0.009192430116722938,0.9962681531906128,1.3445134243477308,1,267.74524729130053,6356.065077665273
CA-MADDPG-V2 Seed 42 best,10,950001,24,uav_U1,0.9980334043502808,0.9873164892196655,0.010524966152704504,0.9955171942710876,1.1520981761463533,1,508.15066268926535,16434.164159140935
CA-MADDPG-V2 Seed 42 best,10,950001,25,uav_U1,0.9979361295700073,0.978003978729248,0.005728554677898147,0.9979361891746521,-7.05110845814273,0,2912.6507549691332,89333.47556398573
CA-MADDPG-V2 Seed 42 best,10,950001,26,uav_U1,0.9974119663238525,0.9864141941070557,0.011857433429082713,0.9947577118873596,-3.73632424046862,0,2153.517370558793,66681.87273307193
CA-MADDPG-V2 Seed 42 best,10,950001,27,uav_U1,0.9980413317680359,0.9887314438819885,0.007330688624799991,0.9972500205039978,1.3659598084490365,1,215.92431541405605,2721.814673871337
CA-MADDPG-V2 Seed 42 best,10,950001,28,uav_U1,0.9972279071807861,0.9880765676498413,0.010413727675333839,0.995793879032135,-4.719630801674276,0,1808.9245415244095,61528.587905546345
CA-MADDPG-V2 Seed 42 best,10,950001,29,uav_U1,0.9970236420631409,0.9878289699554443,0.011428531246769074,0.9952210783958435,0.5783055876820395,1,1298.5383838155133,29107.074511492632
CA-MADDPG-V2 Seed 42 best,10,950001,30,uav_U1,0.9980051517486572,0.9833111763000488,0.007865190188072703,0.9969528317451477,-5.352006329082621,0,1180.692636955899,29959.178721836262
CA-MADDPG-V2 Seed 42 best,10,950001,31,uav_U1,0.9977442026138306,0.9879323244094849,0.01145721937116166,0.9949851036071777,0.8927228687958737,1,730.4438278906566,11937.047870066932
CA-MADDPG-V2 Seed 42 best,10,950001,32,uav_U1,0.9974715709686279,0.9878025054931641,0.00974906256503773,0.9959315657615662,0.832568680976373,1,1015.0216032038612,6280.255245392509
CA-MADDPG-V2 Seed 42 best,10,950001,33,uav_U1,0.9974972009658813,0.9808151721954346,0.007588183632125085,0.9971686005592346,0.9325028316749442,1,780.7498631752197,17699.0057341556
CA-MADDPG-V2 Seed 42 best,10,950001,34,uav_U1,0.9970260858535767,0.9865442514419556,0.016807018245472722,0.9915490746498108,-6.109280943732111,0,1281.2621240795197,17457.238015593386
CA-MADDPG-V2 Seed 42 best,10,950001,35,uav_U1,0.9968211650848389,0.9781185388565063,0.0071049961474311946,0.9972019791603088,-7.500093023488277,0,5980.07680849626,35194.25527960001
CA-MADDPG-V2 Seed 42 best,10,950001,36,uav_U1,0.9973700046539307,0.9765450358390808,0.0076285155886434,0.9969742894172668,-4.074434133985954,0,2027.7531915726663,54437.21992911505
CA-MADDPG-V2 Seed 42 best,10,950001,37,uav_U1,0.9977575540542603,0.989098310470581,0.010593189431153,0.9956637024879456,0.7286502190671136,1,487.43516953959016,15356.34732813553
CA-MADDPG-V2 Seed 42 best,10,950001,38,uav_U1,0.9970645904541016,0.9756176471710205,0.005665208073200515,0.9979540705680847,-7.0803423337223546,0,2743.5700250495306,41531.20494966686
CA-MADDPG-V2 Seed 42 best,10,950001,39,uav_U1,0.9965808987617493,0.9709984660148621,0.005628118738682754,0.9978841543197632,-5.93780543013936,0,4173.38372047741,33183.715522264516
CA-MADDPG-V2 Seed 42 best,10,950001,40,uav_U1,0.9977466464042664,0.9868781566619873,0.010580866092358825,0.9957438707351685,1.4965415877520576,1,34.5383437070763,1379.9769570754092
CA-MADDPG-V2 Seed 42 best,10,950001,41,uav_U1,0.9972932934761047,0.9882652759552002,0.009630829213664621,0.9962264895439148,0.5024984627752795,1,1484.1461110591997,46219.6381819655
CA-MADDPG-V2 Seed 42 best,10,950001,42,uav_U1,0.9967595338821411,0.9816833734512329,0.00772346370257458,0.9969513416290283,-3.6438853792924104,0,1927.2918508253545,19468.159466881723
