test_seed,step,v2_selected_agent,v21_selected_agent,same_selected_agent,v2_selected_cpu,v21_selected_cpu,v2_selected_bandwidth,v21_selected_bandwidth,v2_selection_probability,v21_selection_probability,v2_environment_success,v2_environment_reward,v2_environment_latency_ms,v2_environment_energy_mJ
950000,23,uav_U1,uav_U2,False,0.9975619316101074,0.9860826730728149,0.985538125038147,0.8642215132713318,0.9980499744415283,0.957402765750885,1,1.0392397136483924,704.8231401968608,22129.130718189637
950000,24,uav_U1,uav_U2,False,0.9973970651626587,0.9820952415466309,0.9813460111618042,0.8662135601043701,0.9981511831283569,0.9596892595291138,1,1.2327013496313244,492.19507128987607,9659.995469350491
950000,25,uav_U1,uav_U2,False,0.9976186156272888,0.9824939370155334,0.976751446723938,0.8670520782470703,0.9986356496810913,0.9591050148010254,0,-3.8697504382134857,1836.7123153545788,39303.84099075343
950000,26,uav_U1,uav_U2,False,0.9953845739364624,0.9625675082206726,0.9654046297073364,0.8529590368270874,0.9991236329078674,0.9650844931602478,0,-5.8389454945717665,2924.8357491776305,29789.24043892656
950000,27,uav_U1,uav_U2,False,0.9971295595169067,0.979728639125824,0.9823466539382935,0.8813403248786926,0.9965556263923645,0.9615649580955505,0,-5.14410584972882,1255.9067815480519,36272.54351905939
950000,28,uav_U1,uav_U2,False,0.9971795082092285,0.9717259407043457,0.964257001876831,0.8481298685073853,0.9987090826034546,0.9531984925270081,1,0.6561218815256873,1546.6602896113916,29026.070771779723
950000,29,uav_U1,uav_U2,False,0.9965025186538696,0.9804360270500183,0.9854524731636047,0.8725738525390625,0.9976593255996704,0.9596611857414246,0,-3.5843601981605797,1480.025094389849,8604.459544947724
950000,30,uav_U1,uav_U2,False,0.9972742795944214,0.9854030609130859,0.9861228466033936,0.8820183277130127,0.9966038465499878,0.9489400386810303,0,-5.074007213970791,733.5658826607603,11132.508039355098
950000,31,uav_U1,uav_U2,False,0.9972080588340759,0.9721846580505371,0.9629659652709961,0.8620914816856384,0.9988301396369934,0.9508634805679321,0,-4.397634108732927,3068.3260845787063,62502.5750843241
950000,32,uav_U1,uav_U2,False,0.9975827932357788,0.9834424257278442,0.9862732887268066,0.8786837458610535,0.9971585273742676,0.9622294902801514,0,-3.5119740298108666,1976.206530068347,77226.83054360404
950000,33,uav_U1,uav_U2,False,0.9960871934890747,0.9739373922348022,0.972230076789856,0.8647156357765198,0.9987682700157166,0.956390380859375,0,-5.020340392129586,1907.8284397941118,43286.87703236136
950000,34,uav_U1,uav_U2,False,0.9979128837585449,0.9864305257797241,0.9845625162124634,0.8739036321640015,0.9980459809303284,0.9669194221496582,1,0.7561326466027558,470.8100422994036,17300.42190005844
950000,35,uav_U1,uav_U2,False,0.9974991083145142,0.9825857877731323,0.9850244522094727,0.8876063823699951,0.9975364208221436,0.9613988399505615,1,0.830808152149239,839.0517303364736,25563.646283512084
950000,36,uav_U1,uav_U2,False,0.9969980120658875,0.974219799041748,0.9701335430145264,0.8681822419166565,0.9987484216690063,0.942188024520874,0,-4.472808972889117,3765.9176978497453,111126.15453845484
950000,37,uav_U1,uav_U2,False,0.9975076913833618,0.983058512210846,0.987098217010498,0.8724313378334045,0.9977185726165771,0.9592175483703613,1,0.5472454734869654,1664.301806920297,33757.485413302544
950000,38,uav_U1,uav_U2,False,0.9971523284912109,0.9715442657470703,0.9631596803665161,0.8507558107376099,0.9989508390426636,0.9506762027740479,0,-4.330010894159871,2900.421119405382,29118.256703100596
950000,39,uav_U1,uav_U2,False,0.9971681833267212,0.9813475012779236,0.9747055768966675,0.8455785512924194,0.9984807372093201,0.9585319757461548,1,0.8156753091156246,1053.0346169705883,23927.137656716666
950000,40,uav_U1,uav_U2,False,0.99598228931427,0.9576124548912048,0.9606941938400269,0.8480583429336548,0.9991673231124878,0.9580181837081909,0,-7.500092029633288,4071.017967860045,36826.571255516654
950000,41,uav_U1,uav_U2,False,0.9975312948226929,0.9839573502540588,0.9837583303451538,0.8683433532714844,0.9977920651435852,0.9593372344970703,1,1.154370323122373,337.2452125923103,12220.23885288303
950000,42,uav_U1,uav_U2,False,0.9979414343833923,0.9821378588676453,0.9822853803634644,0.8719037175178528,0.9977845549583435,0.9522656798362732,1,0.6762905251551989,650.6580709928747,21220.280195665175
950000,43,uav_U1,uav_U2,False,0.9974607229232788,0.9795693159103394,0.9782586097717285,0.8567100763320923,0.9987061023712158,0.9429019093513489,1,0.9089010164156262,1173.1490344474867,17478.517291639553
950000,44,uav_U1,uav_U2,False,0.9976602792739868,0.9852077960968018,0.9855636954307556,0.8829127550125122,0.9971440434455872,0.9500921964645386,0,-3.595747924145673,898.4382085498354,32110.906662829988
950000,45,uav_U1,uav_U2,False,0.9978042840957642,0.9805073738098145,0.9826987981796265,0.8728537559509277,0.9984398484230042,0.9503776431083679,1,1.0456927981217117,653.6154502925662,7909.582974402486
950000,46,uav_U1,uav_U2,False,0.9964038133621216,0.968396782875061,0.9666091203689575,0.8424821496009827,0.9990848898887634,0.9659667611122131,0,-4.34010212350775,1843.6904121023656,28427.924402997443
950000,47,uav_U1,uav_U2,False,0.9980723857879639,0.9808845520019531,0.9832671880722046,0.8693497180938721,0.998214840888977,0.9549034237861633,1,0.8167440465847662,708.4413873442483,25229.346683741605
950000,48,uav_U1,uav_U2,False,0.9973033666610718,0.9832736849784851,0.9878373146057129,0.8887253999710083,0.997157096862793,0.9570202231407166,1,0.7291969414391484,793.8323893589514,10144.332329245824
950000,49,uav_U1,uav_U2,False,0.9979195594787598,0.9814016819000244,0.9864212274551392,0.8608413934707642,0.9985723495483398,0.9516540765762329,1,1.1487473246502398,70.58324841471128,827.2845427374741
950000,50,uav_U1,uav_U2,False,0.9961296319961548,0.9776387214660645,0.9859455823898315,0.8588145971298218,0.9980182647705078,0.9364174008369446,1,1.4984179181050836,15.77502529393569,238.50698874282716
950000,51,uav_U1,uav_U2,False,0.9976769685745239,0.9851891398429871,0.9871646165847778,0.8948509097099304,0.9968129992485046,0.9533559679985046,0,-6.060737621101244,769.0995310027236,21894.922935283754
950000,52,uav_U1,uav_U2,False,0.9968990087509155,0.975878119468689,0.9679014682769775,0.8592382669448853,0.9973869919776917,0.9563547968864441,0,-7.500004568105736,424.0781485877313,19434.013645986917
950000,53,uav_U1,uav_U2,False,0.9976832866668701,0.979040265083313,0.9831574559211731,0.8849776983261108,0.9980734586715698,0.9538615942001343,1,0.7795599047239992,311.9108395988281,7619.6285055834915
950000,54,uav_U1,uav_U2,False,0.9974031448364258,0.9845338463783264,0.9837932586669922,0.8787440061569214,0.9973547458648682,0.9678483009338379,0,-4.560705766965679,2303.766733409481,83100.47770249497
950000,55,uav_U1,uav_U2,False,0.9973738193511963,0.9835144877433777,0.9852203130722046,0.8808000683784485,0.9973713159561157,0.9513566493988037,1,0.7447495909396875,461.40183483401563,7146.444671136945
950000,56,uav_U1,uav_U2,False,0.9973441958427429,0.975866973400116,0.9771034717559814,0.8481343984603882,0.9987882971763611,0.9544171094894409,0,-4.142735136605353,1235.2678383451746,25212.596321960445
950000,57,uav_U1,uav_U2,False,0.9969803094863892,0.9652346968650818,0.9672712087631226,0.8451337814331055,0.9989517331123352,0.9496138691902161,0,-4.35274654171819,3686.7823103182786,37753.874997986626
950000,58,uav_U1,uav_U2,False,0.9956876039505005,0.9570004940032959,0.9655585885047913,0.8519152402877808,0.9988941550254822,0.9590902924537659,0,-4.3838090378030845,1717.9503045562922,28100.98345824715
950000,59,uav_U1,uav_U2,False,0.9967532157897949,0.9865560531616211,0.9854869246482849,0.8972392082214355,0.9972102642059326,0.9617844223976135,0,-4.161224300126664,2581.4005871381078,104609.29305636193
950000,60,uav_U1,uav_U2,False,0.9973912239074707,0.9822472929954529,0.9825623035430908,0.879784345626831,0.9972366094589233,0.9610795378684998,1,1.132818158921577,595.787173081324,12123.057311505028
950000,61,uav_U1,uav_U2,False,0.997381329536438,0.9842488765716553,0.987697958946228,0.8632937669754028,0.9979439973831177,0.9608339667320251,0,-3.8054258357299515,1122.5873497172001,21357.261554481443
950000,62,uav_U1,uav_U2,False,0.9979003667831421,0.9833794236183167,0.9853790402412415,0.8671502470970154,0.9986178278923035,0.9509989619255066,0,-5.246192424345721,2152.943015724002,68731.06918766027
950000,63,uav_U1,uav_U2,False,0.9981170892715454,0.9829500913619995,0.9840190410614014,0.8695876002311707,0.997677206993103,0.9591639637947083,1,1.1294224985962829,163.3842652190146,6067.455667930834
950000,64,uav_U1,uav_U2,False,0.9972875118255615,0.9829815030097961,0.9846077561378479,0.8582209348678589,0.9986992478370667,0.9664634466171265,1,1.3422089155524433,290.6392933462166,3419.8702225675734
950000,65,uav_U1,uav_U2,False,0.9973645210266113,0.9819577932357788,0.9864838123321533,0.8944984674453735,0.996749758720398,0.9448821544647217,1,1.315210762996314,261.16234792244103,5887.310405389716
950000,66,uav_U1,uav_U2,False,0.9980646371841431,0.9816131591796875,0.9841043949127197,0.871982216835022,0.9977641105651855,0.9382994174957275,1,1.2708204297520844,353.48239973382573,8159.751008038401
950000,67,uav_U1,uav_U2,False,0.9971981644630432,0.9854931831359863,0.9843069911003113,0.8703249096870422,0.9971644282341003,0.9620944261550903,0,-3.935519590618702,2074.193667460983,83645.30334653599
950000,68,uav_U1,uav_U2,False,0.9981274604797363,0.9816280603408813,0.984857439994812,0.8700222969055176,0.9982795119285583,0.9399157166481018,1,1.2759841375937764,11.20056350938091,254.5107864484476
950000,69,uav_U1,uav_U2,False,0.9974700212478638,0.9801284670829773,0.9859095811843872,0.8906446695327759,0.9981735348701477,0.9438974261283875,0,-3.6587918145405425,727.6633767042308,7468.2821571332315
950000,70,uav_U1,uav_U2,False,0.9964373111724854,0.9622373580932617,0.9635370969772339,0.8429075479507446,0.9989480376243591,0.9619824290275574,0,-7.500091704621167,2027.5679662242703,32536.168572269442
950000,71,uav_U1,uav_U2,False,0.9948107004165649,0.9662383794784546,0.9463716745376587,0.8613224029541016,0.9988105297088623,0.9593321084976196,0,-6.746979591483238,6009.347051953977,137540.48509722154
950000,72,uav_U1,uav_U2,False,0.9978865385055542,0.9871646761894226,0.986564040184021,0.8725267052650452,0.9976807832717896,0.9526629447937012,0,-4.032532984493659,980.7624957255741,38197.6105873296
950000,73,uav_U1,uav_U2,False,0.997825026512146,0.9875993728637695,0.9883784055709839,0.8765673637390137,0.9973630309104919,0.9464341998100281,1,0.9587236946314002,577.9852875459642,21617.568221851026
950000,74,uav_U1,uav_U2,False,0.996508002281189,0.9701135158538818,0.9700551629066467,0.828079879283905,0.9989069700241089,0.9516416788101196,0,-6.455861640818268,4410.683490958577,69210.55219168347
950000,75,uav_U1,uav_U2,False,0.9976058006286621,0.9846041798591614,0.987966001033783,0.8912062644958496,0.9962466359138489,0.9404279589653015,0,-7.500091569733888,2184.7284845610616,72919.84389103869
950000,76,uav_U1,uav_U2,False,0.9973700046539307,0.9782381057739258,0.9836863279342651,0.8531246781349182,0.9984839558601379,0.960002601146698,1,1.2955511184581499,218.45760631631975,3516.0700669167363
950000,77,uav_U1,uav_U2,False,0.9971294403076172,0.9845010638237,0.9872713088989258,0.8858304023742676,0.9970288276672363,0.9520969986915588,1,0.7433243173862754,767.9327060043289,14276.768331620759
950000,78,uav_U1,uav_U2,False,0.9973770976066589,0.9746103286743164,0.9822149872779846,0.8553215265274048,0.9983500242233276,0.9589895009994507,1,1.3274722858021761,343.14765963815734,7882.658582297019
950000,79,uav_U1,uav_U2,False,0.9962600469589233,0.9607191681861877,0.9583186507225037,0.830380380153656,0.9988962411880493,0.9569516777992249,0,-4.7539872499759905,2551.409787631671,42527.76204113977
950000,80,uav_U1,uav_U2,False,0.9959651231765747,0.9610329270362854,0.9712989330291748,0.8530453443527222,0.9989475607872009,0.9480912089347839,0,-3.5941404920197098,1893.7984879144221,27691.53061418672
950000,81,uav_U1,uav_U2,False,0.996570348739624,0.9606459140777588,0.9732972383499146,0.8465143442153931,0.9986861348152161,0.9325549006462097,0,-4.473108602779075,3095.6637905659786,69129.07027995103
950000,82,uav_U1,uav_U2,False,0.9975582361221313,0.9771615862846375,0.9848203659057617,0.8712031841278076,0.9980461001396179,0.9419636726379395,1,1.134197261105632,446.89833291281224,5829.103443456004
950000,83,uav_U1,uav_U2,False,0.9978611469268799,0.9838699102401733,0.9872937202453613,0.8899919986724854,0.9977889060974121,0.9413870573043823,0,-5.306434208821777,954.1565075138672,42619.37822285899
950000,84,uav_U1,uav_U2,False,0.9977391958236694,0.9814543724060059,0.985222578048706,0.8768465518951416,0.9985200762748718,0.9528865814208984,1,1.2476697812551565,437.1294117800425,12053.109746733497
950000,85,uav_U1,uav_U2,False,0.9967394471168518,0.9675817489624023,0.9819802641868591,0.887500524520874,0.9981619715690613,0.9320017099380493,1,1.4996247883256917,3.706197544569028,53.71509150432626
950000,86,uav_U1,uav_U2,False,0.9974205493927002,0.980562686920166,0.981536865234375,0.8755100965499878,0.9981371164321899,0.9600720405578613,0,-3.736962353380905,270.87465481250746,5224.777174390424
950000,87,uav_U1,uav_U2,False,0.9971176385879517,0.9688112139701843,0.9613853693008423,0.8446101546287537,0.9984866380691528,0.9522677063941956,0,-5.4187681016238365,2495.4684741176748,76156.23374670783
950000,88,uav_U1,uav_U2,False,0.9980887174606323,0.9820908904075623,0.9849474430084229,0.8858961462974548,0.9975283741950989,0.9483733773231506,0,-4.4041403417965,689.2656164807428,22166.63500721359
950000,89,uav_U1,uav_U2,False,0.9978440999984741,0.9853311777114868,0.9835411906242371,0.873438835144043,0.9980111122131348,0.9506048560142517,1,1.2911445186403454,299.7846694924145,6770.58921378501
950000,90,uav_U1,uav_U2,False,0.9973199367523193,0.982500433921814,0.9867496490478516,0.8808228969573975,0.9960076808929443,0.9352925419807434,0,-7.5000917534169425,2218.3011708248378,35992.220733077425
950000,91,uav_U1,uav_U2,False,0.9978821277618408,0.9850674271583557,0.9846674203872681,0.8872133493423462,0.9974766373634338,0.9538787007331848,1,0.5159447531492636,535.276215336521,17676.869282021733
950000,92,uav_U1,uav_U2,False,0.9976896643638611,0.9869725704193115,0.9875433444976807,0.8959176540374756,0.9962598085403442,0.9520093202590942,1,0.6741728953967718,867.0223298705992,32715.027580345195
950000,93,uav_U1,uav_U2,False,0.9958201050758362,0.9719586372375488,0.9687099456787109,0.842576801776886,0.998737633228302,0.9572021961212158,0,-7.500091644502233,3047.3725816233236,41723.105765807515
950000,94,uav_U1,uav_U2,False,0.9962961673736572,0.9578109979629517,0.9697725772857666,0.8649331331253052,0.99896639585495,0.9303173422813416,0,-7.500092230446112,5595.7554516457285,41486.43224136963
950000,95,uav_U1,uav_U2,False,0.9970822334289551,0.9815146923065186,0.9836012125015259,0.8730276823043823,0.9979705214500427,0.9591829180717468,1,0.8015820249117445,1032.1253538737315,9600.631441060685
950000,96,uav_U1,uav_U2,False,0.9974664449691772,0.9850825667381287,0.9831784963607788,0.8790940642356873,0.9974353909492493,0.9566562175750732,0,-4.4408723843568625,3297.386733588438,134480.16922519365
950000,97,uav_U1,uav_U2,False,0.9968947172164917,0.9735498428344727,0.9677543640136719,0.8339374661445618,0.9988422989845276,0.9469079971313477,0,-4.573084161391695,2379.7955470461143,64905.6713874621
950000,98,uav_U1,uav_U2,False,0.9965610504150391,0.9773265719413757,0.9825943112373352,0.8886384963989258,0.9967509508132935,0.9447866678237915,0,-3.8719439687620927,1753.2272081204028,27055.779016952023
950000,99,uav_U1,uav_U2,False,0.9974401593208313,0.9821584820747375,0.984103798866272,0.877338171005249,0.9983378052711487,0.9547209739685059,0,-4.104975205885408,1126.6280405457612,14822.25198728596
950001,0,uav_U1,uav_U2,False,0.9976980686187744,0.9811907410621643,0.985041618347168,0.8679264187812805,0.9974684119224548,0.9691903591156006,1,1.2711274335853993,311.3704565027455,5662.95853049086
950001,1,uav_U1,uav_U2,False,0.9970109462738037,0.9770368337631226,0.9760614633560181,0.8579496741294861,0.9981786012649536,0.9647741913795471,0,-3.820730230143983,868.9801426817871,18479.0765151449
950001,2,uav_U1,uav_U2,False,0.9977917671203613,0.9800142049789429,0.9785599112510681,0.8735495805740356,0.9981471300125122,0.9560704231262207,0,-7.500091870472609,1518.1255013993962,29848.14474343833
950001,3,uav_U1,uav_U2,False,0.9973149299621582,0.9830194115638733,0.9829482436180115,0.8691399693489075,0.9967246651649475,0.9609578847885132,1,0.6217669225453846,466.2931311906163,13523.094310726088
950001,4,uav_U1,uav_U2,False,0.9971769452095032,0.983967661857605,0.9837582111358643,0.8688605427742004,0.9970243573188782,0.9654080271720886,0,-4.104422407759649,1373.3072119008177,41283.34424006916
950001,5,uav_U1,uav_U2,False,0.9974527955055237,0.9851945638656616,0.9858797788619995,0.8712412118911743,0.9974126815795898,0.96477210521698,0,-3.783495827627545,256.68083299190283,6749.082832158957
950001,6,uav_U1,uav_U2,False,0.9974914193153381,0.9839332699775696,0.987554669380188,0.8821200132369995,0.9971460700035095,0.9591564536094666,0,-5.396369324688219,1749.351588191689,27990.622763157462
950001,7,uav_U1,uav_U2,False,0.9980452060699463,0.982917070388794,0.9852916598320007,0.8922423720359802,0.9976907968521118,0.9537937641143799,1,0.9556798854699813,890.9019494484128,27513.779470310514
950001,8,uav_U1,uav_U2,False,0.9976927042007446,0.9855791926383972,0.9840988516807556,0.8823704719543457,0.9976140260696411,0.9666030406951904,1,0.9782715983611328,618.6612593208704,21468.26914059305
950001,9,uav_U1,uav_U2,False,0.9977471232414246,0.9837976694107056,0.9879074096679688,0.8858339786529541,0.9980389475822449,0.9524615406990051,1,0.8622338170708594,494.1975404250926,7482.715550309141
950001,10,uav_U1,uav_U2,False,0.9977304935455322,0.9817352294921875,0.981055736541748,0.8638028502464294,0.997879147529602,0.9589679837226868,0,-3.596888786032479,1435.7072389818577,27857.00212929256
950001,11,uav_U1,uav_U2,False,0.9974223971366882,0.9800804257392883,0.9765545725822449,0.8663915395736694,0.9984586238861084,0.9611886143684387,1,0.6445272736739165,1476.3875806679218,30442.592406231935
950001,12,uav_U1,uav_U2,False,0.9967606067657471,0.975071370601654,0.9781785011291504,0.8615702390670776,0.9988123178482056,0.9688699841499329,0,-6.567821418819306,2428.4344618034993,27145.228963684793
950001,13,uav_U1,uav_U2,False,0.9967268705368042,0.9763638973236084,0.9741121530532837,0.8666349053382874,0.9988641738891602,0.9649004340171814,0,-6.3255222243864395,4915.677410082902,37551.886167029974
950001,14,uav_U1,uav_U2,False,0.9970036745071411,0.9857780337333679,0.9883464574813843,0.8881866931915283,0.9958157539367676,0.9609065055847168,0,-4.944751779386976,1298.1144089295237,16760.351087290084
950001,15,uav_U1,uav_U2,False,0.9978991746902466,0.9828530550003052,0.9870800971984863,0.8815312385559082,0.9973269701004028,0.9460214972496033,1,1.1917361741520058,506.32566735310104,4652.009181606227
950001,16,uav_U1,uav_U2,False,0.9978675842285156,0.9777992367744446,0.9800644516944885,0.8741098642349243,0.9982156753540039,0.9549227952957153,0,-3.7476843463002973,1780.314804442009,59809.115236001344
950001,17,uav_U1,uav_U2,False,0.9973258376121521,0.9821465015411377,0.9862328767776489,0.8749461770057678,0.9972283244132996,0.9598823189735413,0,-3.598783545278188,394.4303782540337,8346.434315923934
950001,18,uav_U1,uav_U2,False,0.9968268871307373,0.9848612546920776,0.9876309633255005,0.8781699538230896,0.995903730392456,0.9595332145690918,0,-4.428535693483634,2533.975484671694,41693.651935926435
950001,19,uav_U1,uav_U2,False,0.9973273277282715,0.9811331033706665,0.9752180576324463,0.8581928014755249,0.9984630942344666,0.9689446091651917,0,-3.9250219849452166,2714.4922660173374,60981.53830128734
950001,20,uav_U1,uav_U2,False,0.9968631267547607,0.9748150706291199,0.9769318699836731,0.8683305382728577,0.9988495111465454,0.9601794481277466,0,-6.436787909797872,6306.587389546072,113801.06046393377
950001,21,uav_U1,uav_U2,False,0.9971853494644165,0.9803779125213623,0.9788134098052979,0.8529758453369141,0.9983687996864319,0.9689143300056458,0,-7.5000915413856735,2986.980038363779,85565.27297728318
950001,22,uav_U1,uav_U2,False,0.9976718425750732,0.9849252700805664,0.9856386184692383,0.8818469643592834,0.9964092373847961,0.9493672251701355,1,0.7164316694221424,443.44769516488884,7808.301671782786
950001,23,uav_U1,uav_U2,False,0.9979358911514282,0.9858061075210571,0.9858099818229675,0.8726507425308228,0.9975371360778809,0.9581092596054077,1,1.3445134243477308,267.74524729130053,6356.065077665273
950001,24,uav_U1,uav_U2,False,0.9980334043502808,0.983832836151123,0.9873164892196655,0.8890178203582764,0.9971029162406921,0.9573521018028259,1,1.1520981761463533,508.15066268926535,16434.164159140935
950001,25,uav_U1,uav_U2,False,0.9979361295700073,0.9806767702102661,0.978003978729248,0.8751006126403809,0.9985730648040771,0.9549820423126221,0,-7.05110845814273,2912.6507549691332,89333.47556398573
950001,26,uav_U1,uav_U2,False,0.9974119663238525,0.9819065928459167,0.9864141941070557,0.8992966413497925,0.9966598749160767,0.9535142183303833,0,-3.73632424046862,2153.517370558793,66681.87273307193
950001,27,uav_U1,uav_U2,False,0.9980413317680359,0.9850611686706543,0.9887314438819885,0.8761173486709595,0.9981185793876648,0.9565303921699524,1,1.3659598084490365,215.92431541405605,2721.814673871337
950001,28,uav_U1,uav_U2,False,0.9972279071807861,0.9862688779830933,0.9880765676498413,0.8847314119338989,0.997178316116333,0.9663652777671814,0,-4.719630801674276,1808.9245415244095,61528.587905546345
950001,29,uav_U1,uav_U2,False,0.9970236420631409,0.9847264885902405,0.9878289699554443,0.8785969018936157,0.9968452453613281,0.9624722599983215,1,0.5783055876820395,1298.5383838155133,29107.074511492632
950001,30,uav_U1,uav_U2,False,0.9980051517486572,0.9806370735168457,0.9833111763000488,0.8620818257331848,0.9979469180107117,0.9418423771858215,0,-5.352006329082621,1180.692636955899,29959.178721836262
950001,31,uav_U1,uav_U2,False,0.9977442026138306,0.9855872988700867,0.9879323244094849,0.8741272687911987,0.9967928528785706,0.9534460306167603,1,0.8927228687958737,730.4438278906566,11937.047870066932
950001,32,uav_U1,uav_U2,False,0.9974715709686279,0.9844290018081665,0.9878025054931641,0.8809278607368469,0.9973506927490234,0.9652485251426697,1,0.832568680976373,1015.0216032038612,6280.255245392509
950001,33,uav_U1,uav_U2,False,0.9974972009658813,0.9788995981216431,0.9808151721954346,0.8557035326957703,0.9980416297912598,0.9599965810775757,1,0.9325028316749442,780.7498631752197,17699.0057341556
950001,34,uav_U1,uav_U2,False,0.9970260858535767,0.9847428798675537,0.9865442514419556,0.8870497345924377,0.9948755502700806,0.9544859528541565,0,-6.109280943732111,1281.2621240795197,17457.238015593386
950001,35,uav_U1,uav_U2,False,0.9968211650848389,0.9804625511169434,0.9781185388565063,0.8566396236419678,0.9981541037559509,0.9624969363212585,0,-7.500093023488277,5980.07680849626,35194.25527960001
950001,36,uav_U1,uav_U2,False,0.9973700046539307,0.978645384311676,0.9765450358390808,0.8628600239753723,0.997999370098114,0.9579498171806335,0,-4.074434133985954,2027.7531915726663,54437.21992911505
