test_seed,selected_uav,resource_level,reward,success_rate,mean_latency_ms,mean_energy_mJ
950000,uav_U3,0.98,-226.7258526985447,0.47,1478.0295661398363,31040.951229235605
950001,uav_U3,0.98,-238.43499682269234,0.46,1554.7732166381165,29141.42719136316
950002,uav_U3,0.98,-182.49521557401573,0.51,1302.1627604040607,25510.992010537462
950003,uav_U3,0.98,-200.56421175602756,0.53,1630.1415219294151,30575.454815777644
950004,uav_U3,0.98,-210.66709822211936,0.51,1709.6566004487343,38601.92330752753
950005,uav_U3,0.98,-249.19107675282723,0.47,1744.630065226753,42006.64054369984
950006,uav_U3,0.98,-218.17931402269602,0.51,1798.1218292518843,43287.00569704264
950007,uav_U3,0.98,-124.93477336854262,0.62,1327.5980009503778,28424.920383907443
950008,uav_U3,0.98,-260.4316441293345,0.42,1878.3391744773623,41760.179514634285
950009,uav_U3,0.98,-179.67023839378322,0.55,1653.6059807656989,37481.27557664932
950010,uav_U3,0.98,-176.28238284337203,0.57,1464.4862657207223,32629.55397784988
950011,uav_U3,0.98,-175.8019464129638,0.56,1571.4886678545035,38476.11035794704
950012,uav_U3,0.98,-241.63693462150133,0.44,1673.6523678329534,35421.78285739232
950013,uav_U3,0.98,-210.42475951354123,0.48,1544.2134777592787,32125.866183809085
950014,uav_U3,0.98,-141.5993652729143,0.62,1507.3405137181294,32010.03648862041
950015,uav_U3,0.98,-217.70057839003047,0.51,1638.38078823455,37495.944655437284
950016,uav_U3,0.98,-225.78685176588942,0.48,1549.2313333070697,29083.0308444688
950017,uav_U3,0.98,-253.7940741077829,0.43,1941.5899940986963,41206.032077604614
950018,uav_U3,0.98,-197.44486710436948,0.51,1401.5375816761953,28373.570499278183
950019,uav_U3,0.98,-200.19873904760135,0.53,1695.1833434030686,38635.184118761885
950020,uav_U3,0.98,-168.93846029186682,0.54,1277.2449939801113,27130.017607218273
950021,uav_U3,0.98,-181.01772574530625,0.54,1440.1490128201967,29479.04419322262
950022,uav_U3,0.98,-184.6738874223604,0.54,1480.2757624600035,27697.87328568204
950023,uav_U3,0.98,-200.29981636260516,0.5,1970.5124950377365,44556.18612301534
950024,uav_U3,0.98,-188.4449947069797,0.54,1547.0569987583729,30647.715152287954
950025,uav_U3,0.98,-239.47055654386108,0.46,1695.5444729148335,38393.398376677294
950026,uav_U3,0.98,-258.1713832216925,0.45,1810.5696860491162,42102.147557634285
950027,uav_U3,0.98,-231.6641167027757,0.48,1596.596778832548,30345.792215655427
950028,uav_U3,0.98,-235.13013397402545,0.46,1819.752401130302,39861.19920052823
950029,uav_U3,0.98,-260.8945393808895,0.45,1682.041545548917,36877.56793946194
950000,uav_U4,0.98,-338.31119068260506,0.32,2199.8750153643687,65014.66462072566
950001,uav_U4,0.98,-339.4533555984861,0.33,2232.017775252328,61016.12685521443
950002,uav_U4,0.98,-251.06160461005058,0.45,1895.1663087051909,53421.10905969609
950003,uav_U4,0.98,-284.51287832995786,0.41,2340.7400372915017,64020.04769555506
950004,uav_U4,0.98,-297.0459791754126,0.41,2607.693728291663,80867.23008713298
950005,uav_U4,0.98,-335.1418066409688,0.36,2722.1693754218163,88013.45806686585
950006,uav_U4,0.98,-299.5370709874278,0.42,2805.441420036944,90695.29022519803
950007,uav_U4,0.98,-213.84445489368954,0.51,1988.689356882719,59539.0322651565
950008,uav_U4,0.98,-315.3491479973931,0.38,2849.847089159509,87483.05383984343
950009,uav_U4,0.98,-261.02470298265115,0.46,2525.620066502244,78521.63017264789
950010,uav_U4,0.98,-264.0827777805468,0.46,2223.495717610044,68351.70511190122
950011,uav_U4,0.98,-284.2458735684187,0.41,2466.8975667482077,80617.24918720796
950012,uav_U4,0.98,-327.95662728418233,0.34,2497.371247922816,74189.98255768124
950013,uav_U4,0.98,-309.21888294296525,0.36,2291.24998537016,67285.24154257803
950014,uav_U4,0.98,-218.2601774679954,0.52,2251.79254642391,67047.36624009037
950015,uav_U4,0.98,-296.2264129568988,0.43,2510.725764603896,78552.1408084432
950016,uav_U4,0.98,-329.4780791109166,0.34,2225.1214453688085,60893.86547335674
950017,uav_U4,0.98,-336.0971681620337,0.34,2899.9176767608187,86309.14785934419
950018,uav_U4,0.98,-280.38299168929797,0.41,2061.274734798136,59424.0863448682
950019,uav_U4,0.98,-300.1405352267599,0.41,2594.0442503122717,80939.22082135774
950020,uav_U4,0.98,-267.3309433277551,0.41,1908.1891429507266,56825.21187436364
950021,uav_U4,0.98,-257.64197848436527,0.46,2125.574825116589,61738.48724906344
950022,uav_U4,0.98,-288.98808667940796,0.38,2123.9883518748816,57994.67656945284
950023,uav_U4,0.98,-307.8693670259799,0.35,3007.11342147435,93341.97734603361
950024,uav_U4,0.98,-273.3528993416259,0.42,2259.564979555829,64182.12373831326
950025,uav_U4,0.98,-333.8850699484687,0.33,2588.767008510269,80432.1766279372
950026,uav_U4,0.98,-347.43392006330026,0.33,2790.153965781792,88205.37854266887
950027,uav_U4,0.98,-335.65384379277623,0.34,2301.884006780997,63540.05237860096
950028,uav_U4,0.98,-341.1539625985423,0.31,2746.9602634203325,83499.61007235381
950029,uav_U4,0.98,-352.31859560905934,0.34,2539.8463961623092,77249.48277759859
950000,uav_U5,0.98,-336.3934509621775,0.32,2168.805200877283,63555.69949938549
950001,uav_U5,0.98,-337.48019522145586,0.33,2202.8653308434873,59647.3014274506
950002,uav_U5,0.98,-249.42676639723342,0.45,1869.6356937048652,52222.53786016177
950003,uav_U5,0.98,-279.18341599824316,0.42,2310.1504083338373,62583.80470805273
950004,uav_U5,0.98,-295.165100614805,0.41,2569.056096224366,79052.19297724389
950005,uav_U5,0.98,-329.63181097736884,0.37,2680.1145761755524,86037.74635664205
950006,uav_U5,0.98,-297.8760195986934,0.42,2762.1074057911796,88659.3942553727
950007,uav_U5,0.98,-212.3782726273722,0.51,1960.2382260835577,58202.87021657262
950008,uav_U5,0.98,-313.8323408806841,0.38,2808.053250318007,85519.5361790882
950009,uav_U5,0.98,-259.3177846219612,0.46,2488.105686385593,76759.19789403412
950010,uav_U5,0.98,-262.56566702469064,0.46,2190.8386714624476,66817.6564733048
950011,uav_U5,0.98,-278.49540977535764,0.42,2428.381513502687,78807.5452392129
950012,uav_U5,0.98,-326.3700740758451,0.34,2461.920076545347,72525.12351141474
950013,uav_U5,0.98,-303.33146454408825,0.37,2259.0951219488234,65775.35930803558
950014,uav_U5,0.98,-208.83512728003032,0.54,2219.7562458004004,65542.72595647926
950015,uav_U5,0.98,-294.5507656367839,0.43,2473.1923143363083,76789.02744244943
950016,uav_U5,0.98,-327.58960987065143,0.34,2196.029420957869,59527.78296213281
950017,uav_U5,0.98,-334.3622556339598,0.34,2858.6808862356493,84372.24369796115
950018,uav_U5,0.98,-278.7700359679802,0.41,2032.8793815036895,58090.65511130682
950019,uav_U5,0.98,-298.5770076841142,0.41,2555.371908447018,79122.52079817263
950020,uav_U5,0.98,-265.5414973675967,0.41,1881.036275328841,55549.98367675514
950021,uav_U5,0.98,-256.01429955519404,0.46,2096.075778722892,60353.13998768292
950022,uav_U5,0.98,-287.3935920878764,0.38,2096.2740114695034,56693.61170271695
950023,uav_U5,0.98,-306.11800357172626,0.35,2962.5302567805024,91246.92716365967
950024,uav_U5,0.98,-267.954218834075,0.43,2228.8941244007424,62742.02383706118
950025,uav_U5,0.98,-332.2176419002115,0.33,2550.335339887235,78626.86755212377
950026,uav_U5,0.98,-337.9533472870119,0.35,2748.008144921388,86225.52603908567
950027,uav_U5,0.98,-333.80194628495275,0.34,2271.5293998767806,62114.56039972917
950028,uav_U5,0.98,-339.4111316922623,0.31,2707.063806434688,81625.60635803804
950029,uav_U5,0.98,-350.54735950215314,0.34,2502.937871944051,75515.7551258989
950000,uav_U6,0.98,-448.853870116981,0.23,3747.8561170654716,137855.7994403399
950001,uav_U6,0.98,-461.6104200614492,0.2,3684.3636471442983,129356.88498074102
950002,uav_U6,0.98,-362.7809772504116,0.34,3166.8772837813,113261.63031487087
950003,uav_U6,0.98,-413.7517533077229,0.24,3864.619573596127,135726.7265819781
950004,uav_U6,0.98,-436.0113711100907,0.23,4533.44393842978,171485.89807604929
950005,uav_U6,0.98,-453.2952670628292,0.21,4818.389119817552,186654.08684077428
950006,uav_U6,0.98,-428.7453543968128,0.25,4965.512860652455,192340.7247308736
950007,uav_U6,0.98,-357.9919809639396,0.3,3406.3684036234226,126249.05347807154
950008,uav_U6,0.98,-420.7879532101489,0.27,4933.126665056976,185514.89411015308
950009,uav_U6,0.98,-397.1777281779117,0.28,4395.550509935671,166513.94437803578
950010,uav_U6,0.98,-381.59446813596463,0.31,3851.1195510813827,144941.56162094817
950011,uav_U6,0.98,-402.1771219001825,0.29,4386.974324093269,170969.69166081108
950012,uav_U6,0.98,-440.320702906744,0.23,4263.8021687201135,157310.70584203562
950013,uav_U6,0.98,-421.88498954462625,0.24,3893.2561341564306,142668.48824884195
950014,uav_U6,0.98,-362.9128494644265,0.3,3848.224066513031,142168.9381328888
950015,uav_U6,0.98,-409.5072339774336,0.29,4381.387082625099,166578.42348503138
950016,uav_U6,0.98,-446.19341709433655,0.22,3674.5533827632967,129097.69283271399
950017,uav_U6,0.98,-443.0686533330292,0.24,4954.977774635287,183012.20463175845
950018,uav_U6,0.98,-407.3362711456403,0.26,3476.0607931985596,125997.75596136705
950019,uav_U6,0.98,-418.08869749409695,0.26,4521.557740147596,171640.9261350403
950020,uav_U6,0.98,-388.7733795323101,0.28,3261.2152768817887,120493.0116295403
950021,uav_U6,0.98,-380.95690687042924,0.31,3595.440794471823,130904.14963305097
950022,uav_U6,0.98,-413.8894596164789,0.23,3504.448545201496,122952.35782357995
950023,uav_U6,0.98,-433.63999480257667,0.22,5229.928712182409,197940.84078882847
950024,uav_U6,0.98,-406.3494120335527,0.25,3787.5350819613072,136081.37088863895
950025,uav_U6,0.98,-445.4281577941269,0.22,4504.198022676384,170565.1574665472
950026,uav_U6,0.98,-460.8589452513198,0.19,4890.772335522933,187052.7238658987
950027,uav_U6,0.98,-450.5513777485478,0.22,3814.3453340135616,134710.0036744034
950028,uav_U6,0.98,-447.5573109723788,0.22,4735.280788753066,177062.27404894933
950029,uav_U6,0.98,-449.8051183123298,0.25,4379.330771378165,163808.63633321435
950000,uav_U7,0.98,-336.3947724214409,0.32,2168.824002038956,63555.701635587604
950001,uav_U7,0.98,-337.4816858769588,0.33,2202.8835918356713,59647.303491628794
950002,uav_U7,0.98,-249.42798220734716,0.45,1869.652841799671,52222.53982607245
950003,uav_U7,0.98,-279.184539992017,0.42,2310.169949780949,62583.80691301999
950004,uav_U7,0.98,-295.1662906900718,0.41,2569.0752926006667,79052.19518438244
950005,uav_U7,0.98,-329.6329806942968,0.37,2680.1345788553863,86037.74863671241
950006,uav_U7,0.98,-297.87706452052555,0.42,2762.127498244814,88659.39655590449
950007,uav_U7,0.98,-212.37932715758566,0.51,1960.2544680081503,58202.87203649751
950008,uav_U7,0.98,-313.8335993803574,0.38,2808.0727373544937,85519.53833296061
950009,uav_U7,0.98,-259.31904960677815,0.46,2488.1233685374023,76759.19987665335
950010,uav_U7,0.98,-262.5667554932814,0.46,2190.8551645407397,66817.65837861868
950011,uav_U7,0.98,-278.49658531986563,0.42,2428.398405835386,78807.54720032623
950012,uav_U7,0.98,-326.3713790154147,0.34,2461.9406057055626,72525.12589378389
950013,uav_U7,0.98,-303.33280742617035,0.37,2259.1147829654074,65775.36154957181
950014,uav_U7,0.98,-208.83623665999568,0.54,2219.773903457601,65542.72797042015
950015,uav_U7,0.98,-294.5519165370035,0.43,2473.2112817905704,76789.02963457537
950016,uav_U7,0.98,-327.5909266136187,0.34,2196.0470856267425,59527.784942887345
950017,uav_U7,0.98,-334.363441348299,0.34,2858.70274255499,84372.24617634932
950018,uav_U7,0.98,-278.7712104006709,0.41,2032.896251994674,58090.656993168035
950019,uav_U7,0.98,-298.57820913902054,0.41,2555.3909286207386,79122.52292783113
950020,uav_U7,0.98,-265.5428226448711,0.41,1881.0515572096901,55549.98542396372
950021,uav_U7,0.98,-256.01541954217754,0.46,2096.0927885628685,60353.14192699948
950022,uav_U7,0.98,-287.39482487668386,0.38,2096.292770376675,56693.61380703851
950023,uav_U7,0.98,-306.1190820932758,0.35,2962.548154779068,91246.92919307643
950024,uav_U7,0.98,-267.9553447074656,0.43,2228.9134613521055,62742.026014202645
950025,uav_U7,0.98,-332.2189303987616,0.33,2550.3547459568167,78626.86974330853
950026,uav_U7,0.98,-337.95455155827324,0.35,2748.0289946136613,86225.52843612521
950027,uav_U7,0.98,-333.80321593171345,0.34,2271.547107250538,62114.56239449489
950028,uav_U7,0.98,-339.4124170419632,0.31,2707.0846226536046,81625.60867906836
950029,uav_U7,0.98,-350.5486781013505,0.34,2502.956702097853,75515.75728072999
950000,uav_U8,0.98,-442.19793382105354,0.23,3548.045158184851,128462.72582863782
950001,uav_U8,0.98,-454.17516753620964,0.2,3496.8906941200803,120544.14725229055
950002,uav_U8,0.98,-347.6427968900556,0.36,3002.709196694099,105545.0209876594
950003,uav_U8,0.98,-407.2313219429571,0.24,3667.9089026113065,126479.94326492277
950004,uav_U8,0.98,-425.80557362678866,0.24,4284.914587224963,159800.365153614
950005,uav_U8,0.98,-439.4320320459826,0.23,4547.868929238382,173934.1007096095
950006,uav_U8,0.98,-413.9671403301998,0.27,4686.757899558245,179233.26096871853
950007,uav_U8,0.98,-340.15665714575624,0.33,3223.3867484695775,117646.60599511045
950008,uav_U8,0.98,-413.70606734759076,0.27,4664.280485579126,172873.41412827966
950009,uav_U8,0.98,-379.509708945532,0.31,4154.234951544891,155167.08885001866
950010,uav_U8,0.98,-371.94846138553487,0.32,3641.0623738247523,135065.08310876857
950011,uav_U8,0.98,-391.74276013470904,0.3,4139.20045384322,159318.49175188254
950012,uav_U8,0.98,-425.06314432840253,0.25,4035.803638805512,146592.05033699766
950013,uav_U8,0.98,-411.8970150518318,0.25,3686.469596785358,132947.60168676035
950014,uav_U8,0.98,-348.62393397421624,0.32,3642.1771507673625,132481.7975686477
950015,uav_U8,0.98,-400.61953234989676,0.3,4139.963957695689,155227.18546446096
950016,uav_U8,0.98,-439.0001512856761,0.22,3487.462368217624,120302.6135428006
950017,uav_U8,0.98,-432.413811312771,0.25,4689.746018694972,170542.0713331573
950018,uav_U8,0.98,-388.01572695087197,0.29,3293.445683080288,117412.89072528636
950019,uav_U8,0.98,-400.8695810921203,0.29,4272.802835317604,159944.6861390924
950020,uav_U8,0.98,-377.52702672032376,0.29,3086.5807289711875,112282.86717302918
950021,uav_U8,0.98,-366.13074693290883,0.33,3405.721544383488,121985.03967497652
950022,uav_U8,0.98,-398.7183990753099,0.25,3326.240275689189,114575.87613342774
950023,uav_U8,0.98,-425.7136271414587,0.22,4943.105509497102,184452.5275866812
950024,uav_U8,0.98,-399.30232257181865,0.25,3590.299040965913,126809.75568754504
950025,uav_U8,0.98,-437.54872515284546,0.22,4256.997185449309,158942.2553152709
950026,uav_U8,0.98,-442.8282749980779,0.22,4619.676154109848,174306.07989256695
950027,uav_U8,0.98,-443.5930104532794,0.22,3619.1260752044245,125532.43493722413
950028,uav_U8,0.98,-440.5072153349998,0.22,4478.66604974166,164997.10410012276
950029,uav_U8,0.98,-443.9914738531553,0.25,4141.929416038151,152646.58876854868
950000,uav_U9,0.98,-382.9256894254875,0.28,2695.57400866923,88346.5748580563
950001,uav_U9,0.98,-406.8752469825974,0.23,2697.0875940451,82906.51071406812
950002,uav_U9,0.98,-286.62921249093574,0.42,2302.3847223796647,72588.761520972
950003,uav_U9,0.98,-325.70362567507715,0.36,2828.7135365625395,86988.57700947892
950004,uav_U9,0.98,-343.8217290931935,0.36,3224.3939734938526,109893.50589443065
950005,uav_U9,0.98,-365.1595690893245,0.34,3393.467194907502,119609.26765006041
950006,uav_U9,0.98,-345.71981029743654,0.36,3497.19107367248,123253.5764933977
950007,uav_U9,0.98,-264.65620669492927,0.44,2442.6698536752106,80907.07250863906
950008,uav_U9,0.98,-353.675672945439,0.34,3517.0038150205514,118883.86178648958
950009,uav_U9,0.98,-318.7103707929907,0.38,3124.4517136929003,106706.65369002368
950010,uav_U9,0.98,-311.0479973902684,0.4,2744.7223010456473,92884.37946872874
950011,uav_U9,0.98,-331.77554852962123,0.36,3081.7975319102206,109558.25144915377
950012,uav_U9,0.98,-372.6623636052671,0.29,3063.0297008032376,100814.57165905606
950013,uav_U9,0.98,-354.6338837683607,0.31,2804.247533092169,91431.42121651124
950014,uav_U9,0.98,-274.8434182055115,0.43,2763.0192504369106,91109.72987939305
950015,uav_U9,0.98,-359.2615492688611,0.33,3109.7820378949996,106748.04330613959
950016,uav_U9,0.98,-392.1690708442723,0.25,2689.262293822149,82740.38931161995
950017,uav_U9,0.98,-374.1455514275916,0.31,3558.0178719651967,117284.32744774448
950018,uav_U9,0.98,-323.87133597109886,0.36,2514.3239340890937,80748.45101069589
950019,uav_U9,0.98,-355.0301544025585,0.33,3211.3105959560535,109992.09509334445
950020,uav_U9,0.98,-314.13504720142015,0.36,2341.4675862173976,77218.79109362014
950021,uav_U9,0.98,-300.46205491356017,0.41,2596.265780354653,83893.09917435715
950022,uav_U9,0.98,-332.8742336969302,0.33,2566.0286159435996,78801.41832178332
950023,uav_U9,0.98,-370.3212247708075,0.26,3718.976903923896,126846.285820773
950024,uav_U9,0.98,-315.6504792337904,0.37,2748.850246924111,87212.33527954968
950025,uav_U9,0.98,-390.37609937263,0.25,3202.1603392654492,109302.8808875996
950026,uav_U9,0.98,-372.9789861069959,0.32,3462.854471214916,119867.40115764158
950027,uav_U9,0.98,-397.7629176201874,0.25,2786.2136416166427,86336.66268689091
950028,uav_U9,0.98,-382.3400528286173,0.27,3383.6906125120904,113468.88375423169
950029,uav_U9,0.98,-392.4415516329538,0.3,3128.917317878885,104975.44575387171
950000,uav_U10,0.98,-368.85876941462925,0.28,2442.255303699435,76420.1650792028
950001,uav_U10,0.98,-369.68724655166835,0.29,2459.4235485403497,71716.95612268722
950002,uav_U10,0.98,-270.8895414280522,0.43,2094.2883793843916,62790.967060371266
950003,uav_U10,0.98,-306.8755453750071,0.38,2579.3463584592487,75247.91447184054
950004,uav_U10,0.98,-322.7363430668777,0.38,2909.225219511506,95056.34545046589
950005,uav_U10,0.98,-354.3699364391536,0.34,3050.3929265000643,103458.65599602692
950006,uav_U10,0.98,-319.21693419372883,0.4,3143.6628851952205,106610.9821151691
950007,uav_U10,0.98,-249.21667694257894,0.45,2210.667342041599,69984.51998562987
950008,uav_U10,0.98,-334.88497587977906,0.36,3176.044554325211,102832.92738718135
950009,uav_U10,0.98,-294.13642346681024,0.41,2818.411541435545,92299.50980443633
950010,uav_U10,0.98,-283.62900863815946,0.44,2478.3469162524752,80344.18230386291
950011,uav_U10,0.98,-309.89834938416215,0.38,2767.5411172685835,94764.67887188363
950012,uav_U10,0.98,-352.32421047050684,0.31,2773.956208246939,87205.06600737682
950013,uav_U10,0.98,-342.6894366740469,0.31,2542.089388732022,79088.78711608789
950014,uav_U10,0.98,-240.90974184225072,0.49,2501.759429331119,78809.93868279399
950015,uav_U10,0.98,-327.8887550716174,0.38,2803.6314507769207,92335.33920281388
950016,uav_U10,0.98,-355.334834964814,0.31,2452.071059816169,71573.25406877586
950017,uav_U10,0.98,-357.0441088072479,0.32,3221.696099144288,101450.95977284233
950018,uav_U10,0.98,-296.1871038222593,0.4,2282.7996221974795,69848.22405402272
950019,uav_U10,0.98,-323.6348881408879,0.38,2895.851868194643,95141.33822381697
950020,uav_U10,0.98,-288.87489453422205,0.39,2120.0439145090536,66794.34707051741
950021,uav_U10,0.98,-273.21633813868107,0.45,2355.724127279356,72568.48045473824
950022,uav_U10,0.98,-305.1584794322098,0.37,2340.138141242561,68165.78198356145
950023,uav_U10,0.98,-333.3603587400699,0.32,3355.1597414207117,109720.11864500726
950024,uav_U10,0.98,-296.25663315815547,0.39,2498.811840090944,75440.14295336789
950025,uav_U10,0.98,-362.4691986370877,0.29,2888.68267749555,94545.24286041879
950026,uav_U10,0.98,-362.43109697405987,0.32,3119.066104571105,103682.94423026254
950027,uav_U10,0.98,-361.22597540291633,0.31,2538.7027865724745,74683.87812137922
950028,uav_U10,0.98,-357.83560156538095,0.3,3058.2887562850037,98149.69776007548
950029,uav_U10,0.98,-377.23872234398874,0.31,2827.8704057560312,90802.95737678306
