method,saved_episode,test_seed,step,reward,success,latency_ms,energy_mJ,selected_agent,selected_cpu_fraction,selected_bandwidth_fraction,mean_cpu_fraction,mean_bandwidth_fraction,selection_score_gap,selection_entropy,low_resource_action,near_saturated_resource
MADDPG Seed 42,30,970020,37,-4.19891282495375,0,1173.8851842383137,40345.92029401221,uav_U1,0.9999997615814209,0.9999996423721313,0.5393913388252258,0.7544205188751221,0.0007053613662719727,0.9675419088397261,0,1
MADDPG Seed 42,30,970020,38,1.2801574652772887,1,396.20976360278263,8040.466138884609,uav_U1,0.9999998807907104,0.9999997615814209,0.7338504195213318,0.7598875761032104,0.00043004751205444336,0.9660004511981022,0,1
MADDPG Seed 42,30,970020,39,1.062939267003032,1,152.06507937195914,3899.0763801402904,uav_U1,0.9999998807907104,0.9999997615814209,0.5088359713554382,0.6452787518501282,0.0004775524139404297,0.9748558338732283,0,1
MADDPG Seed 42,30,970020,40,-4.069092803362916,0,1481.1366961005756,37479.6879289159,uav_U1,0.9999997615814209,0.9999995231628418,0.5882498025894165,0.7693581581115723,0.0005964040756225586,0.9688187083412284,0,1
MADDPG Seed 42,30,970020,41,-4.645939954998907,0,3982.693790707242,132292.24142536934,uav_U1,1.0,0.9999998807907104,0.4558674395084381,0.5232879519462585,4.410743713378906e-05,0.9623507367524813,0,1
MADDPG Seed 42,30,970020,42,1.49901256202599,1,9.82835616473505,289.42223434846966,uav_U1,1.0,1.0,0.6974955797195435,0.8534961938858032,0.00025957822799682617,0.9597112998785218,0,1
MADDPG Seed 42,30,970020,43,-4.722189304826841,0,2377.6439548213034,50471.86747980485,uav_U1,0.9999998807907104,0.9999998807907104,0.6126314401626587,0.6023625731468201,0.0005756616592407227,0.9688095964803791,0,1
MADDPG Seed 42,30,970020,44,-4.3473022355947695,0,1043.6736326315595,20337.834670922057,uav_U1,1.0,1.0,0.5211993455886841,0.79470294713974,0.00018996000289916992,0.9644087747779341,0,1
MADDPG Seed 42,30,970020,45,1.2780277671017621,1,11.098381180437837,256.5070918245288,uav_U1,0.9999998807907104,0.9999997615814209,0.5201020836830139,0.6013602018356323,0.0003625154495239258,0.967422108578333,0,1
MADDPG Seed 42,30,970020,46,0.9738608116295273,1,623.3657237805555,14121.580269798098,uav_U1,1.0,0.9999998807907104,0.5801349878311157,0.7957992553710938,0.0003154277801513672,0.9715370456466326,0,1
MADDPG Seed 42,30,970020,47,1.3549807486711845,1,246.52100129198413,5984.65182394395,uav_U1,0.9999998807907104,0.9999997615814209,0.6210960745811462,0.743681788444519,0.0005523562431335449,0.9732609475929882,0,1
MADDPG Seed 42,30,970020,48,0.8463939639142608,1,974.3891225225407,21769.683852297272,uav_U1,0.9999998807907104,0.9999996423721313,0.7100228071212769,0.5873430967330933,0.0006234049797058105,0.9611761350539132,0,1
MADDPG Seed 42,30,970020,49,-7.500091966882123,0,4158.885286901699,170954.50161809474,uav_U1,1.0,1.0,0.5733124613761902,0.5753592252731323,0.00028461217880249023,0.9719203650655411,0,1
MADDPG Seed 42,30,970020,50,-5.138103727940024,0,3081.197456448424,62443.019162478035,uav_U1,1.0,0.9999998807907104,0.45737162232398987,0.6998194456100464,0.0003465414047241211,0.9640194498143749,0,1
MADDPG Seed 42,30,970020,51,-7.500092030512151,0,6180.051281806593,192654.77943593077,uav_U1,1.0,1.0,0.4642419219017029,0.626664400100708,0.00019747018814086914,0.963893229832838,0,1
MADDPG Seed 42,30,970020,52,-6.76112680941786,0,6506.598940753153,61553.88327091463,uav_U1,1.0,0.9999998807907104,0.45352092385292053,0.6586251258850098,0.00034558773040771484,0.9636701963297778,0,1
MADDPG Seed 42,30,970020,53,0.6182986403518262,1,1657.4254900844478,52474.47563249633,uav_U1,1.0,0.9999998807907104,0.7234925031661987,0.7426760196685791,0.00035250186920166016,0.9621365044786504,0,1
MADDPG Seed 42,30,970020,54,-4.620620787520957,0,973.3226861350835,27428.991836494897,uav_U1,0.9999997615814209,0.9999995231628418,0.7477285861968994,0.7199879884719849,0.0010881423950195312,0.9752957917908248,0,1
MADDPG Seed 42,30,970020,55,-6.6068824457376705,0,5876.817092360265,193786.8154569056,uav_U1,1.0,1.0,0.46632567048072815,0.6342810988426208,0.00025528669357299805,0.9670866264288831,0,1
MADDPG Seed 42,30,970020,56,0.5360782959093471,1,534.9254679665142,18043.908273275916,uav_U1,0.9999998807907104,0.9999998807907104,0.5237144231796265,0.7722851037979126,0.0004386305809020996,0.9770149307190092,0,1
MADDPG Seed 42,30,970020,57,-5.784566894753424,0,3642.4817867392167,33640.078881560854,uav_U1,1.0,0.9999998807907104,0.4492426812648773,0.7178207635879517,0.00023561716079711914,0.9616937508764751,0,1
MADDPG Seed 42,30,970020,58,0.8374769683596848,1,951.9131862576518,24245.42136768289,uav_U1,0.9999998807907104,0.9999998807907104,0.6027053594589233,0.7585088014602661,0.0003884434700012207,0.9756166742541412,0,1
MADDPG Seed 42,30,970020,59,0.6948036893922398,1,392.08559399351594,6179.924107462767,uav_U1,0.9999997615814209,0.9999996423721313,0.6264174580574036,0.7564233541488647,0.0006104707717895508,0.9710146668058995,0,1
MADDPG Seed 42,30,970020,60,1.2647354499492847,1,357.22653882294617,5762.295950909093,uav_U1,0.9999998807907104,0.9999996423721313,0.6482419967651367,0.7393413782119751,0.0006669163703918457,0.974172858485027,0,1
MADDPG Seed 42,30,970020,61,0.9607402548446196,1,545.097796278784,5322.682345894107,uav_U1,0.9999998807907104,0.9999998807907104,0.6230551600456238,0.779532790184021,0.00042122602462768555,0.9711774377747068,0,1
MADDPG Seed 42,30,970020,62,1.4303990239895812,1,56.37151346956768,1034.0465648569093,uav_U1,1.0,1.0,0.4782072901725769,0.6686739921569824,0.00010073184967041016,0.9745177631269462,0,1
MADDPG Seed 42,30,970020,63,0.7852479027865911,1,683.9296889597291,23253.839220338636,uav_U1,1.0,1.0,0.5330810546875,0.7612417340278625,0.00015628337860107422,0.9730298376678116,0,1
MADDPG Seed 42,30,970020,64,0.6835706643569737,1,517.5578972873524,21010.426843662393,uav_U1,0.9999998807907104,0.9999997615814209,0.5807162523269653,0.7067241668701172,0.0006403326988220215,0.9779154517849865,0,1
MADDPG Seed 42,30,970020,65,-4.971773187765861,0,2508.756233543719,58078.42908202772,uav_U1,1.0,1.0,0.45945510268211365,0.755288302898407,0.0001665353775024414,0.9646560375473435,0,1
MADDPG Seed 42,30,970020,66,-3.7643313279159747,0,2300.915511217953,74447.63779167432,uav_U1,0.9999998807907104,0.9999998807907104,0.7138112783432007,0.6941760182380676,0.0006051063537597656,0.9681390463569723,0,1
MADDPG Seed 42,30,970020,67,0.7705573467591311,1,526.5907853611502,6432.260493075249,uav_U1,1.0,0.9999998807907104,0.6251826286315918,0.773148238658905,0.00027114152908325195,0.9723025455018436,0,1
MADDPG Seed 42,30,970020,68,0.9660525058585285,1,213.00824512740658,4115.257309359413,uav_U1,0.9999998807907104,0.9999998807907104,0.5629714131355286,0.8100573420524597,0.0004032254219055176,0.972031053466085,0,1
MADDPG Seed 42,30,970020,69,1.2749803822399932,1,291.50601066726773,6594.3273524326505,uav_U1,1.0,0.9999998807907104,0.5350351333618164,0.6868430376052856,0.00040596723556518555,0.9756413176959836,0,1
MADDPG Seed 42,30,970020,70,1.3066546333185396,1,297.2234381291032,7633.316282307331,uav_U1,0.9999998807907104,0.9999998807907104,0.6139102578163147,0.6885886192321777,0.0002250075340270996,0.9614943253765242,0,1
MADDPG Seed 42,30,970020,71,1.4492834336714917,1,88.84569005913568,1761.6882676360244,uav_U1,0.9999998807907104,0.9999998807907104,0.5278459787368774,0.7108210325241089,0.00046455860137939453,0.9763700594761776,0,1
MADDPG Seed 42,30,970020,72,1.042322033514123,1,746.3225401278676,19912.705690719085,uav_U1,1.0,1.0,0.570771336555481,0.8197809457778931,0.00018519163131713867,0.9660175359371945,0,1
MADDPG Seed 42,30,970020,73,1.0556498046683804,1,710.8115655375096,6056.510682391854,uav_U1,0.9999997615814209,0.9999996423721313,0.7394905686378479,0.7198979258537292,0.000931084156036377,0.970332623312558,0,1
MADDPG Seed 42,30,970020,74,-3.6781214624695373,0,693.859347389832,24557.3363535828,uav_U1,0.9999998807907104,0.9999998807907104,0.4938696324825287,0.7656000256538391,0.0004819631576538086,0.9782818935525492,0,1
MADDPG Seed 42,30,970020,75,0.7419635867168184,1,400.19452535007537,7782.7003849703815,uav_U1,0.9999998807907104,0.9999997615814209,0.6688591837882996,0.572597861289978,0.00048530101776123047,0.9640261801661385,0,1
MADDPG Seed 42,30,970020,76,1.3592287541333266,1,175.00496136617548,5771.133654226459,uav_U1,0.9999998807907104,0.9999998807907104,0.5469169616699219,0.7297028303146362,0.00036776065826416016,0.9690994157817096,0,1
MADDPG Seed 42,30,970020,77,0.7336135419535612,1,38.31909289474937,1322.9762734700498,uav_U1,0.9999998807907104,0.9999997615814209,0.6259133219718933,0.7055307626724243,0.0007382035255432129,0.9790746254464346,0,1
MADDPG Seed 42,30,970020,78,0.7406207618978802,1,999.9810762038728,23289.14286748443,uav_U1,0.9999998807907104,0.9999997615814209,0.709899365901947,0.59276282787323,0.0004659891128540039,0.9645588098503269,0,1
MADDPG Seed 42,30,970020,79,-5.9945975322097675,0,3518.9665879875224,52604.58010977586,uav_U1,1.0,0.9999998807907104,0.46345192193984985,0.7165342569351196,0.0003503561019897461,0.9685119078446789,0,1
MADDPG Seed 42,30,970020,80,-5.265920882649008,0,1590.3514899561296,32508.37925377026,uav_U1,0.9999998807907104,0.9999998807907104,0.5563872456550598,0.6991514563560486,0.0005673766136169434,0.9710434520026734,0,1
MADDPG Seed 42,30,970020,81,-4.287234597808997,0,666.6036110671732,3245.323296654131,uav_U1,0.9999998807907104,0.9999998807907104,0.5957949757575989,0.8488532304763794,0.000406801700592041,0.9648875616480133,0,1
MADDPG Seed 42,30,970020,82,-5.490443510467221,0,5364.690632381311,190308.13261224536,uav_U1,0.9999998807907104,0.9999998807907104,0.4594518542289734,0.5046918988227844,4.5180320739746094e-05,0.9644829121912076,0,1
MADDPG Seed 42,30,970020,83,1.3354119346598063,1,301.85030685726946,10597.53876503412,uav_U1,0.9999998807907104,0.9999997615814209,0.5510854721069336,0.6068302989006042,0.00042325258255004883,0.9613357997065218,0,1
MADDPG Seed 42,30,970020,84,1.1777318931400858,1,627.9210402573971,16770.655220678946,uav_U1,1.0,1.0,0.6001590490341187,0.7826966047286987,0.00015151500701904297,0.970389261811246,0,1
MADDPG Seed 42,30,970020,85,-6.414044480836083,0,2923.7225082693844,107970.62266188611,uav_U1,1.0,0.9999998807907104,0.46405401825904846,0.5827504396438599,0.000324249267578125,0.9714355726508113,0,1
MADDPG Seed 42,30,970020,86,-5.277038432761033,0,3832.1857160905656,70897.88106106223,uav_U1,1.0,1.0,0.5213261246681213,0.6850341558456421,0.0001481771469116211,0.9636057920405933,0,1
MADDPG Seed 42,30,970020,87,1.2591120469332988,1,112.45154453876779,2086.3207088333834,uav_U1,1.0,0.9999998807907104,0.5804692506790161,0.7833483815193176,0.00042515993118286133,0.9816202515711961,0,1
MADDPG Seed 42,30,970020,88,-4.34319863802458,0,381.5230100042393,7111.139634851416,uav_U1,0.9999998807907104,0.9999998807907104,0.5575947761535645,0.7841543555259705,0.0006375908851623535,0.9821287555329087,0,1
MADDPG Seed 42,30,970020,89,-3.8815623708022304,0,2271.1372081343334,70770.4583851988,uav_U1,1.0,1.0,0.42199406027793884,0.7383192777633667,0.00011408329010009766,0.9666191258409922,0,1
MADDPG Seed 42,30,970020,90,-3.656431458424713,0,1855.9247624574277,57750.02824190691,uav_U1,1.0,1.0,0.4227159917354584,0.6298873424530029,0.00015819072723388672,0.9778780724467299,0,1
MADDPG Seed 42,30,970020,91,0.6176899364755863,1,704.0099782076599,20859.160043660133,uav_U1,0.9999998807907104,0.9999998807907104,0.657025158405304,0.7353347539901733,0.0005678534507751465,0.9779330542434452,0,1
MADDPG Seed 42,30,970020,92,-4.715757429877298,0,797.6395171474416,20817.240866021035,uav_U1,0.9999998807907104,0.9999998807907104,0.6503894925117493,0.696786105632782,0.0005061626434326172,0.967996777075076,0,1
MADDPG Seed 42,30,970020,93,0.9981140030462896,1,424.51773055862657,15720.542474091828,uav_U1,1.0,0.9999998807907104,0.5699449777603149,0.7614249587059021,0.00029605627059936523,0.9698094161208386,0,1
MADDPG Seed 42,30,970020,94,1.496945418125372,1,30.499643834518956,528.0774013376042,uav_U1,1.0,1.0,0.7870602607727051,0.7767208814620972,0.00016808509826660156,0.9570616121611069,0,1
MADDPG Seed 42,30,970020,95,0.6577383914085779,1,1432.5304079327768,43998.768462244276,uav_U1,1.0,1.0,0.42550787329673767,0.8051112294197083,0.00017577409744262695,0.9722258194917378,0,1
MADDPG Seed 42,30,970020,96,0.8008137216481181,1,1346.4551331974226,26644.922808617695,uav_U1,1.0,0.9999998807907104,0.5671838521957397,0.7822820544242859,0.0002015233039855957,0.9735232242240243,0,1
MADDPG Seed 42,30,970020,97,-7.500092337736334,0,3075.4778669350353,49114.51358428563,uav_U1,1.0,1.0,0.48858213424682617,0.7328226566314697,0.0003094673156738281,0.9691685830890653,0,1
MADDPG Seed 42,30,970020,98,-7.500092535462517,0,1870.1148500590887,22171.55785931909,uav_U1,0.9999998807907104,0.9999997615814209,0.5901106595993042,0.7788916826248169,0.0005252957344055176,0.9712295203429702,0,1
MADDPG Seed 42,30,970020,99,-5.663528533419088,0,2204.9152873682397,87795.5339098594,uav_U1,1.0,1.0,0.6112956404685974,0.6842617988586426,0.00020068883895874023,0.9740479845738429,0,1
MADDPG Seed 42,30,970021,0,0.9951186445507099,1,864.7040902693329,26774.449142488844,uav_U1,0.9999995231628418,0.9999991655349731,0.6923264265060425,0.6149926781654358,0.00041729211807250977,0.9615874113186093,0,1
MADDPG Seed 42,30,970021,1,1.2864732878481213,1,285.1486877382578,7976.5330162044365,uav_U1,0.9999998807907104,0.9999996423721313,0.6611251831054688,0.7543877363204956,0.0006954669952392578,0.9788519025749943,0,1
MADDPG Seed 42,30,970021,2,1.2144268467891914,1,339.4368056705814,6978.134774932059,uav_U1,0.9999998807907104,0.9999998807907104,0.5865063667297363,0.761387288570404,0.00038677453994750977,0.9766180470527001,0,1
MADDPG Seed 42,30,970021,3,1.3489183704417134,1,151.59342714324978,3664.1256591780566,uav_U1,0.9999998807907104,0.9999998807907104,0.6447063088417053,0.7870221734046936,0.0004337430000305176,0.9837192929704707,0,1
MADDPG Seed 42,30,970021,4,-7.500092002537139,0,7024.802143047772,244536.70695311358,uav_U1,1.0,1.0,0.4797813892364502,0.6006560325622559,2.2649765014648438e-06,0.9674733627956101,0,1
MADDPG Seed 42,30,970021,5,1.0186157048343185,1,731.5641228235525,19286.122311737927,uav_U1,0.9999998807907104,0.9999997615814209,0.7134572267532349,0.6994890570640564,0.00030171871185302734,0.9640746386988369,0,1
MADDPG Seed 42,30,970021,6,0.6915336345403442,1,438.9472672555034,15457.037013067282,uav_U1,0.9999998807907104,0.9999996423721313,0.6615930795669556,0.6181314587593079,0.0005078315734863281,0.9651384484529878,0,1
MADDPG Seed 42,30,970021,7,-7.500092346635368,0,4160.173250352952,62813.71991557525,uav_U1,0.9999998807907104,0.9999997615814209,0.47855591773986816,0.6725888252258301,0.0004832744598388672,0.9651939479690695,0,1
MADDPG Seed 42,30,970021,8,0.8611611169837663,1,991.3344431168986,13294.98328713158,uav_U1,0.9999998807907104,0.9999997615814209,0.6005961298942566,0.7547980546951294,0.00040024518966674805,0.9623896692488372,0,1
MADDPG Seed 42,30,970021,9,1.1929653208372384,1,460.1066193620263,8567.309701250084,uav_U1,0.9999998807907104,0.9999997615814209,0.7088735103607178,0.7288180589675903,0.00037932395935058594,0.975010839051539,0,1
MADDPG Seed 42,30,970021,10,-6.398821734744885,0,2690.123543313765,110410.56792441374,uav_U1,0.9999997615814209,0.9999995231628418,0.6544100046157837,0.6651490926742554,0.0001990199089050293,0.9570618192488534,0,1
MADDPG Seed 42,30,970021,11,1.2732551595990378,1,347.4579836601502,4616.651916070675,uav_U1,0.9999998807907104,0.9999997615814209,0.615638017654419,0.802764892578125,0.0006296038627624512,0.9592679250131068,0,1
MADDPG Seed 42,30,970021,12,-5.146029152206227,0,3294.1915084237285,69074.53101439256,uav_U1,1.0,0.9999998807907104,0.4850336015224457,0.707673192024231,0.00011861324310302734,0.9700031467077587,0,1
MADDPG Seed 42,30,970021,13,-5.593676833997133,0,2044.8595616072826,68582.55280277936,uav_U1,1.0,1.0,0.522732138633728,0.6286025047302246,0.0003420114517211914,0.9722482885122411,0,1
MADDPG Seed 42,30,970021,14,0.9523040959640638,1,728.3127392443936,10675.508613898286,uav_U1,0.9999997615814209,0.9999996423721313,0.7281538844108582,0.7691425085067749,0.00036454200744628906,0.9686387490894556,0,1
MADDPG Seed 42,30,970021,15,-5.3252594389205115,0,3983.4836768197783,19822.823302225057,uav_U1,1.0,1.0,0.4978299140930176,0.7250317931175232,0.0002887845039367676,0.9634770870060975,0,1
MADDPG Seed 42,30,970021,16,-4.1112202201076125,0,2115.411154978734,48992.19579523587,uav_U1,1.0,1.0,0.525187075138092,0.6537802815437317,0.0001900792121887207,0.9639137315197488,0,1
MADDPG Seed 42,30,970021,17,1.2308082476086426,1,476.3062153988557,10308.836187937794,uav_U1,0.9999998807907104,0.9999997615814209,0.5782427787780762,0.7707839012145996,0.0006225705146789551,0.9792229002729816,0,1
MADDPG Seed 42,30,970021,18,-6.8741400542478175,0,2029.558110459949,33359.76378808138,uav_U1,1.0,1.0,0.5147102475166321,0.7120611667633057,0.00027555227279663086,0.9711436824720152,0,1
MADDPG Seed 42,30,970021,19,-7.500091981761448,0,4026.7823957229202,142065.7551525587,uav_U1,1.0,1.0,0.4864130914211273,0.6014862656593323,5.054473876953125e-05,0.9649758845719271,0,1
MADDPG Seed 42,30,970021,20,-5.283746576809411,0,2463.534257490816,79366.03492103642,uav_U1,1.0,1.0,0.4811273515224457,0.6717866063117981,0.00020772218704223633,0.9663566421222095,0,1
MADDPG Seed 42,30,970021,21,-5.374226266285999,0,2672.9441947482806,26097.84608621254,uav_U1,0.9999998807907104,0.9999997615814209,0.6745040416717529,0.7113673686981201,0.0005379319190979004,0.9605130400893832,0,1
MADDPG Seed 42,30,970021,22,0.8917939068028069,1,961.428174603582,24970.190933317263,uav_U1,1.0,0.9999998807907104,0.7363622784614563,0.8013188242912292,0.0002238154411315918,0.9735823477756711,0,1
MADDPG Seed 42,30,970021,23,0.6616542922247983,1,1657.227143291436,28854.327409342994,uav_U1,0.9999995231628418,0.9999991655349731,0.676604688167572,0.6583844423294067,0.001062929630279541,0.9617300947759988,0,1
MADDPG Seed 42,30,970021,24,1.3905958625182493,1,171.18264197635767,4480.928412916083,uav_U1,1.0,1.0,0.5612750053405762,0.7039346098899841,0.00012040138244628906,0.9792296306247453,0,1
MADDPG Seed 42,30,970021,25,1.397119494026211,1,182.03803883383753,3491.2711814555496,uav_U1,1.0,0.9999998807907104,0.5938390493392944,0.809558093547821,0.00027865171432495117,0.9671349814177082,0,1
MADDPG Seed 42,30,970021,26,-4.004425183961957,0,2802.571622045183,30049.179671780534,uav_U1,1.0,0.9999998807907104,0.47331875562667847,0.7208676934242249,0.0001938939094543457,0.9636322992721547,0,1
MADDPG Seed 42,30,970021,27,0.5357359471468746,1,198.6193353895004,2366.684949309962,uav_U1,1.0,0.9999998807907104,0.6746245622634888,0.760326087474823,0.00041180849075317383,0.978437312906353,0,1
MADDPG Seed 42,30,970021,28,1.3835020287513076,1,228.50257484639863,1486.1198371278092,uav_U1,0.9999998807907104,0.9999997615814209,0.5934272408485413,0.7271649837493896,0.0006501078605651855,0.9718408433708567,0,1
MADDPG Seed 42,30,970021,29,-3.86314490230788,0,1638.3889449334522,18365.71854899992,uav_U1,1.0,0.9999998807907104,0.48200687766075134,0.7268815636634827,0.00018972158432006836,0.9633522130949134,0,1
MADDPG Seed 42,30,970021,30,-3.6514279864897077,0,668.9261788007412,18885.35845798437,uav_U1,0.9999997615814209,0.9999995231628418,0.6016820669174194,0.7254027128219604,0.0007641315460205078,0.9630624973374562,0,1
MADDPG Seed 42,30,970021,31,0.5645233325926584,1,399.4091667467821,9186.927306923637,uav_U1,1.0,0.9999998807907104,0.591740608215332,0.6631070375442505,0.00020450353622436523,0.98040412877944,0,1
MADDPG Seed 42,30,970021,32,1.22959001091999,1,356.8194467415513,7734.425627772573,uav_U1,1.0,1.0,0.5538234710693359,0.8524614572525024,0.00016582012176513672,0.9786715291477283,0,1
MADDPG Seed 42,30,970021,33,-6.616387454895652,0,1617.704130787345,63997.80430980541,uav_U1,1.0,0.9999998807907104,0.5417745113372803,0.6356391906738281,5.9604644775390625e-05,0.9762450820211203,0,1
MADDPG Seed 42,30,970021,34,-7.211644912861532,0,9404.259684250592,360652.74361009465,uav_U1,1.0,1.0,0.47205623984336853,0.586298406124115,5.960464477539062e-07,0.9624428907997067,0,1
MADDPG Seed 42,30,970021,35,0.919060650658823,1,703.4059224764871,16045.429378173812,uav_U1,0.9999998807907104,0.9999998807907104,0.7488934397697449,0.7735171318054199,0.0003764629364013672,0.9703559206840475,0,1
MADDPG Seed 42,30,970021,36,-5.675425585511146,0,5791.808146067756,120727.58884280223,uav_U1,0.9999998807907104,0.9999998807907104,0.5506500005722046,0.5474897623062134,9.453296661376953e-05,0.9617359967767761,0,1
MADDPG Seed 42,30,970021,37,-7.500092184677377,0,1165.8975629981953,25039.899626874452,uav_U1,1.0,1.0,0.5348457098007202,0.7879968881607056,0.0001424551010131836,0.9698151110338694,0,1
MADDPG Seed 42,30,970021,38,1.0819287411758762,1,599.3822089079362,19359.885322458365,uav_U1,0.9999998807907104,0.9999998807907104,0.5795118808746338,0.7764464020729065,0.00041788816452026367,0.9779699158623354,0,1
MADDPG Seed 42,30,970021,39,1.2385986401107711,1,403.200125430776,10059.72602401143,uav_U1,1.0,1.0,0.5658485293388367,0.8446027636528015,0.00021094083786010742,0.9706637566193298,0,1
MADDPG Seed 42,30,970021,40,1.338966850203265,1,1607.5725498907111,64286.48376023434,uav_U1,1.0,1.0,0.6059867739677429,0.8163703083992004,7.641315460205078e-05,0.9668353254484154,0,1
MADDPG Seed 42,30,970021,41,-6.038290747053811,0,2777.4856762005134,39324.52497017188,uav_U1,1.0,0.9999998807907104,0.4916515350341797,0.6365329623222351,1.9073486328125e-05,0.9724359100106372,0,1
MADDPG Seed 42,30,970021,42,1.4733697057902209,1,43.9201777522232,731.8256145093058,uav_U1,1.0,1.0,0.6218690276145935,0.8450554609298706,0.00020164251327514648,0.981739637657096,0,1
MADDPG Seed 42,30,970021,43,-4.824256536220325,0,938.9624334608916,24398.017222561142,uav_U1,0.9999998807907104,0.9999997615814209,0.7188196182250977,0.7909911274909973,0.0005591511726379395,0.9699244533640605,0,1
MADDPG Seed 42,30,970021,44,1.0750493288841434,1,274.03371814684647,6254.57482667031,uav_U1,0.9999997615814209,0.9999996423721313,0.6940239667892456,0.6815958023071289,0.00048720836639404297,0.9654836637265267,0,1
MADDPG Seed 42,30,970021,45,0.9693500209074806,1,720.4967472838888,7388.226697066996,uav_U1,0.9999997615814209,0.9999996423721313,0.7130299806594849,0.6911346316337585,0.0006772279739379883,0.9734650325672369,0,1
MADDPG Seed 42,30,970021,46,-3.950114358120614,0,965.7148004042663,22186.999107633437,uav_U1,1.0,0.9999998807907104,0.7595812082290649,0.741341233253479,0.00031697750091552734,0.9705998700495118,0,1
MADDPG Seed 42,30,970021,47,-7.5000046334916695,0,338.0551736626609,3218.025298579491,uav_U1,0.9999998807907104,0.9999997615814209,0.5272437930107117,0.6087585091590881,0.00032711029052734375,0.9666048367864786,0,1
MADDPG Seed 42,30,970021,48,-4.880393154643993,0,621.2584368212176,6979.576402982779,uav_U1,1.0,0.9999998807907104,0.6365938782691956,0.6861212253570557,0.00018388032913208008,0.9695676411767135,0,1
MADDPG Seed 42,30,970021,49,-7.228557051560672,0,2241.29233784914,45322.21442247121,uav_U1,1.0,1.0,0.508086085319519,0.7463691234588623,8.678436279296875e-05,0.9646192794723266,0,1
MADDPG Seed 42,30,970021,50,1.3119197731189502,1,139.86285103858847,1815.2875731065742,uav_U1,1.0,0.9999998807907104,0.5527212023735046,0.7722566723823547,0.00012600421905517578,0.9733779521698026,0,1
MADDPG Seed 42,30,970021,51,1.0938796622334157,1,810.8383226236159,19980.402097066122,uav_U1,1.0,0.9999998807907104,0.7072173357009888,0.7961328029632568,0.00034368038177490234,0.9686231139645892,0,1
MADDPG Seed 42,30,970021,52,-5.055945631054983,0,782.0910987622963,11174.067265033995,uav_U1,0.9999997615814209,0.9999996423721313,0.6964298486709595,0.7188979387283325,0.0008150935173034668,0.9758041922086641,0,1
MADDPG Seed 42,30,970021,53,0.8923717155042312,1,831.7171175048061,26494.52188531203,uav_U1,1.0,0.9999998807907104,0.6550131440162659,0.6656259298324585,0.0002823472023010254,0.9715069143795061,0,1
MADDPG Seed 42,30,970021,54,-7.500092250436563,0,9287.438020748223,163614.80093088385,uav_U1,1.0,1.0,0.48285502195358276,0.6905352473258972,0.0001984238624572754,0.9666323794567729,0,1
MADDPG Seed 42,30,970021,55,-5.672933445853534,0,1941.778863073371,44718.164368381906,uav_U1,1.0,1.0,0.496671587228775,0.6424504518508911,0.0001666545867919922,0.9684128163579433,0,1
MADDPG Seed 42,30,970021,56,-7.500092447029792,0,3569.990506955581,56929.124473618984,uav_U1,1.0,1.0,0.5199522972106934,0.6939693689346313,0.00018137693405151367,0.9665380509882084,0,1
MADDPG Seed 42,30,970021,57,-7.500093083739303,0,5968.82667900532,46125.95253963946,uav_U1,1.0,1.0,0.46827107667922974,0.6995799541473389,0.0002059340476989746,0.9650198907180741,0,1
MADDPG Seed 42,30,970021,58,0.6861369500495529,1,822.7222804800618,17070.578202126486,uav_U1,1.0,0.9999998807907104,0.6246814727783203,0.6689169406890869,0.00029522180557250977,0.9726376134758004,0,1
MADDPG Seed 42,30,970021,59,0.983030212657813,1,663.6708284536954,16079.822976394757,uav_U1,1.0,0.9999998807907104,0.7001827955245972,0.7496718168258667,0.0003376007080078125,0.9638529512661294,0,1
MADDPG Seed 42,30,970021,60,1.016341700203161,1,498.0731741897921,12120.471394978282,uav_U1,0.9999997615814209,0.9999996423721313,0.7179244756698608,0.7484036684036255,0.000919342041015625,0.9710878723243135,0,1
MADDPG Seed 42,30,970021,61,-4.772489769305337,0,2740.5117255424184,101158.86965767092,uav_U1,1.0,1.0,0.5610991716384888,0.5486016273498535,0.00021880865097045898,0.9741599155008661,0,1
MADDPG Seed 42,30,970021,62,0.595695521896513,1,1400.6247824539523,29186.33249878865,uav_U1,1.0,1.0,0.538715660572052,0.8333924412727356,0.00011301040649414062,0.9672295169740192,0,1
MADDPG Seed 42,30,970021,63,-3.5814420579809503,0,994.8419563277456,26216.553470653478,uav_U1,0.9999998807907104,0.9999998807907104,0.6683331727981567,0.7911887764930725,0.0002678036689758301,0.9719265776979383,0,1
MADDPG Seed 42,30,970021,64,-4.59206518427173,0,880.7204555174071,10241.84891307679,uav_U1,0.9999998807907104,0.9999998807907104,0.664270281791687,0.7570193409919739,0.00036346912384033203,0.970078319559765,0,1
MADDPG Seed 42,30,970021,65,-3.502461625188065,0,819.9383504624627,29333.507472353573,uav_U1,0.9999998807907104,0.9999998807907104,0.7366576790809631,0.7718148827552795,0.0003851652145385742,0.9665132004586195,0,1
MADDPG Seed 42,30,970021,66,1.1172277722422255,1,592.0058435904307,10417.546346407204,uav_U1,1.0,1.0,0.6711755990982056,0.8003726005554199,0.0001367330551147461,0.9734335552297577,0,1
MADDPG Seed 42,30,970021,67,1.3091657634895884,1,342.00022808677323,6112.584581942895,uav_U1,0.9999997615814209,0.9999996423721313,0.7563568353652954,0.7857837677001953,0.0005968809127807617,0.9669560576046682,0,1
