training_seed,saved_episode,test_seed,selected_agent,success,reward,latency_ms,energy_mJ,selection_entropy,selection_gap,selected_cpu,selected_bandwidth
42,10,950001,uav_U1,0,-3.596888786032479,1435.7072389818577,27857.00212929256,0.0079960858226377,0.9967434406280518,0.9977304935455322,0.981055736541748
42,10,950001,uav_U1,1,0.6445272736739165,1476.3875806679218,30442.592406231935,0.006115555162395709,0.9977363348007202,0.9974223971366882,0.9765545725822449
42,10,950001,uav_U1,0,-6.567821418819306,2428.4344618034993,27145.228963684793,0.0048878160423552405,0.9983392357826233,0.9967606067657471,0.9781785011291504
42,10,950001,uav_U1,0,-6.3255222243864395,4915.677410082902,37551.886167029974,0.004659972602806208,0.9983565807342529,0.9967268705368042,0.9741121530532837
42,10,950001,uav_U1,0,-4.944751779386976,1298.1144089295237,16760.351087290084,0.014218772491742524,0.9932048916816711,0.9970036745071411,0.9883464574813843
42,10,950001,uav_U1,1,1.1917361741520058,506.32566735310104,4652.009181606227,0.009760670803957016,0.9958069324493408,0.9978991746902466,0.9870800971984863
42,10,950001,uav_U1,0,-3.7476843463002973,1780.314804442009,59809.115236001344,0.006990374697575481,0.9974245429039001,0.9978675842285156,0.9800644516944885
42,10,950001,uav_U1,0,-3.598783545278188,394.4303782540337,8346.434315923934,0.010247538949771658,0.995865523815155,0.9973258376121521,0.9862328767776489
42,10,950001,uav_U1,0,-4.428535693483634,2533.975484671694,41693.651935926435,0.014040063855814224,0.9934456944465637,0.9968268871307373,0.9876309633255005
42,10,950001,uav_U1,0,-3.9250219849452166,2714.4922660173374,60981.53830128734,0.006071991908987979,0.9977236986160278,0.9973273277282715,0.9752180576324463
42,10,950001,uav_U1,0,-6.436787909797872,6306.587389546072,113801.06046393377,0.00473505566285997,0.9983694553375244,0.9968631267547607,0.9769318699836731
42,10,950001,uav_U1,0,-7.5000915413856735,2986.980038363779,85565.27297728318,0.006443607230000808,0.9976392984390259,0.9971853494644165,0.9788134098052979
42,10,950001,uav_U1,1,0.7164316694221424,443.44769516488884,7808.301671782786,0.012533962402235288,0.9942553639411926,0.9976718425750732,0.9856386184692383
42,10,950001,uav_U1,1,1.3445134243477308,267.74524729130053,6356.065077665273,0.009192430116722938,0.9962681531906128,0.9979358911514282,0.9858099818229675
42,10,950001,uav_U1,1,1.1520981761463533,508.15066268926535,16434.164159140935,0.010524966152704504,0.9955171942710876,0.9980334043502808,0.9873164892196655
42,10,950001,uav_U1,0,-7.05110845814273,2912.6507549691332,89333.47556398573,0.005728554677898147,0.9979361891746521,0.9979361295700073,0.978003978729248
42,10,950001,uav_U1,0,-3.73632424046862,2153.517370558793,66681.87273307193,0.011857433429082713,0.9947577118873596,0.9974119663238525,0.9864141941070557
42,10,950001,uav_U1,1,1.3659598084490365,215.92431541405605,2721.814673871337,0.007330688624799991,0.9972500205039978,0.9980413317680359,0.9887314438819885
42,10,950001,uav_U1,0,-4.719630801674276,1808.9245415244095,61528.587905546345,0.010413727675333839,0.995793879032135,0.9972279071807861,0.9880765676498413
42,10,950001,uav_U1,1,0.5783055876820395,1298.5383838155133,29107.074511492632,0.011428531246769074,0.9952210783958435,0.9970236420631409,0.9878289699554443
42,10,950001,uav_U1,0,-5.352006329082621,1180.692636955899,29959.178721836262,0.007865190188072703,0.9969528317451477,0.9980051517486572,0.9833111763000488
42,10,950001,uav_U1,1,0.8927228687958737,730.4438278906566,11937.047870066932,0.01145721937116166,0.9949851036071777,0.9977442026138306,0.9879323244094849
42,10,950001,uav_U1,1,0.832568680976373,1015.0216032038612,6280.255245392509,0.00974906256503773,0.9959315657615662,0.9974715709686279,0.9878025054931641
42,10,950001,uav_U1,1,0.9325028316749442,780.7498631752197,17699.0057341556,0.007588183632125085,0.9971686005592346,0.9974972009658813,0.9808151721954346
42,10,950001,uav_U1,0,-6.109280943732111,1281.2621240795197,17457.238015593386,0.016807018245472722,0.9915490746498108,0.9970260858535767,0.9865442514419556
42,10,950001,uav_U1,0,-7.500093023488277,5980.07680849626,35194.25527960001,0.0071049961474311946,0.9972019791603088,0.9968211650848389,0.9781185388565063
42,10,950001,uav_U1,0,-4.074434133985954,2027.7531915726663,54437.21992911505,0.0076285155886434,0.9969742894172668,0.9973700046539307,0.9765450358390808
42,10,950001,uav_U1,1,0.7286502190671136,487.43516953959016,15356.34732813553,0.010593189431153,0.9956637024879456,0.9977575540542603,0.989098310470581
42,10,950001,uav_U1,0,-7.0803423337223546,2743.5700250495306,41531.20494966686,0.005665208073200515,0.9979540705680847,0.9970645904541016,0.9756176471710205
42,10,950001,uav_U1,0,-5.93780543013936,4173.38372047741,33183.715522264516,0.005628118738682754,0.9978841543197632,0.9965808987617493,0.9709984660148621
42,10,950001,uav_U1,1,1.4965415877520576,34.5383437070763,1379.9769570754092,0.010580866092358825,0.9957438707351685,0.9977466464042664,0.9868781566619873
42,10,950001,uav_U1,1,0.5024984627752795,1484.1461110591997,46219.6381819655,0.009630829213664621,0.9962264895439148,0.9972932934761047,0.9882652759552002
